r_err	mag	sus	N	T	h	gamma	n	filetered error
13.75338601	0.180074545	0.967573158	100	3.224	0	2.415	100	13.75338601
13.74849367	0.623547273	0.611188799	100	2.216	0	2.17	100	13.74849367
13.73237421	0.566763636	0.67877898	100	1.592	0	2.32	100	13.73237421
13.73224872	0.978112727	0.043295493	100	0.44	0	2.255	100	13.73224872
13.71786023	0.640529091	0.589722484	100	1.832	0	2.21	100	13.71786023
13.71483917	0.022827273	0.999478916	100	4.808	0	2.03	100	13.71483917
13.70714717	0.601267273	0.638477667	100	2.168	0	2.1	100	13.70714717
13.69753017	0.784629091	0.38435719	100	1.112	0	2.21	100	13.69753017
13.69200728	0.848767273	0.279594117	100	0.536	0	2.45	100	13.69200728
13.69041478	0.697652727	0.513280672	100	1.016	0	2.445	100	13.69041478
13.66690162	0.777034545	0.396217315	100	1.112	0	2.01	100	13.66690162
13.63700011	0.855307273	0.268449469	100	0.92	0	2.11	100	13.63700011
13.63360669	0.832687273	0.306631906	100	0.776	0	2.1	100	13.63360669
13.62479129	0.695994545	0.515591593	100	1.064	0	2.36	100	13.62479129
13.61838161	0.031263636	0.999022585	100	4.376	0	2.085	100	13.61838161
13.6164666	0.589412727	0.652592637	100	2.024	0	2.395	100	13.6164666
13.60714325	0.759609091	0.422994029	100	1.256	0	2.42	100	13.60714325
13.59720602	0.002178182	0.999995256	100	3.56	0	2.44	100	13.59720602
13.58574585	0.012225455	0.999850538	100	2.696	0	2.365	100	13.58574585
13.56987901	0.626967273	0.606912039	100	2.456	0	2.075	100	13.56987901
13.5428273	0.368996364	0.863841684	100	3.848	0	2.095	100	13.5428273
13.5380629	0.603038182	0.636344951	100	3.08	0	2.21	100	13.5380629
13.53315142	0.487729091	0.762120334	100	3.128	0	2.2	100	13.53315142
13.52191379	0.531352727	0.717664279	100	2.984	0	2.2	100	13.52191379
13.51729382	0.775018182	0.399346818	100	1.208	0	2.375	100	13.51729382
13.5112016	0.699261818	0.51103291	100	1.256	0	2.235	100	13.5112016
13.50475792	0.59566	0.645189164	100	1.592	0	2.3	100	13.50475792
13.50298924	0.557103636	0.689635538	100	2.6	0	2.135	100	13.50298924
13.50039575	0.651547273	0.575486151	100	2.024	0	2.275	100	13.50039575
13.48239611	0.664701818	0.558171493	100	1.544	0	2.3	100	13.48239611
13.46769581	0.688103636	0.526513386	100	2.024	0	2.1	100	13.46769581
13.46730921	0.671643636	0.548894826	100	1.496	0	2.415	100	13.46730921
13.43647722	0.013667273	0.999813206	100	2.888	0	2.26	100	13.43647722
13.42170389	0.002612727	0.999993174	100	3.848	0	2.295	100	13.42170389
13.41461019	0.529636364	0.719485322	100	2.648	0	2.215	100	13.41461019
13.41176504	0.599469091	0.640636809	100	2.408	0	2.13	100	13.41176504
13.4003616	0.5397	0.70872391	100	1.928	0	2.345	100	13.4003616
13.39820429	0.360605455	0.869963706	100	1.544	0	2.315	100	13.39820429
13.3651306	0.710203636	0.495610795	100	1.688	0	2.05	100	13.3651306
13.36385275	0.701489091	0.507913055	100	1.208	0	2.225	100	13.36385275
13.35879456	0.564525455	0.681311011	100	2.696	0	2.11	100	13.35879456
13.35566577	0.926716364	0.141196781	100	0.68	0	2.39	100	13.35566577
13.34996533	0.60946	0.628558508	100	1.208	0	2.435	100	13.34996533
13.34249994	0.380909091	0.854908264	100	2.408	0	2.31	100	13.34249994
13.3303094	0.614929091	0.621862213	100	1.736	0	2.24	100	13.3303094
13.32584331	0.083854545	0.992968415	100	3.368	0	2.41	100	13.32584331
13.32427582	0.442098182	0.804549198	100	4.76	0	2	100	13.32427582
13.32423642	0.699532727	0.510653963	100	1.112	0	2.29	100	13.32423642
13.30252502	0.778052727	0.394633954	100	0.968	0	2.105	100	13.30252502
13.2918879	0.003405455	0.999988403	100	4.424	0	2.46	100	13.2918879
13.27432844	0.486427273	0.763388508	100	2.84	0	2.12	100	13.27432844
13.27289559	0.691452727	0.521893126	100	1.4	0	2.325	100	13.27289559
13.2648025	0.00062	0.999999616	100	3.08	0	2.425	100	13.2648025
13.2613025	0.632234545	0.60027948	100	1.736	0	2.255	100	13.2613025
13.26116033	0.660936364	0.563163123	100	1.928	0	2.15	100	13.26116033
13.25467768	0.787876364	0.379250836	100	1.208	0	2.13	100	13.25467768
13.24539359	0.73352	0.46194841	100	1.208	0	2.285	100	13.24539359
13.22727771	0.628334545	0.605195699	100	1.496	0	2.14	100	13.22727771
13.22165803	0.004974545	0.999975254	100	4.904	0	2.235	100	13.22165803
13.22162377	0.813621818	0.338019537	100	0.584	0	2.01	100	13.22162377
13.2122533	0.501723636	0.748273393	100	4.328	0	2.01	100	13.2122533
13.2117153	0.061781818	0.996183007	100	2.312	0	2.345	100	13.2117153
13.20811397	0.7953	0.36749791	100	0.92	0	2.145	100	13.20811397
13.2070749	0.012510909	0.999843477	100	4.184	0	2.365	100	13.2070749
13.19354195	0.647047273	0.581329827	100	1.64	0	2.215	100	13.19354195
13.17778315	0.014043636	0.999802776	100	4.664	0	2.29	100	13.17778315
13.17677277	0.500674545	0.749325	100	2.648	0	2.23	100	13.17677277
13.17409512	0.664683636	0.558195664	100	1.448	0	2.15	100	13.17409512
13.16327219	0.022283636	0.99950344	100	2.456	0	2.49	100	13.16327219
13.13540393	0.005194545	0.999973017	100	3.656	0	2.49	100	13.13540393
13.13494593	0.500069091	0.749930904	100	1.784	0	2.195	100	13.13494593
13.12963627	0.533729091	0.715133258	100	2.792	0	2.14	100	13.12963627
13.12825488	0.585461818	0.657234459	100	1.736	0	2.435	100	13.12825488
13.12214022	0.01206	0.999854556	100	3.992	0	2.16	100	13.12214022
13.12086013	0.518692727	0.730957855	100	3.176	0	2.11	100	13.12086013
13.11298026	0.483381818	0.766342018	100	3.416	0	2.075	100	13.11298026
13.11223314	0.578209091	0.665674247	100	2.696	0	2.035	100	13.11223314
13.10899739	0.331945455	0.889812215	100	2.792	0	2.35	100	13.10899739
13.09995893	0.548170909	0.699508654	100	1.304	0	2.39	100	13.09995893
13.09667472	0.00228	0.999994802	100	2.84	0	2.295	100	13.09667472
13.09353975	0.804207273	0.353250662	100	0.536	0	2.285	100	13.09353975
13.0883793	0.592132727	0.649378833	100	1.64	0	2.39	100	13.0883793
13.08206202	0.845305455	0.285458689	100	0.92	0	2.07	100	13.08206202
13.06100446	0.572810909	0.671887662	100	1.928	0	2.475	100	13.06100446
13.0324386	0.55038	0.697081856	100	2.216	0	2.245	100	13.0324386
13.03009431	0.640176364	0.590174223	100	1.64	0	2.19	100	13.03009431
13.00481786	0.715689091	0.487789125	100	1.448	0	2.185	100	13.00481786
13.00409525	0.55168	0.695649178	100	2.648	0	2.04	100	13.00409525
12.99895548	0.717758182	0.484823192	100	0.968	0	2.375	100	12.99895548
12.99649999	0.663638182	0.559584364	100	1.976	0	2.115	100	12.99649999
12.98854129	0.000689091	0.999999525	100	4.52	0	2.23	100	12.98854129
12.98839613	0.542389091	0.705814074	100	2.552	0	2.17	100	12.98839613
12.97510111	0.489238182	0.760646001	100	2.888	0	2.32	100	12.97510111
12.97267806	0.690789091	0.522810432	100	1.832	0	2.045	100	12.97267806
12.96596144	0.577872727	0.666063111	100	1.88	0	2.125	100	12.96596144
12.96569286	0.629036364	0.604313253	100	1.976	0	2.2	100	12.96569286
12.95600792	0.754110909	0.431316737	100	1.256	0	2.325	100	12.95600792
12.94607838	0.554570909	0.692451107	100	3.272	0	2.105	100	12.94607838
12.94251605	0.536270909	0.712413512	100	1.928	0	2.395	100	12.94251605
12.93952481	0.002345455	0.999994499	100	3.656	0	2.425	100	12.93952481
12.92500066	0.700518182	0.509274277	100	1.352	0	2.14	100	12.92500066
12.92451469	0.109607273	0.987986246	100	1.496	0	2.425	100	12.92451469
12.92416779	0.025747273	0.999337078	100	1.736	0	2.295	100	12.92416779
12.92263935	0.653098182	0.573462765	100	1.976	0	2.24	100	12.92263935
12.9206965	0.008234545	0.999932192	100	2.888	0	2.445	100	12.9206965
12.91684617	0.32678	0.893214832	100	2.264	0	2.195	100	12.91684617
12.91026175	0.813810909	0.337711804	100	0.584	0	2.435	100	12.91026175
12.90992974	0.61674	0.619631772	100	1.976	0	2.265	100	12.90992974
12.88581092	0.855854545	0.267512997	100	0.536	0	2.2	100	12.88581092
12.88419576	0.886445455	0.214214456	100	0.824	0	2.49	100	12.88419576
12.87730998	0.549285455	0.698285489	100	2.264	0	2.36	100	12.87730998
12.86995673	0.021994545	0.99951624	100	3.368	0	2.17	100	12.86995673
12.86961577	0.001907273	0.999996362	100	3.752	0	2.28	100	12.86961577
12.85311639	0.673958182	0.545780369	100	1.592	0	2.13	100	12.85311639
12.85150362	0.634621818	0.597255148	100	1.688	0	2.09	100	12.85150362
12.85132531	0.475172727	0.774210879	100	3.416	0	2.03	100	12.85132531
12.84522137	0.761318182	0.420394626	100	1.064	0	2.05	100	12.84522137
12.84382074	0.530818182	0.718232058	100	1.784	0	2.365	100	12.84382074
12.82424617	0.610127273	0.627744711	100	1.64	0	2.235	100	12.82424617
12.81759547	0.734478182	0.4605418	100	1.4	0	2.06	100	12.81759547
12.81503324	0.007414545	0.999945025	100	3.896	0	2.34	100	12.81503324
12.8135708	0.468190909	0.780797273	100	2.408	0	2.275	100	12.8135708
12.80330983	0.596787273	0.643844951	100	1.544	0	2.345	100	12.80330983
12.79906195	0.712498182	0.492346341	100	1.016	0	2.055	100	12.79906195
12.79705492	0.603501818	0.635785555	100	2.168	0	2.295	100	12.79705492
12.79413752	0.004038182	0.999983693	100	3.416	0	2.5	100	12.79413752
12.78614146	0.701329091	0.508137506	100	1.64	0	2.125	100	12.78614146
12.77880226	0.715890909	0.487500206	100	1.352	0	2.295	100	12.77880226
12.77468807	0.542198182	0.706021132	100	2.888	0	2.4	100	12.77468807
12.77343547	0.681749091	0.535218177	100	1.064	0	2.395	100	12.77343547
12.77249158	0.146678182	0.978485511	100	3.896	0	2.03	100	12.77249158
12.76444995	0.000474545	0.999999775	100	3.56	0	2.475	100	12.76444995
12.75503532	0.547183636	0.700590068	100	2.552	0	2.365	100	12.75503532
12.74850966	0.754585455	0.430600792	100	0.92	0	2.04	100	12.74850966
12.72922735	0.810494545	0.343098592	100	0.872	0	2.42	100	12.72922735
12.70548793	0.457996364	0.790239331	100	3.464	0	2.035	100	12.70548793
12.7033037	0.672527273	0.547707067	100	1.16	0	2.105	100	12.7033037
12.69815022	0.153589091	0.976410391	100	3.512	0	2.21	100	12.69815022
12.69707007	0.657363636	0.56787305	100	1.256	0	2.395	100	12.69707007
12.69706297	0.673396364	0.546537337	100	2.168	0	2.175	100	12.69706297
12.68967973	0.704612727	0.503520905	100	1.544	0	2.17	100	12.68967973
12.68759033	0.809901818	0.344059045	100	1.016	0	2.205	100	12.68759033
12.67464981	0.519105455	0.730529527	100	3.08	0	2.025	100	12.67464981
12.66717238	0.706594545	0.500724148	100	1.688	0	2.135	100	12.66717238
12.66256447	0.600658182	0.639209749	100	1.928	0	2.43	100	12.66256447
12.65118937	0.8177	0.33136671	100	1.208	0	2.095	100	12.65118937
12.64907937	0.540789091	0.707547159	100	2.6	0	2.105	100	12.64907937
12.64469108	0.584627273	0.658210952	100	1.64	0	2.36	100	12.64469108
12.64327322	0.209821818	0.955974805	100	2.792	0	2.185	100	12.64327322
12.64046693	0.002305455	0.999994685	100	4.472	0	2.105	100	12.64046693
12.63924445	0.690967273	0.522564228	100	1.256	0	2.365	100	12.63924445
12.63051961	0.525796364	0.723538184	100	3.272	0	2.15	100	12.63051961
12.62785283	0.72628	0.472517362	100	1.016	0	2.375	100	12.62785283
12.61720672	0.66956	0.551689406	100	1.544	0	2.06	100	12.61720672
12.60857384	0.534563636	0.714241719	100	2.024	0	2.13	100	12.60857384
12.60647949	0.534412727	0.714403037	100	2.6	0	2.23	100	12.60647949
12.58814906	0.585496364	0.657194008	100	2.12	0	2.285	100	12.58814906
12.56794916	0.845525455	0.285086706	100	0.824	0	2.075	100	12.56794916
12.56614977	0.531650909	0.717347311	100	2.936	0	2.055	100	12.56614977
12.56466477	0.71476	0.489118142	100	2.072	0	2.01	100	12.56466477
12.55858684	0.599069091	0.641116224	100	2.36	0	2.165	100	12.55858684
12.54398568	0.660276364	0.564035124	100	1.496	0	2.37	100	12.54398568
12.53735188	0.698163636	0.512567537	100	1.544	0	2.01	100	12.53735188
12.52386016	0.569385455	0.675800204	100	1.832	0	2.405	100	12.52386016
12.49969119	0.007212727	0.999947977	100	2.888	0	2.255	100	12.49969119
12.49716979	0.003745455	0.999985972	100	4.136	0	2.375	100	12.49716979
12.48557389	0.572689091	0.672027205	100	1.64	0	2.225	100	12.48557389
12.48330445	0.871881818	0.239822095	100	0.776	0	2.44	100	12.48330445
12.48093568	0.459450909	0.788904862	100	2.744	0	2.08	100	12.48093568
12.46598688	0.813716364	0.33786568	100	0.728	0	2.44	100	12.46598688
12.4630356	0.79488	0.368165786	100	0.872	0	2.235	100	12.4630356
12.454477	0.790634545	0.374897016	100	0.872	0	2.175	100	12.454477
12.44965117	0.004274545	0.999981728	100	3.416	0	2.125	100	12.44965117
12.44919928	0.513932727	0.735873152	100	2.936	0	2.33	100	12.44919928
12.44208356	0.000709091	0.999999497	100	3.464	0	2.255	100	12.44208356
12.43908684	0.639565455	0.590956029	100	2.264	0	2.165	100	12.43908684
12.43239334	0.558487273	0.688091966	100	1.976	0	2.145	100	12.43239334
12.41708227	0.856003636	0.267257775	100	0.392	0	2.465	100	12.41708227
12.39692551	0.488621818	0.761248719	100	2.696	0	2.21	100	12.39692551
12.38096652	0.976565455	0.046319913	100	0.344	0	2.17	100	12.38096652
12.371943	0.744976364	0.445010218	100	1.304	0	2.305	100	12.371943
12.37006191	0.572256364	0.672522654	100	2.456	0	2.11	100	12.37006191
12.36746081	0.003821818	0.999985394	100	4.088	0	2.275	100	12.36746081
12.36249348	0.744536364	0.445665603	100	0.824	0	2.32	100	12.36249348
12.35576453	0.715476364	0.488093573	100	1.064	0	2.16	100	12.35576453
12.3183047	0.688287273	0.52626063	100	1.64	0	2.1	100	12.3183047
12.31780042	0.471190909	0.777979127	100	2.216	0	2.28	100	12.31780042
12.31607014	0.597418182	0.643091516	100	1.976	0	2.215	100	12.31607014
12.29734383	0.241481818	0.941686531	100	3.992	0	2.11	100	12.29734383
12.29603825	0.041127273	0.998308547	100	4.136	0	2.065	100	12.29603825
12.28937007	0.769270909	0.408222268	100	0.92	0	2.24	100	12.28937007
12.28302683	0.502478182	0.747515677	100	2.264	0	2.26	100	12.28302683
12.27053603	0.844383636	0.287016275	100	0.968	0	2.055	100	12.27053603
12.25030493	0.568703636	0.676576174	100	2.216	0	2.18	100	12.25030493
12.23458979	0.828178182	0.314120899	100	0.728	0	2.18	100	12.23458979
12.22795086	0.604616364	0.634439053	100	1.688	0	2.175	100	12.22795086
12.22146561	0.776621818	0.396858552	100	0.872	0	2.035	100	12.22146561
12.218768	0.707367273	0.499631541	100	1.544	0	2.35	100	12.218768
12.21784076	0.521390909	0.72815152	100	2.024	0	2.33	100	12.21784076
12.20937697	0.771858182	0.404234947	100	1.496	0	2.095	100	12.20937697
12.20932863	0.003214545	0.999989667	100	4.664	0	2.155	100	12.20932863
12.2075408	0.521825455	0.727698195	100	2.024	0	2.335	100	12.2075408
12.20573679	0.174376364	0.969592884	100	3.608	0	2.165	100	12.20573679
12.18690493	0.429823636	0.815251642	100	2.216	0	2.215	100	12.18690493
12.1700858	0.682156364	0.534662696	100	0.632	0	2.495	100	12.1700858
12.16811054	0.806421818	0.349683851	100	0.584	0	2.305	100	12.16811054
12.15435211	0.765661818	0.41376198	100	1.064	0	2.275	100	12.15435211
12.1430642	0.753163636	0.432744537	100	1.4	0	2.075	100	12.1430642
12.1359246	0.774754545	0.399755394	100	1.4	0	2.025	100	12.1359246
12.12102212	0.891090909	0.205956992	100	0.728	0	2.415	100	12.12102212
12.11053125	0.012856364	0.999834714	100	3.32	0	2.445	100	12.11053125
12.10533678	0.006058182	0.999963298	100	2.984	0	2.315	100	12.10533678
12.09427697	0.616554545	0.619860492	100	1.784	0	2.095	100	12.09427697
12.07707765	0.01022	0.999895552	100	1.976	0	2.465	100	12.07707765
12.06520723	0.580456364	0.66307041	100	2.072	0	2.465	100	12.06520723
12.06507472	0.003627273	0.999986843	100	4.424	0	2.335	100	12.06507472
12.06370301	0.480538182	0.769083056	100	2.456	0	2.285	100	12.06370301
12.06230063	0.746574545	0.442626448	100	1.64	0	2.03	100	12.06230063
12.05084816	0.633401818	0.598802137	100	1.928	0	2.32	100	12.05084816
12.04077904	0.788730909	0.377903553	100	0.776	0	2.195	100	12.04077904
12.01693386	0.648358182	0.579631668	100	1.064	0	2.38	100	12.01693386
12.01557253	0.684396364	0.531601617	100	1.88	0	2.01	100	12.01557253
12.01028495	0.817467273	0.331747258	100	0.872	0	2.16	100	12.01028495
12.00898785	0.509558182	0.740350459	100	2.936	0	2.095	100	12.00898785
11.99478231	0.195121818	0.961927476	100	3.176	0	2.445	100	11.99478231
11.9932529	0.800065455	0.359895268	100	0.872	0	2.285	100	11.9932529
11.99107233	0.747707273	0.440933834	100	0.872	0	2.465	100	11.99107233
11.98966738	0.642730909	0.586896978	100	1.4	0	2.42	100	11.98966738
11.98761585	0.01832	0.999664378	100	3.704	0	2.135	100	11.98761585
11.9858347	0.806127273	0.35015882	100	1.016	0	2.02	100	11.9858347
11.9795271	0.652934545	0.573676479	100	1.784	0	2.015	100	11.9795271
11.975331	0.215167273	0.953703045	100	1.64	0	2.46	100	11.975331
11.97229614	0.615830909	0.620752291	100	1.736	0	2.22	100	11.97229614
11.96379959	0.509650909	0.740255951	100	2.552	0	2.42	100	11.96379959
11.95318414	0.716609091	0.486471411	100	0.824	0	2.38	100	11.95318414
11.95137602	0.01058	0.999888064	100	2.072	0	2.31	100	11.95137602
11.93544023	0.776481818	0.397075986	100	1.256	0	2.19	100	11.93544023
11.92410939	0.54234	0.705867324	100	1.736	0	2.34	100	11.92410939
11.92373944	0.523889091	0.72554022	100	3.512	0	2.12	100	11.92373944
11.91232082	0.012876364	0.999834199	100	4.28	0	2.12	100	11.91232082
11.89507361	0.725536364	0.473596985	100	0.44	0	2.36	100	11.89507361
11.88863746	0.348167273	0.87877955	100	1.688	0	2.39	100	11.88863746
11.8861214	0.758438182	0.424771524	100	1.016	0	2.275	100	11.8861214
11.88355788	0.711014545	0.494458316	100	1.784	0	2.14	100	11.88355788
11.88310077	0.614281818	0.622657848	100	2.072	0	2.05	100	11.88310077
11.87469334	0.598325455	0.64200665	100	1.4	0	2.285	100	11.87469334
11.87119827	0.585692727	0.656964029	100	2.12	0	2.1	100	11.87119827
11.87087896	0.784627273	0.384360043	100	1.208	0	2.035	100	11.87087896
11.86806049	0.523096364	0.726370194	100	2.072	0	2.3	100	11.86806049
11.84955028	0.546356364	0.701494724	100	2.168	0	2.2	100	11.84955028
11.84731152	0.4919	0.75803439	100	2.792	0	2.285	100	11.84731152
11.83288992	0.034021818	0.998842516	100	3.656	0	2.4	100	11.83288992
11.81762913	0.503047273	0.746943441	100	1.928	0	2.33	100	11.81762913
11.81163243	0.702436364	0.506583155	100	1.928	0	2.3	100	11.81163243
11.79729534	0.524330909	0.725077098	100	3.512	0	2.07	100	11.79729534
11.78793414	0.586065455	0.656527283	100	1.544	0	2.36	100	11.78793414
11.78673327	0.632972727	0.599345527	100	1.784	0	2.32	100	11.78673327
11.73386244	0.564581818	0.681247371	100	1.352	0	2.43	100	11.73386244
11.73125528	0.001392727	0.99999806	100	4.184	0	2.07	100	11.73125528
11.72595879	0.854005455	0.270674684	100	0.776	0	2.305	100	11.72595879
11.72109094	0.37574	0.858819452	100	3.32	0	2.13	100	11.72109094
11.70508806	0.010194545	0.999896071	100	2.072	0	2.42	100	11.70508806
11.7042347	0.602247273	0.637298222	100	2.168	0	2.115	100	11.7042347
11.6975906	0.04096	0.998322278	100	3.416	0	2.41	100	11.6975906
11.6923773	0.520545455	0.72903243	100	2.84	0	2.185	100	11.6923773
11.67847001	0.510134545	0.739762746	100	1.88	0	2.325	100	11.67847001
11.67646938	0.705056364	0.502895524	100	1.304	0	2.385	100	11.67646938
11.67505254	0.560421818	0.685927386	100	1.832	0	2.3	100	11.67505254
11.67246208	0.677021818	0.541641458	100	1.16	0	2.39	100	11.67246208
11.67117558	0.870865455	0.24159336	100	0.536	0	2.175	100	11.67117558
11.66967906	0.651972727	0.574931563	100	2.072	0	2.29	100	11.66967906
11.66574491	0.58744	0.654914246	100	2.456	0	2.39	100	11.66574491
11.63790695	0.598830909	0.641401542	100	1.496	0	2.465	100	11.63790695
11.63280039	0.523523636	0.725923002	100	3.368	0	2.04	100	11.63280039
11.63149705	0.002076364	0.999995689	100	4.808	0	2.245	100	11.63149705
11.61397213	0.830570909	0.310151965	100	0.728	0	2.235	100	11.61397213
11.60488409	0.812392727	0.340018057	100	0.728	0	2.275	100	11.60488409
11.60416082	0.561103636	0.685162709	100	1.496	0	2.48	100	11.60416082
11.60196457	0.003623636	0.999986869	100	3.416	0	2.295	100	11.60196457
11.59315033	0.035327273	0.998751984	100	2.6	0	2.43	100	11.59315033
11.58228247	0.716363636	0.48682314	100	1.688	0	2.085	100	11.58228247
11.54566298	0.574809091	0.669594509	100	1.592	0	2.225	100	11.54566298
11.53015248	0.4615	0.78701775	100	3.272	0	2.13	100	11.53015248
11.52459125	0.738869091	0.454072466	100	1.784	0	2.05	100	11.52459125
11.52096068	0.567498182	0.677945814	100	2.312	0	2.05	100	11.52096068
11.51132315	0.77144	0.404880326	100	0.968	0	2.155	100	11.51132315
11.50498309	0.040812727	0.998334321	100	2.216	0	2.355	100	11.50498309
11.50096239	0.701350909	0.508106902	100	1.016	0	2.235	100	11.50096239
11.49728029	0.694792727	0.517263066	100	1.352	0	2.17	100	11.49728029
11.4835932	0.517734545	0.73195094	100	3.272	0	2.165	100	11.4835932
11.48340295	0.632396364	0.600074839	100	1.976	0	2.185	100	11.48340295
11.47260688	0.70974	0.496269132	100	1.64	0	2.135	100	11.47260688
11.46267376	0.003543636	0.999987443	100	2.504	0	2.255	100	11.46267376
11.45910243	0.734770909	0.460111711	100	1.112	0	2.03	100	11.45910243
11.45048767	0.728465455	0.469338082	100	1.448	0	2.005	100	11.45048767
11.44992729	0.734229091	0.460907642	100	0.92	0	2.355	100	11.44992729
11.43433311	0.628881818	0.604507659	100	1.88	0	2.06	100	11.43433311
11.42618478	0.002363636	0.999994413	100	3.896	0	2.22	100	11.42618478
11.42141641	0.67734	0.541210524	100	1.4	0	2.43	100	11.42141641
11.40651908	0.014763636	0.999782035	100	4.328	0	2.005	100	11.40651908
11.39700888	0.624829091	0.609588607	100	2.12	0	2.01	100	11.39700888
11.38161036	0.656336364	0.569222578	100	2.072	0	2.135	100	11.38161036
11.37676749	0.521850909	0.727671629	100	2.168	0	2.34	100	11.37676749
11.37604693	0.381838182	0.854199603	100	3.992	0	2.13	100	11.37604693
11.36123556	0.830465455	0.310327129	100	0.776	0	2.2	100	11.36123556
11.33654272	0.474109091	0.77522057	100	2.12	0	2.205	100	11.33654272
11.3328157	0.005170909	0.999973262	100	3.272	0	2.395	100	11.3328157
11.31831338	0.506590909	0.743365651	100	2.216	0	2.2	100	11.31831338
11.31645318	0.02814	0.99920814	100	2.936	0	2.405	100	11.31645318
11.31348055	0.77354	0.401635868	100	0.872	0	2.475	100	11.31348055
11.31274626	0.006587273	0.999956608	100	4.712	0	2.205	100	11.31274626
11.29727054	0.836201818	0.300766519	100	0.392	0	2.365	100	11.29727054
11.2941196	0.841669091	0.291593141	100	1.256	0	2.165	100	11.2941196
11.28681037	0.504665455	0.745312779	100	2.552	0	2.295	100	11.28681037
11.28582818	0.629932727	0.603184759	100	2.312	0	2.03	100	11.28582818
11.27647712	0.631018182	0.601816054	100	2.312	0	2.16	100	11.27647712
11.26252867	0.616261818	0.620221371	100	1.352	0	2.48	100	11.26252867
11.25587888	0.478894545	0.770660014	100	3.176	0	2.12	100	11.25587888
11.2487619	0.50182	0.748176688	100	2.504	0	2.365	100	11.2487619
11.23883197	0.442843636	0.803889514	100	2.408	0	2.47	100	11.23883197
11.21650399	0.562476364	0.68362034	100	1.928	0	2.155	100	11.21650399
11.21568599	0.744985455	0.444996673	100	1.496	0	2.03	100	11.21568599
11.21472587	0.690929091	0.522616991	100	1.688	0	2.32	100	11.21472587
11.21186993	0.618387273	0.617597181	100	1.544	0	2.295	100	11.21186993
11.20827524	0.014192727	0.999798566	100	2.408	0	2.37	100	11.20827524
11.20399236	0.592981818	0.648372563	100	2.648	0	2.025	100	11.20399236
11.17913549	0.00542	0.999970624	100	4.424	0	2.17	100	11.17913549
11.17574978	0.758496364	0.424683266	100	0.92	0	2.365	100	11.17574978
11.16893338	0.685061818	0.530690305	100	1.448	0	2.43	100	11.16893338
11.15694483	0.580445455	0.663083074	100	2.024	0	2.095	100	11.15694483
11.15656425	0.576814545	0.66728498	100	1.736	0	2.375	100	11.15656425
11.15478468	0.712796364	0.491921344	100	1.16	0	2.165	100	11.15478468
11.15148008	0.765672727	0.413745275	100	1.16	0	2.435	100	11.15148008
11.13633339	0.69524	0.516641342	100	1.592	0	2.125	100	11.13633339
11.13612149	0.52962	0.719502656	100	2.936	0	2.03	100	11.13612149
11.13556244	0.642396364	0.587326912	100	1.784	0	2.405	100	11.13556244
11.12386733	0.024896364	0.999380171	100	3.464	0	2.37	100	11.12386733
11.12372759	0.636652727	0.594673305	100	1.112	0	2.14	100	11.12372759
11.12185462	0.580729091	0.662753723	100	1.928	0	2.37	100	11.12185462
11.11443863	0.616703636	0.619676625	100	2.408	0	2.025	100	11.11443863
11.09459323	0.657270909	0.567994952	100	1.88	0	2.215	100	11.09459323
11.09216943	0.709283636	0.496916723	100	1.16	0	2.32	100	11.09216943
11.07818852	0.107870909	0.988363867	100	2.504	0	2.225	100	11.07818852
11.04931994	0.467898182	0.781071291	100	3.32	0	2.33	100	11.04931994
11.02385513	0.021292727	0.99954662	100	3.752	0	2.185	100	11.02385513
11.01894591	0.617943636	0.618145662	100	1.736	0	2.2	100	11.01894591
11.0158729	0.722292727	0.478293216	100	1.064	0	2.215	100	11.0158729
11.01328127	0.729781818	0.467418498	100	0.968	0	2.46	100	11.01328127
11.01217097	0.5664	0.67919104	100	1.976	0	2.11	100	11.01217097
11.00589997	0.63708	0.594129074	100	1.496	0	2.125	100	11.00589997
10.99864098	0.64606	0.582606476	100	1.208	0	2.345	100	10.99864098
10.99802933	0.611372727	0.626223388	100	1.592	0	2.24	100	10.99802933
10.9884772	0.583956364	0.658994965	100	1.544	0	2.47	100	10.9884772
10.98313844	0.012472727	0.999844431	100	2.12	0	2.275	100	10.98313844
10.97785716	0.654994545	0.570982145	100	1.544	0	2.155	100	10.97785716
10.96185377	0.807823636	0.347420973	100	1.16	0	2.175	100	10.96185377
10.95617417	0.02104	0.999557318	100	2.216	0	2.14	100	10.95617417
10.94949248	0.581278182	0.662115675	100	1.928	0	2.41	100	10.94949248
10.94664952	0.103792727	0.98922707	100	2.984	0	2.26	100	10.94664952
10.93747688	0.713274545	0.491239423	100	1.064	0	2.41	100	10.93747688
10.93631288	0.597165455	0.64339342	100	2.12	0	2.255	100	10.93631288
10.92927728	0.473794545	0.775518729	100	3.704	0	2.045	100	10.92927728
10.92111979	0.0042	0.99998236	100	2.264	0	2.31	100	10.92111979
10.89887493	0.00152	0.99999769	100	5	0	2.18	100	10.89887493
10.89028874	0.576650909	0.667473729	100	2.552	0	2.05	100	10.89028874
10.87958386	0.655298182	0.570584293	100	1.256	0	2.335	100	10.87958386
10.87694414	0.515574545	0.734182888	100	1.736	0	2.405	100	10.87694414
10.85998724	0.641974545	0.587868683	100	1.4	0	2.465	100	10.85998724
10.85803385	0.77326	0.402068972	100	1.016	0	2.245	100	10.85803385
