r_err	mag	sus	N	T	h	gamma	n	filetered error
0.121544858	0.039798182	0.998416105	100	2.552	0	2.41	100	0.121544858
0.120584447	0.003418182	0.999988316	100	4.568	0	2.225	100	0.120584447
0.120210109	0.006876364	0.999952716	100	4.952	0	2.2	100	0.120210109
0.120156965	0.000914545	0.999999164	100	3.752	0	2.3	100	0.120156965
0.119582766	0.001716364	0.999997054	100	4.664	0	2.19	100	0.119582766
0.11937209	0.00156	0.999997566	100	3.032	0	2.36	100	0.11937209
0.11895626	0.005083636	0.999974157	100	4.472	0	2.035	100	0.11895626
0.118794804	0.001309091	0.999998286	100	4.04	0	2.425	100	0.118794804
0.11868707	0.003876364	0.999984974	100	3.944	0	2.28	100	0.11868707
0.118585187	0.004961818	0.99997538	100	3.944	0	2.49	100	0.118585187
0.11848536	0.001565455	0.999997549	100	4.376	0	2.22	100	0.11848536
0.117921354	0.001881818	0.999996459	100	4.088	0	2.26	100	0.117921354
0.117274818	0.00076	0.999999422	100	4.904	0	2.375	100	0.117274818
0.117251077	0.000418182	0.999999825	100	4.904	0	2.485	100	0.117251077
0.116919971	0.00454	0.999979388	100	3.608	0	2.435	100	0.116919971
0.116612282	0.005861818	0.999965639	100	4.376	0	2.31	100	0.116612282
0.11643089	0.007023636	0.999950669	100	4.184	0	2.26	100	0.11643089
0.115818452	0.004727273	0.999977653	100	4.136	0	2.145	100	0.115818452
0.11564953	0.002289091	0.99999476	100	4.904	0	2.09	100	0.11564953
0.115563095	0.003807273	0.999985505	100	3.752	0	2.495	100	0.115563095
0.115138483	0.002876364	0.999991727	100	3.464	0	2.405	100	0.115138483
0.114972728	0.001803636	0.999996747	100	4.28	0	2.375	100	0.114972728
0.114487957	0.00346	0.999988028	100	3.992	0	2.355	100	0.114487957
0.114292591	0.000572727	0.999999672	100	3.128	0	2.42	100	0.114292591
0.11411675	0.001447273	0.999997905	100	3.8	0	2.445	100	0.11411675
0.113995566	0.007778182	0.9999395	100	4.376	0	2.285	100	0.113995566
0.113922527	0.001672727	0.999997202	100	4.808	0	2.195	100	0.113922527
0.113531087	0.008550909	0.999926882	100	4.472	0	2.31	100	0.113531087
0.113494674	0.001729091	0.99999701	100	3.704	0	2.16	100	0.113494674
0.113116143	0.0027	0.99999271	100	3.704	0	2.06	100	0.113116143
0.112843061	0.000792727	0.999999372	100	4.952	0	2.445	100	0.112843061
0.112812217	0.003638182	0.999986764	100	4.616	0	2.31	100	0.112812217
0.112600202	0.001698182	0.999997116	100	4.856	0	2.23	100	0.112600202
0.112320415	0.002843636	0.999991914	100	3.848	0	2.25	100	0.112320415
0.112091459	0.004330909	0.999981243	100	4.232	0	2.18	100	0.112091459
0.112043787	0.001887273	0.999996438	100	4.712	0	2.335	100	0.112043787
0.112020224	0.010692727	0.999885666	100	4.376	0	2.3	100	0.112020224
0.112016755	0.004652727	0.999978352	100	3.944	0	2.26	100	0.112016755
0.111832154	0.007778182	0.9999395	100	3.992	0	2.375	100	0.111832154
0.111794221	0.002074545	0.999995696	100	4.328	0	2.345	100	0.111794221
0.111392915	0.002930909	0.99999141	100	4.616	0	2.385	100	0.111392915
0.11103279	0.001892727	0.999996418	100	4.04	0	2.38	100	0.11103279
0.110965343	0.003469091	0.999987965	100	4.472	0	2.265	100	0.110965343
0.110872075	0.004934545	0.99997565	100	4.52	0	2.34	100	0.110872075
0.110695161	0.003287273	0.999989194	100	3.176	0	2.225	100	0.110695161
0.11069504	0.00388	0.999984946	100	3.032	0	2.41	100	0.11069504
0.110633711	0.001298182	0.999998315	100	3.32	0	2.49	100	0.110633711
0.110586473	0.000541818	0.999999706	100	4.952	0	2.095	100	0.110586473
0.110455652	0.006318182	0.999960081	100	3.752	0	2.385	100	0.110455652
0.110413721	0.007810909	0.99993899	100	4.088	0	2.125	100	0.110413721
0.110401511	0.001129091	0.999998725	100	4.952	0	2.265	100	0.110401511
0.109870011	0.001336364	0.999998214	100	3.704	0	2.025	100	0.109870011
0.109624562	2.00E-05	1	100	3.8	0	2.41	100	0.109624562
0.109535744	0.003078182	0.999990525	100	3.944	0	2.125	100	0.109535744
0.109168761	0.003189091	0.99998983	100	3.992	0	2.41	100	0.109168761
0.1088796	0.003867273	0.999985044	100	3.896	0	2.21	100	0.1088796
0.108803931	0.003498182	0.999987763	100	4.28	0	2.395	100	0.108803931
0.108566909	0.006950909	0.999951685	100	4.328	0	2.29	100	0.108566909
0.108382882	0.001258182	0.999998417	100	4.424	0	2.31	100	0.108382882
0.107969079	0.003318182	0.99998899	100	4.76	0	2.34	100	0.107969079
0.107867039	0.011421818	0.999869542	100	3.848	0	2.22	100	0.107867039
0.107734253	0.007021818	0.999950694	100	3.848	0	2.155	100	0.107734253
0.1074321	0.0012	0.99999856	100	4.472	0	2.24	100	0.1074321
0.107042391	0.000729091	0.999999468	100	3.56	0	2.115	100	0.107042391
0.10703522	0.001358182	0.999998155	100	4.52	0	2.195	100	0.10703522
0.106784887	0.000503636	0.999999746	100	4.904	0	2.425	100	0.106784887
0.106695462	0.006152727	0.999962144	100	4.136	0	2.465	100	0.106695462
0.1065888	0.000225455	0.999999949	100	4.808	0	2.49	100	0.1065888
0.106581826	0.001043636	0.999998911	100	4.616	0	2.155	100	0.106581826
0.106440415	0.002616364	0.999993155	100	4.424	0	2.32	100	0.106440415
0.106351696	0.000423636	0.999999821	100	4.664	0	2.14	100	0.106351696
0.105377661	0.001821818	0.999996681	100	4.232	0	2.255	100	0.105377661
0.105255329	0.00058	0.999999664	100	3.8	0	2.43	100	0.105255329
0.105126413	0.00132	0.999998258	100	4.52	0	2.38	100	0.105126413
0.105093365	0.00016	0.999999974	100	4.808	0	2.41	100	0.105093365
0.104864429	0.001007273	0.999998985	100	4.76	0	2.21	100	0.104864429
0.104764665	0.001343636	0.999998195	100	4.28	0	2.49	100	0.104764665
0.104691926	0.004643636	0.999978437	100	4.376	0	2.36	100	0.104691926
0.104350819	0.003365455	0.999988674	100	4.376	0	2.41	100	0.104350819
0.104274499	0.004558182	0.999979223	100	3.896	0	2.29	100	0.104274499
0.104260787	0.010574545	0.999888179	100	3.464	0	2.43	100	0.104260787
0.104187642	0.00212	0.999995506	100	3.176	0	2.385	100	0.104187642
0.104149908	0.003	0.999991	100	4.664	0	2.17	100	0.104149908
0.103970131	0.00354	0.999987468	100	4.376	0	2.375	100	0.103970131
0.103803999	0.000534545	0.999999714	100	3.896	0	2.375	100	0.103803999
0.103660779	4.73E-05	0.999999998	100	4.808	0	2.38	100	0.103660779
0.103547005	0.001252727	0.999998431	100	4.424	0	2.095	100	0.103547005
0.103528473	0.000770909	0.999999406	100	5	0	2.38	100	0.103528473
0.103396494	0.000696364	0.999999515	100	4.376	0	2.33	100	0.103396494
0.103149727	0.001232727	0.99999848	100	4.616	0	2.285	100	0.103149727
0.103109918	0.00898	0.99991936	100	3.704	0	2.33	100	0.103109918
0.103086504	0.003089091	0.999990458	100	4.376	0	2.24	100	0.103086504
0.102959914	0.001298182	0.999998315	100	4.664	0	2.465	100	0.102959914
0.102823672	0.001296364	0.999998319	100	4.184	0	2.415	100	0.102823672
0.10273622	0.001594545	0.999997457	100	4.568	0	2.25	100	0.10273622
0.102680065	0.005645455	0.999968129	100	4.136	0	2.2	100	0.102680065
0.102671222	0.000483636	0.999999766	100	4.472	0	2.5	100	0.102671222
0.102579866	0.071709091	0.994857806	100	2.648	0	2.385	100	0.102579866
0.102352956	0.001810909	0.999996721	100	3.368	0	2.4	100	0.102352956
0.102274952	0.001536364	0.99999764	100	3.992	0	2.305	100	0.102274952
0.10223151	0.002483636	0.999993832	100	3.992	0	2.48	100	0.10223151
0.101828161	0.000992727	0.999999014	100	4.328	0	2.495	100	0.101828161
0.101650163	0.0048	0.99997696	100	4.76	0	2.175	100	0.101650163
0.101520166	0.002167273	0.999995303	100	5	0	2.375	100	0.101520166
0.101231916	0.008645455	0.999925256	100	4.52	0	2.15	100	0.101231916
0.101123116	0.000981818	0.999999036	100	4.376	0	2.49	100	0.101123116
0.101107323	0.001269091	0.999998389	100	4.952	0	2.34	100	0.101107323
0.101102611	0.003772727	0.999985767	100	4.856	0	2.25	100	0.101102611
0.100972962	0.002272727	0.999994835	100	4.952	0	2.345	100	0.100972962
0.100971701	0.002721818	0.999992592	100	4.712	0	2.39	100	0.100971701
0.100828324	0.003461818	0.999988016	100	4.232	0	2.295	100	0.100828324
0.100661315	0.003843636	0.999985226	100	3.8	0	2.485	100	0.100661315
0.100260539	0.000167273	0.999999972	100	4.28	0	2.3	100	0.100260539
0.100195429	0.000389091	0.999999849	100	3.608	0	2.46	100	0.100195429
0.100040911	0.000321818	0.999999896	100	4.952	0	2.495	100	0.100040911
0.100035933	0.00268	0.999992818	100	4.136	0	2.44	100	0.100035933
0.09991757	0.006285455	0.999960493	100	3.8	0	2.39	100	0.09991757
0.099829209	0.000654545	0.999999572	100	3.944	0	2.145	100	0.099829209
0.099768247	0.001929091	0.999996279	100	3.848	0	2.475	100	0.099768247
0.099709317	0.000721818	0.999999479	100	4.328	0	2.48	100	0.099709317
0.099563678	0.006098182	0.999962812	100	3.8	0	2.29	100	0.099563678
0.099554284	0.001956364	0.999996173	100	4.136	0	2.3	100	0.099554284
0.099285493	0.001245455	0.999998449	100	4.76	0	2.4	100	0.099285493
0.099265367	0.001638182	0.999997316	100	4.952	0	2.285	100	0.099265367
0.099257179	0.000350909	0.999999877	100	1.88	0	2.335	100	0.099257179
0.099210234	0.003187273	0.999989841	100	4.376	0	2.495	100	0.099210234
0.099113621	0.00298	0.99999112	100	2.984	0	2.5	100	0.099113621
0.099018996	0.005432727	0.999970485	100	3.896	0	2.185	100	0.099018996
0.098950725	0.000663636	0.99999956	100	4.664	0	2.44	100	0.098950725
0.098845795	0.002056364	0.999995771	100	4.712	0	2.405	100	0.098845795
0.098753157	0.004301818	0.999981494	100	4.616	0	2.395	100	0.098753157
0.098735948	0.00258	0.999993344	100	4.424	0	2.135	100	0.098735948
0.098734039	0.004836364	0.99997661	100	3.32	0	2.335	100	0.098734039
0.098674041	0.003263636	0.999989349	100	3.992	0	2.005	100	0.098674041
0.098491365	0.001990909	0.999996036	100	3.848	0	2.145	100	0.098491365
0.098414677	0.001663636	0.999997232	100	4.712	0	2.18	100	0.098414677
0.098408063	0.000256364	0.999999934	100	5	0	2.4	100	0.098408063
0.098317389	0.00292	0.999991474	100	4.808	0	2.37	100	0.098317389
0.098296441	0.000574545	0.99999967	100	4.76	0	2.415	100	0.098296441
0.098254596	0.000801818	0.999999357	100	4.712	0	2.29	100	0.098254596
0.098217703	0.003654545	0.999986644	100	4.328	0	2.31	100	0.098217703
0.098117236	0.000634545	0.999999597	100	5	0	2.455	100	0.098117236
0.097925896	0.000581818	0.999999661	100	4.52	0	2.47	100	0.097925896
0.097778862	0.001607273	0.999997417	100	4.04	0	2.33	100	0.097778862
0.097719093	0.000252727	0.999999936	100	3.848	0	2.3	100	0.097719093
0.097577177	0.00248	0.99999385	100	3.896	0	2.265	100	0.097577177
0.097566544	0.000854545	0.99999927	100	4.568	0	2.49	100	0.097566544
0.097361159	0.001832727	0.999996641	100	4.904	0	2.32	100	0.097361159
0.097342334	0.002129091	0.999995467	100	4.52	0	2.385	100	0.097342334
0.097209859	0.002858182	0.999991831	100	4.952	0	2.315	100	0.097209859
0.097183433	0.007752727	0.999939895	100	2.744	0	2.495	100	0.097183433
0.097043459	0.001856364	0.999996554	100	4.472	0	2.375	100	0.097043459
0.096894848	0.000441818	0.999999805	100	4.808	0	2.355	100	0.096894848
0.096770388	0.001425455	0.999997968	100	5	0	2.345	100	0.096770388
0.096752512	0.00282	0.999992048	100	4.76	0	2.305	100	0.096752512
0.096724754	0.002163636	0.999995319	100	5	0	2.14	100	0.096724754
0.096716335	0.000418182	0.999999825	100	4.232	0	2.48	100	0.096716335
0.096602433	0.001294545	0.999998324	100	4.28	0	2.455	100	0.096602433
0.096575208	0.000309091	0.999999904	100	4.952	0	2.48	100	0.096575208
0.096487918	0.002192727	0.999995192	100	4.904	0	2.475	100	0.096487918
0.096399434	0.001005455	0.999998989	100	4.76	0	2.31	100	0.096399434
0.096362469	0.002094545	0.999995613	100	4.472	0	2.455	100	0.096362469
0.096268427	0.002076364	0.999995689	100	5	0	2.26	100	0.096268427
0.096217045	0.001505455	0.999997734	100	4.616	0	2.35	100	0.096217045
0.096204453	0.002774545	0.999992302	100	4.952	0	2.36	100	0.096204453
0.096185362	0.002970909	0.999991174	100	4.328	0	2.27	100	0.096185362
0.096180694	0.000794545	0.999999369	100	3.848	0	2.485	100	0.096180694
0.09615375	0.007405455	0.999945159	100	4.28	0	2.225	100	0.09615375
0.096088082	0.000876364	0.999999232	100	4.136	0	2.455	100	0.096088082
0.096005859	0.001898182	0.999996397	100	4.904	0	2.44	100	0.096005859
0.095937771	0.000430909	0.999999814	100	4.184	0	2.46	100	0.095937771
0.095899512	0.005178182	0.999973186	100	5	0	2.24	100	0.095899512
0.095895864	0.002283636	0.999994785	100	4.952	0	2.415	100	0.095895864
0.09588918	0.003345455	0.999988808	100	4.952	0	2.47	100	0.09588918
0.095621566	0.002056364	0.999995771	100	4.04	0	2.45	100	0.095621566
0.09552667	0.002378182	0.999994344	100	4.088	0	2.405	100	0.09552667
0.095516452	0.002623636	0.999993117	100	4.376	0	2.315	100	0.095516452
0.095439178	0.001149091	0.99999868	100	4.376	0	2.435	100	0.095439178
0.095340518	0.000465455	0.999999783	100	4.76	0	2.46	100	0.095340518
0.095296134	0.002207273	0.999995128	100	4.568	0	2.395	100	0.095296134
0.095262223	0.001167273	0.999998637	100	4.952	0	2.5	100	0.095262223
0.095151367	0.00138	0.999998096	100	4.904	0	2.315	100	0.095151367
0.095041579	0.002361818	0.999994422	100	4.952	0	2.385	100	0.095041579
0.094790556	0.003230909	0.999989561	100	4.52	0	2.4	100	0.094790556
0.094683232	0.001596364	0.999997452	100	4.472	0	2.39	100	0.094683232
0.094554969	0.004310909	0.999981416	100	4.376	0	2.365	100	0.094554969
0.094503812	0.000838182	0.999999297	100	4.952	0	2.31	100	0.094503812
0.094499929	0.000896364	0.999999197	100	5	0	2.47	100	0.094499929
0.094485449	0.000992727	0.999999014	100	4.856	0	2.335	100	0.094485449
0.094433247	0.000450909	0.999999797	100	4.76	0	2.27	100	0.094433247
0.094380912	0.000365455	0.999999866	100	4.328	0	2.395	100	0.094380912
0.094361873	0.000976364	0.999999047	100	4.616	0	2.5	100	0.094361873
0.094287327	0.001629091	0.999997346	100	4.184	0	2.42	100	0.094287327
0.093947789	0.001590909	0.999997469	100	4.904	0	2.445	100	0.093947789
0.093932264	0.001096364	0.999998798	100	4.52	0	2.41	100	0.093932264
0.093818566	0.002012727	0.999995949	100	4.472	0	2.365	100	0.093818566
0.093809766	0.002618182	0.999993145	100	3.992	0	2.285	100	0.093809766
0.093734341	0.000838182	0.999999297	100	4.472	0	2.405	100	0.093734341
0.093651647	0.007474545	0.999944131	100	3.8	0	2.24	100	0.093651647
0.093365947	0.001194545	0.999998573	100	4.952	0	2.475	100	0.093365947
0.093346023	0.002416364	0.999994161	100	3.992	0	2.46	100	0.093346023
0.093314864	0.003856364	0.999985128	100	4.088	0	2.375	100	0.093314864
0.093296313	0.002134545	0.999995444	100	3.896	0	2.475	100	0.093296313
0.093219746	0.001769091	0.99999687	100	4.952	0	2.22	100	0.093219746
0.093218724	0.000294545	0.999999913	100	3.992	0	2.5	100	0.093218724
0.093216055	0.001609091	0.999997411	100	4.616	0	2.47	100	0.093216055
0.093207799	0.005036364	0.999974635	100	4.088	0	2.39	100	0.093207799
0.093196403	0.004750909	0.999977429	100	4.28	0	2.11	100	0.093196403
0.09313088	0.001069091	0.999998857	100	4.808	0	2.35	100	0.09313088
0.093071399	0.000581818	0.999999661	100	3.8	0	2.465	100	0.093071399
0.09303253	0.000552727	0.999999694	100	2.6	0	2.475	100	0.09303253
0.092854801	0.002014545	0.999995942	100	4.184	0	2.465	100	0.092854801
0.092817939	0.000529091	0.99999972	100	4.472	0	2.395	100	0.092817939
0.092732615	0.000887273	0.999999213	100	4.424	0	2.49	100	0.092732615
0.092714498	0.003310909	0.999989038	100	3.992	0	2.245	100	0.092714498
0.092674454	0.003229091	0.999989573	100	4.52	0	2.375	100	0.092674454
0.092659095	0.000525455	0.999999724	100	4.664	0	2.405	100	0.092659095
0.092599989	0.001321818	0.999998253	100	4.76	0	2.39	100	0.092599989
0.09257853	0.00014	0.99999998	100	4.184	0	2.34	100	0.09257853
0.092528243	0.006376364	0.999959342	100	3.8	0	2.45	100	0.092528243
0.092520443	0.000163636	0.999999973	100	4.808	0	2.19	100	0.092520443
0.09251934	0.001021818	0.999998956	100	4.664	0	2.45	100	0.09251934
0.092517671	0.000678182	0.99999954	100	3.992	0	2.45	100	0.092517671
0.092416322	0.002127273	0.999995475	100	4.616	0	2.335	100	0.092416322
0.092242007	0.00106	0.999998876	100	4.808	0	2.375	100	0.092242007
0.092150117	0.002278182	0.99999481	100	3.08	0	2.43	100	0.092150117
0.092126022	0.000309091	0.999999904	100	3.752	0	2.34	100	0.092126022
0.092099922	0.002527273	0.999993613	100	4.28	0	2.175	100	0.092099922
0.092048145	0.001585455	0.999997486	100	4.52	0	2.48	100	0.092048145
0.092043307	0.00068	0.999999538	100	4.568	0	2.37	100	0.092043307
0.092029854	0.002247273	0.99999495	100	4.52	0	2.275	100	0.092029854
0.091949291	0.002258182	0.999994901	100	5	0	2.435	100	0.091949291
0.091880763	0.002269091	0.999994851	100	4.904	0	2.34	100	0.091880763
0.091715229	0.003458182	0.999988041	100	4.136	0	2.385	100	0.091715229
0.091711625	0.006369091	0.999959435	100	4.472	0	2.155	100	0.091711625
0.091704475	0.000456364	0.999999792	100	4.904	0	2.38	100	0.091704475
0.091647161	0.000732727	0.999999463	100	4.616	0	2.455	100	0.091647161
0.091611057	0.001398182	0.999998045	100	4.712	0	2.47	100	0.091611057
0.091515066	0.00166	0.999997244	100	3.848	0	2.455	100	0.091515066
0.091498882	0.000598182	0.999999642	100	5	0	2.365	100	0.091498882
0.091496534	0.000890909	0.999999206	100	4.712	0	2.375	100	0.091496534
0.091417548	9.64E-05	0.999999991	100	4.136	0	2.43	100	0.091417548
0.091411018	0.0014	0.99999804	100	4.952	0	2.3	100	0.091411018
0.091378293	2.00E-05	1	100	4.232	0	2.475	100	0.091378293
0.091284522	0.002096364	0.999995605	100	4.664	0	2.2	100	0.091284522
0.091279049	0.001458182	0.999997874	100	3.176	0	2.46	100	0.091279049
0.091192988	0.002976364	0.999991141	100	4.856	0	2.465	100	0.091192988
0.091085648	0.001703636	0.999997098	100	4.808	0	2.5	100	0.091085648
0.090999906	0.001130909	0.999998721	100	4.952	0	2.42	100	0.090999906
0.090854352	0.00504	0.999974598	100	4.904	0	2.19	100	0.090854352
0.090783713	0.000278182	0.999999923	100	4.472	0	2.335	100	0.090783713
0.090723773	0.001267273	0.999998394	100	4.856	0	2.485	100	0.090723773
0.09066746	0.000130909	0.999999983	100	3.848	0	2.435	100	0.09066746
0.090639995	0.000156364	0.999999976	100	4.712	0	2.35	100	0.090639995
0.090596071	0.000116364	0.999999986	100	3.896	0	2.5	100	0.090596071
0.090543973	0.001203636	0.999998551	100	3.464	0	2.465	100	0.090543973
0.090527596	0.002867273	0.999991779	100	4.184	0	2.13	100	0.090527596
0.090505261	0.000647273	0.999999581	100	4.04	0	2.225	100	0.090505261
0.090500914	0.001503636	0.999997739	100	4.808	0	2.29	100	0.090500914
0.090500784	0.004150909	0.99998277	100	3.992	0	2.32	100	0.090500784
0.090406203	0.001221818	0.999998507	100	4.424	0	2.365	100	0.090406203
0.090256788	0.000658182	0.999999567	100	4.136	0	2.435	100	0.090256788
0.090218322	0.000132727	0.999999982	100	4.952	0	2.115	100	0.090218322
0.090215613	0.001681818	0.999997171	100	4.76	0	2.33	100	0.090215613
0.090143821	0.004587273	0.999978957	100	3.368	0	2.465	100	0.090143821
0.090104579	0.004774545	0.999977204	100	3.176	0	2.44	100	0.090104579
0.090081853	0.000129091	0.999999983	100	4.184	0	2.325	100	0.090081853
0.090036195	0.000507273	0.999999743	100	4.184	0	2.49	100	0.090036195
0.089981439	0.001465455	0.999997852	100	4.904	0	2.305	100	0.089981439
0.089954234	0.002223636	0.999995055	100	4.664	0	2.42	100	0.089954234
0.089950499	0.000116364	0.999999986	100	4.184	0	2.455	100	0.089950499
0.08991411	0.001785455	0.999996812	100	4.856	0	2.415	100	0.08991411
0.089896577	0.000836364	0.9999993	100	5	0	2.125	100	0.089896577
0.089895797	0.000650909	0.999999576	100	4.472	0	2.47	100	0.089895797
0.089851609	0.001929091	0.999996279	100	4.52	0	2.45	100	0.089851609
0.089804864	0.000534545	0.999999714	100	4.856	0	2.245	100	0.089804864
0.089717928	0.001238182	0.999998467	100	3.8	0	2.32	100	0.089717928
0.089650249	0.000821818	0.999999325	100	3.368	0	2.21	100	0.089650249
0.089602447	0.001387273	0.999998075	100	4.376	0	2.445	100	0.089602447
0.089593088	0.000325455	0.999999894	100	4.52	0	2.455	100	0.089593088
0.089462729	0.00086	0.99999926	100	4.856	0	2.5	100	0.089462729
0.089452551	0.003050909	0.999990692	100	4.904	0	2.275	100	0.089452551
0.089411526	0.003147273	0.999990095	100	3.272	0	2.485	100	0.089411526
0.089344256	0.002049091	0.999995801	100	4.904	0	2.435	100	0.089344256
0.089252029	0.001552727	0.999997589	100	4.952	0	2.465	100	0.089252029
0.089237706	0.001496364	0.999997761	100	4.184	0	2.495	100	0.089237706
0.089207928	0.001454545	0.999997884	100	4.664	0	2.475	100	0.089207928
0.08915717	0.002056364	0.999995771	100	4.616	0	2.465	100	0.08915717
0.089079474	0.000487273	0.999999763	100	4.712	0	2.455	100	0.089079474
0.088944635	0.003750909	0.999985931	100	4.616	0	2.29	100	0.088944635
0.088910674	0.003596364	0.999987066	100	4.232	0	2.4	100	0.088910674
0.088895621	0.000649091	0.999999579	100	4.808	0	2.28	100	0.088895621
0.088870845	0.000950909	0.999999096	100	4.712	0	2.495	100	0.088870845
0.088818561	0.002738182	0.999992502	100	4.568	0	2.375	100	0.088818561
0.088811455	0.001603636	0.999997428	100	4.904	0	2.5	100	0.088811455
0.088801127	0.001398182	0.999998045	100	4.616	0	2.44	100	0.088801127
0.088795187	0.000683636	0.999999533	100	4.28	0	2.105	100	0.088795187
0.08875996	0.003550909	0.999987391	100	4.52	0	2.415	100	0.08875996
0.088705221	0.002109091	0.999995552	100	4.568	0	2.41	100	0.088705221
0.088632564	0.001572727	0.999997527	100	4.424	0	2.5	100	0.088632564
0.088611177	0.00108	0.999998834	100	4.856	0	2.445	100	0.088611177
0.088603565	0.000850909	0.999999276	100	4.856	0	2.39	100	0.088603565
0.088580066	0.000396364	0.999999843	100	4.856	0	2.365	100	0.088580066
0.088400268	0.00344	0.999988166	100	4.568	0	2.4	100	0.088400268
0.088331068	0.001572727	0.999997527	100	4.952	0	2.35	100	0.088331068
0.088279682	0.002632727	0.999993069	100	4.472	0	2.07	100	0.088279682
0.088222226	0.002032727	0.999995868	100	4.856	0	2.24	100	0.088222226
0.088220663	0.00252	0.99999365	100	4.52	0	2.2	100	0.088220663
0.088204715	0.001123636	0.999998737	100	4.136	0	2.485	100	0.088204715
0.088147569	0.000245455	0.99999994	100	4.808	0	2.48	100	0.088147569
0.088145289	0.002396364	0.999994257	100	4.856	0	2.19	100	0.088145289
0.08811282	0.001327273	0.999998238	100	4.136	0	2.4	100	0.08811282
0.088096281	0.001496364	0.999997761	100	4.76	0	2.475	100	0.088096281
0.088084789	0.000158182	0.999999975	100	4.904	0	2.395	100	0.088084789
0.088017264	0.000450909	0.999999797	100	4.472	0	2.43	100	0.088017264
0.088005594	0.000245455	0.99999994	100	4.808	0	2.42	100	0.088005594
0.087988775	0.002825455	0.999992017	100	3.704	0	2.315	100	0.087988775
0.087917833	0.000950909	0.999999096	100	5	0	2.415	100	0.087917833
0.087883462	0.000263636	0.99999993	100	5	0	2.445	100	0.087883462
0.087851617	0.001234545	0.999998476	100	4.904	0	2.12	100	0.087851617
0.087849047	0.008396364	0.999929501	100	4.76	0	2.26	100	0.087849047
0.087702067	0.000747273	0.999999442	100	4.472	0	2.42	100	0.087702067
0.087695698	0.000470909	0.999999778	100	4.616	0	2.485	100	0.087695698
0.087641619	0.001129091	0.999998725	100	4.808	0	2.455	100	0.087641619
0.087626182	0.003469091	0.999987965	100	3.848	0	2.465	100	0.087626182
0.087624742	0.001230909	0.999998485	100	4.328	0	2.32	100	0.087624742
0.087590241	0.008249091	0.999931952	100	3.32	0	2.39	100	0.087590241
0.087434808	0.002349091	0.999994482	100	4.088	0	2.49	100	0.087434808
0.08735061	0.001929091	0.999996279	100	4.856	0	2.45	100	0.08735061
0.087284646	0.000618182	0.999999618	100	4.76	0	2.445	100	0.087284646
0.087264811	0.002714545	0.999992631	100	3.944	0	2.255	100	0.087264811
0.087261481	0.002443636	0.999994029	100	4.616	0	2.41	100	0.087261481
0.087259417	0.001512727	0.999997712	100	3.416	0	2.45	100	0.087259417
0.087238929	0.000907273	0.999999177	100	3.8	0	2.42	100	0.087238929
0.087147531	0.000103636	0.999999989	100	4.808	0	2.475	100	0.087147531
0.087120136	0.000401818	0.999999839	100	4.328	0	2.425	100	0.087120136
0.087100289	0.002136364	0.999995436	100	3.992	0	2.3	100	0.087100289
0.08709733	0.002763636	0.999992362	100	3.944	0	2.47	100	0.08709733
0.087033681	0.001163636	0.999998646	100	4.52	0	2.485	100	0.087033681
0.086994503	0.003005455	0.999990967	100	3.608	0	2.39	100	0.086994503
0.086981634	8.18E-05	0.999999993	100	4.52	0	2.42	100	0.086981634
0.086977992	0.000949091	0.999999099	100	4.76	0	2.37	100	0.086977992
0.086932743	0.001827273	0.999996661	100	3.848	0	2.38	100	0.086932743
0.086918325	0.000350909	0.999999877	100	5	0	2.385	100	0.086918325
0.086903539	0.00158	0.999997504	100	4.808	0	2.435	100	0.086903539
0.086858173	0.004670909	0.999978183	100	4.088	0	2.155	100	0.086858173
0.086771601	0.000292727	0.999999914	100	4.232	0	2.465	100	0.086771601
0.08673504	0.000883636	0.999999219	100	4.472	0	2.415	100	0.08673504
0.086734139	0.00032	0.999999898	100	3.176	0	2.395	100	0.086734139
0.086730709	0.000763636	0.999999417	100	3.992	0	2.475	100	0.086730709
0.086657422	0.002261818	0.999994884	100	3.896	0	2.06	100	0.086657422
0.086652107	0.084636364	0.992836686	100	2.84	0	2.225	100	0.086652107
0.086627834	0.003129091	0.999990209	100	4.424	0	2.39	100	0.086627834
0.086594511	0.000787273	0.99999938	100	3.704	0	2.49	100	0.086594511
0.086505116	0.002998182	0.999991011	100	4.904	0	2.41	100	0.086505116
0.086462446	0.001318182	0.999998262	100	4.568	0	2.28	100	0.086462446
0.086442618	0.001269091	0.999998389	100	3.32	0	2.485	100	0.086442618
0.08640281	0.003763636	0.999985835	100	3.08	0	2.405	100	0.08640281
0.086399758	0.002676364	0.999992837	100	4.28	0	2.41	100	0.086399758
0.086382148	0.003165455	0.99998998	100	4.04	0	2.27	100	0.086382148
0.086352019	0.000376364	0.999999858	100	3.512	0	2.195	100	0.086352019
0.08625162	0.008618182	0.999925727	100	3.8	0	2.325	100	0.08625162
0.086099054	0.002636364	0.99999305	100	4.808	0	2.365	100	0.086099054
0.086093054	0.000349091	0.999999878	100	4.712	0	2.45	100	0.086093054
0.086023608	0.004601818	0.999978823	100	4.904	0	2.26	100	0.086023608
0.085997688	0.004132727	0.999982921	100	3.8	0	2.195	100	0.085997688
0.085944811	0.001101818	0.999998786	100	4.712	0	2.465	100	0.085944811
0.085926976	0.002427273	0.999994108	100	4.088	0	2.18	100	0.085926976
0.085898686	7.27E-05	0.999999995	100	4.376	0	2.455	100	0.085898686
