r_err:mag:sus:N:T:h:gamma:n:no_h_err
0.35865025576657156:0.0007898181818181818:0.9999993761872403:2000:4.76:0.0:2.8:20:0.35044868525556183
0.30334928611007195:6.627272727272728e-05:0.9999999956079244:2000:3.08:0.0:3.5:20:0.29655578173582975
2.3335046609608754:0.493492:0.7564656459360006:2000:1.64:0.0:2.7:20:2.2814571964946677
2.0120785814908513:0.39665354545454545:0.8426659648783387:2000:2.12:0.0:2.8:20:1.96727164475805
2.2369233720139343:0.3808321818181818:0.8549668492916037:2000:2.3600000000000003:0.0:2.7:20:2.187072426660647
1.873068165587654:0.21002654545454547:0.9558888502044292:2000:4.28:0.0:2.5:20:1.83168242148081
0.40820806296524453:0.0004541818181818182:0.9999997937188791:2000:5.0:0.0:3.0:20:0.39900051110046547
2.122753441940638:0.7117678181818182:0.49338657300069316:2000:1.64:0.0:2.0:20:2.0753200015639472
3.2309637256803896:0.45207336363636363:0.7956296738905047:2000:4.28:0.0:2.0:20:3.158802200428849
0.2354748640397656:0.0010123636363636363:0.9999989751198672:2000:2.3600000000000003:0.0:3.5:20:0.23005031348212973
1.1006548456439722:0.23628272727272728:0.944170472792561:2000:2.3600000000000003:0.0:3.1:20:1.0764999724587114
1.9703884271592427:0.25328972727272725:0.9358443140581051:2000:0.2:0.0:3.8:20:1.927235031300493
0.4033686592872987:7.963636363636364e-05:0.9999999936580497:2000:4.04:0.0:3.9000000000000004:20:0.39425513566827725
2.481810148772248:0.45309863636363634:0.7947016257254136:2000:3.08:0.0:2.3:20:2.4264579156446833
1.658715611255355:0.47810481818181816:0.7714157828313312:2000:1.16:0.0:3.2:20:1.621787269335986
1.2846420042878661:0.03878927272727273:0.9984953923212915:2000:4.76:0.0:2.7:20:1.2568965042264038
2.7754153642461037:0.649399909090909:0.5782797580727191:2000:0.44:0.0:3.5:20:2.7134926149060816
0.3633310629932287:5.936363636363636e-05:0.999999996475958:2000:3.8:0.0:3.6:20:0.35515834701353893
1.3016715133202559:0.36670363636363634:0.8655284430776865:2000:1.4:0.0:3.5:20:1.2728014130044063
0.4832023567590628:0.000264:0.9999999303039988:2000:4.5200000000000005:0.0:3.9000000000000004:20:0.47232407602509463
0.39378462410412945:0.0006998181818181818:0.9999995102545114:2000:4.04:0.0:3.8:20:0.38481904695455893
2.6244089428587882:0.6330124545454545:0.5992952323903386:2000:1.16:0.0:2.7:20:2.5657872205590544
1.8756165398799869:0.5057374545454545:0.7442296270698856:2000:1.16:0.0:3.3:20:1.833821244943856
2.6492081984486955:0.5397141818181819:0.7087086019443306:2000:1.64:0.0:2.6:20:2.5900875805092314
0.7127783422341462:0.42294763636363636:0.8211152968944126:2000:2.3600000000000003:0.0:2.1:20:0.6972932501374459
3.1318814728503104:0.589817090909091:0.6521157992715373:2000:0.2:0.0:3.2:20:3.0925326287327373
2.2146107306101666:0.45779754545454543:0.790421407375793:2000:0.2:0.0:3.5:20:2.1717716186406224
0.2823154292628019:0.000778090909090909:0.9999993945745372:2000:3.08:0.0:3.1:20:0.27586450026350673
0.20306580765177354:0.008150090909090909:0.9999335760181742:2000:1.88:0.0:3.6:20:0.1984083154471986
2.669177201928768:0.5448443636363637:0.7031446194136852:2000:2.12:0.0:2.3:20:2.6095931316344387
0.18306882496934695:0.11884818181818183:0.9858751096785144:2000:1.64:0.0:3.5:20:0.18224456993473914
2.216718780770323:0.6770299090909091:0.5416305021963547:2000:1.88:0.0:2.0:20:2.1671847670997924
2.3594313036763355:0.40478763636363635:0.8361469694471373:2000:2.84:0.0:2.4:20:2.3068193622335715
2.6842226283333055:0.4421287272727273:0.8045221885201997:2000:2.6:0.0:2.4:20:2.62432222477954
0.6303234923382761:0.28130663636363634:0.920866576337776:2000:1.64:0.0:3.4000000000000004:20:0.6167624714486908
0.30732551654391715:0.00010218181818181818:0.9999999895588769:2000:3.56:0.0:3.2:20:0.3003910355561422
2.987122864821171:0.4648148181818182:0.7839471847986034:2000:4.5200000000000005:0.0:2.0:20:2.9204134636636376
2.4282237280423073:0.5960629090909091:0.6447090084060835:2000:0.6799999999999999:0.0:3.4000000000000004:20:2.3739836458697914
0.9644475567530667:0.40683636363636366:0.8344841732231387:2000:1.16:0.0:3.7:20:0.9431479971457494
0.22224500093055724:0.0013203636363636364:0.9999982566398709:2000:2.12:0.0:3.5:20:0.21718368702112714
1.534489768175995:0.7502000909090909:0.4371998235999906:2000:0.2:0.0:2.8:20:1.5001673617892286
0.36016105194086573:0.001047:0.9999989037909998:2000:3.8:0.0:3.5:20:0.352112680763179
1.698241241503371:0.4228588181818182:0.8211904198858762:2000:1.64:0.0:3.0:20:1.6604583216486843
1.5571538163807697:0.4968587272727273:0.7531314051329251:2000:0.9199999999999999:0.0:3.7:20:1.5224666118390602
3.8218927913015506:0.35535154545454545:0.8737252791430647:2000:5.0:0.0:2.1:20:3.736520610504527
2.7942261905244723:0.6614206363636363:0.5625227417923215:2000:0.6799999999999999:0.0:3.0:20:2.731789874965848
0.8889998842628262:0.818135:0.3306551217749994:2000:0.2:0.0:2.2:20:0.8691422632939183
1.2447448274544837:0.7811283636363636:0.3898384795227772:2000:0.2:0.0:2.5:20:1.2169014874006088
2.699063522539795:0.44170136363636364:0.8048999053617797:2000:3.8:0.0:2.1:20:2.638838022876681
2.7266356916234824:0.6113508181818181:0.6262501771084203:2000:1.4:0.0:2.5:20:2.665738153890541
2.549172270729986:0.6275419090909091:0.6061911523345387:2000:0.44:0.0:3.7:20:2.4922888059842614
0.3971116167811044:0.00010018181818181818:0.9999999899636003:2000:3.8:0.0:3.7:20:0.38818426976549464
1.8884998568315055:0.299028:0.9105822552159973:2000:3.8:0.0:2.6:20:1.8465806217388085
2.879202542336673:0.3027106363636364:0.9083662706323168:2000:4.5200000000000005:0.0:2.3:20:2.8150134978436876
2.285549064595244:0.7631291818181818:0.41763385185751284:2000:0.6799999999999999:0.0:2.4:20:2.234494050430937
0.732186987427566:0.8288007272727272:0.31308935447219827:2000:0.2:0.0:2.1:20:0.71585112814437
3.070359027626391:0.310576:0.903542548224:2000:4.76:0.0:2.3:20:3.0018735464343558
0.9083989567785445:0.8169245454545454:0.3326342870338831:2000:0.2:0.0:2.3:20:0.8880877318078402
0.46976229148960436:8.490909090909091e-05:0.999999992790449:2000:5.0:0.0:3.6:20:0.45920281707920513
0.48928524733538614:2.9363636363636363e-05:0.9999999991377788:2000:4.76:0.0:3.7:20:0.47825699056001125
1.8142229274008586:0.22125654545454546:0.9510455410935217:2000:3.08:0.0:2.9:20:1.7740312787511665
2.2696164855134926:0.7521860909090909:0.4342160846429017:2000:0.9199999999999999:0.0:2.2:20:2.2188911929229893
1.578027310753284:0.36486318181818184:0.8668748585535132:2000:1.88:0.0:3.1:20:1.54297572280715
0.37584263946937796:0.336912:0.8864903042559984:2000:1.16:0.0:3.9000000000000004:20:0.368137419232188
0.22706439809602627:0.012576545454545455:0.9998418305044279:2000:2.3600000000000003:0.0:3.4000000000000004:20:0.22240887627376366
0.9823040963906022:0.40999518181818184:0.8319039508858755:2000:1.16:0.0:3.8:20:0.9606198046065633
2.398447831527814:0.5822370909090909:0.6609999699697205:2000:0.6799999999999999:0.0:3.5:20:2.3448804794799787
0.39857838951169067:8.654545454545454e-05:0.9999999925098833:2000:4.5200000000000005:0.0:3.1:20:0.3896722036479273
2.0004863273661986:0.39399918181818183:0.8447646447266051:2000:2.12:0.0:2.7:20:1.9559503134733145
1.3151147433643953:0.3229470909090909:0.8957051764733561:2000:2.12:0.0:2.9:20:1.2860162864996103
2.1051708456741207:0.7763322727272727:0.3973082023221075:2000:0.44:0.0:2.6:20:2.0584612925444845
0.4069155079002133:0.0008518181818181818:0.9999992744057853:2000:5.0:0.0:2.9:20:0.3978077141391086
0.6705687750301146:0.29260081818181816:0.9143847611993295:2000:1.88:0.0:3.0:20:0.6561708511457829
2.817194321258644:0.5507313636363637:0.6966949651072298:2000:2.84:0.0:2.1:20:2.7542667775657126
2.5041857497209765:0.606894:0.6316796727639992:2000:2.12:0.0:2.1:20:2.4482489723068945
2.765660609332799:0.6641619090909091:0.5588889585127198:2000:0.9199999999999999:0.0:2.7:20:2.7038649725503867
7.978007385474679:0.7005653636363637:0.50920817127305:2000:0.2:0.0:2.7:20:7.943073445813272
0.34977973266510937:0.000198:0.9999999607960007:2000:4.28:0.0:2.9:20:0.3417745639992394
2.4762742017041495:0.2263650909090909:0.9487588456177198:2000:4.76:0.0:2.5:20:2.4212482151980366
0.267710774463863:0.00041563636363636363:0.9999998272464141:2000:2.6:0.0:3.8:20:0.2616050289893707
0.2981760836031241:0.00030490909090909093:0.9999999070304466:2000:2.84:0.0:3.9000000000000004:20:0.29138578437713486
2.035134053650189:0.3038720909090909:0.9076617523665379:2000:2.6:0.0:2.6:20:1.9898541362627067
2.6522071301333745:0.6223241818181818:0.6127126127243304:2000:1.88:0.0:2.2:20:2.592959235552213
0.22278203017054266:0.0018483636363636363:0.9999965835518667:2000:2.12:0.0:3.6:20:0.21765453023290732
2.161781660386089:0.2548387272727273:0.9350572230820173:2000:3.08:0.0:2.8:20:2.1137229827214212
3.016409550459915:0.35539445454545454:0.8736947816783381:2000:5.0:0.0:2.2:20:2.949096321596861
2.4253283807971044:0.395602:0.8434990575959991:2000:2.84:0.0:2.5:20:2.3712527227904023
2.4350808386914333:0.5572117272727273:0.689515090989745:2000:1.4:0.0:2.8:20:2.3807465867738147
1.9224248798464747:0.5016365454545455:0.7483607762644289:2000:0.9199999999999999:0.0:3.6:20:1.8795346513684248
2.714418143215848:0.6820776363636364:0.534770097972595:2000:1.16:0.0:2.4:20:2.6537691957606833
0.33845407870052363:0.0005673636363636364:0.9999996780985047:2000:3.8:0.0:3.1:20:0.33078965598508514
2.124263034722061:0.15048927272727272:0.9773529787940166:2000:0.2:0.0:4.0:20:2.077877679448004
0.5173503966038483:0.00011390909090909091:0.9999999870247189:2000:5.0:0.0:3.8:20:0.5057842355251728
3.2167355681544034:0.3972375454545455:0.8422023324812467:2000:4.04:0.0:2.2:20:3.144914491349826
1.8576018696208305:0.3617447272727273:0.8691407522903795:2000:3.8:0.0:2.4:20:1.8163027213278702
2.5777224207729925:0.5872212727272728:0.6551711768565621:2000:0.9199999999999999:0.0:3.0:20:2.5201540659528567
2.894468536378115:0.4127688181818182:0.8296219027367849:2000:4.28:0.0:2.1:20:2.829845323216215
1.2879098233862316:0.3708731818181818:0.8624530830080577:2000:1.16:0.0:3.5:20:1.2593103956160652
0.3567083440492562:0.000121:0.9999999853589974:2000:3.56:0.0:3.9000000000000004:20:0.34866596680541767
3.190384284889497:0.2882509090909091:0.916911413408264:2000:4.76:0.0:2.4:20:3.1192302606609985
0.22529646437222922:0.0012805454545454546:0.9999983602033401:2000:2.12:0.0:3.8:20:0.22005182324336497
0.2348685476340921:0.0021559090909090907:0.9999953520559915:2000:2.12:0.0:4.0:20:0.22942220898353213
2.9935457471921496:0.49959854545454546:0.7504012933797016:2000:3.56:0.0:2.0:20:2.926679150897895
1.4685002926153872:0.19558054545454545:0.9617482502397011:2000:3.8:0.0:2.7:20:1.4363189500867104
2.8890334099488575:0.509401:0.7405106211989996:2000:2.6:0.0:2.2:20:2.8245303366607932
2.6959958085077473:0.6966846363636363:0.5146305174548677:2000:0.6799999999999999:0.0:2.8:20:2.635759973291706
1.029829602790668:0.394341:0.8444951757190002:2000:0.9199999999999999:0.0:4.0:20:1.0070145270554773
2.9623982164914353:0.5496444545454545:0.6978909735874296:2000:2.84:0.0:2.0:20:2.896217680663919
0.9224081143236655:0.21809718181818183:0.9524336192829695:2000:3.3200000000000003:0.0:2.7:20:0.9025821086363999
2.7809273867106596:0.4801320909090909:0.7694731752792633:2000:2.12:0.0:2.5:20:2.71886788848322
2.8569210009857264:0.499975:0.7500249993750012:2000:3.8:0.0:2.0:20:2.793150860813482
0.5984422637345346:0.8624623636363636:0.25615867131077724:2000:0.2:0.0:2.0:20:0.5850664072012909
0.33198344585968803:0.00044636363636363634:0.9999998007595019:2000:4.04:0.0:2.9:20:0.3244688418902587
2.800360577743903:0.719593:0.48218591435100044:2000:0.6799999999999999:0.0:2.6:20:2.7377892306854945
2.739864647053184:0.6356532727272727:0.5959449168711071:2000:1.64:0.0:2.2:20:2.6786575510627717
2.0637977036068604:0.4980898181818182:0.751906533023602:2000:1.16:0.0:3.1:20:2.017775700336181
0.2906736845133413:0.0008051818181818182:0.99999935168224:2000:2.84:0.0:3.7:20:0.28404101331369946
2.549998984872049:0.5662533636363636:0.6793571281705036:2000:1.64:0.0:2.5:20:2.493080421006361
0.18754486175345267:0.0006890909090909091:0.9999995251537158:2000:1.64:0.0:4.0:20:0.18320340334399166
0.3727840534182158:0.0006415454545454545:0.9999995884194313:2000:4.76:0.0:2.9:20:0.36434123413514197
2.658072053133081:0.683301909090909:0.5330985010327187:2000:0.44:0.0:3.1:20:2.598771816140563
0.43019175950912886:0.00010854545454545455:0.9999999882178844:2000:4.28:0.0:3.7:20:0.42047282281679926
1.9347117746775337:0.5136583636363636:0.7361550854664137:2000:0.9199999999999999:0.0:3.4000000000000004:20:1.8915555690648451
0.3476639018498702:0.0003021818181818182:0.9999999086861469:2000:3.3200000000000003:0.0:3.9000000000000004:20:0.3398053886416664
0.3128718655156474:0.00023927272727272727:0.9999999427485629:2000:3.08:0.0:3.8:20:0.30573453532049094
0.3553710797162251:0.0006562727272727272:0.9999995693061079:2000:4.28:0.0:3.0:20:0.3473915130179725
0.35257338110442293:6.081818181818182e-05:0.9999999963011468:2000:3.8:0.0:3.4000000000000004:20:0.34458580390605476
2.0248456196172215:0.7984235454545454:0.362519842063794:2000:1.16:0.0:2.0:20:1.979609320657399
2.564598509137228:0.5754440909090909:0.6688640982378111:2000:0.44:0.0:3.9000000000000004:20:2.507356591729849
2.597373326065509:0.3127311818181818:0.9021992079186026:2000:3.8:0.0:2.5:20:2.539501797988836
3.2086328793381584:0.4546565454545455:0.7932874256753372:2000:4.04:0.0:2.0:20:3.136971462189218
2.6238653953573836:0.6308330909090909:0.6020496114140824:2000:0.6799999999999999:0.0:3.2:20:2.565251439327863
1.4647254708732755:0.3934500909090909:0.84519702596363:2000:1.64:0.0:3.1:20:1.4322215692559066
0.333883677115317:0.00039918181818181817:0.9999998406538748:2000:3.3200000000000003:0.0:3.8:20:0.32638033732996047
1.2552505479925546:0.37109627272727275:0.8622875563679261:2000:1.16:0.0:3.6:20:1.2273904169405376
0.3884946978879076:0.00019772727272727273:0.9999999609039295:2000:4.28:0.0:3.3:20:0.37971261530406536
2.915894168060404:0.48244872727272725:0.7672432255529263:2000:3.56:0.0:2.1:20:2.850780086701882
0.26460664853575105:0.0004449090909090909:0.9999998020558969:2000:2.84:0.0:3.3:20:0.25861211841331927
2.6982670798814:0.6765876363636364:0.5422291703198671:2000:0.9199999999999999:0.0:2.6:20:2.6379682391821744
0.2565535268003875:0.0006405454545454545:0.9999995897015224:2000:2.3600000000000003:0.0:3.8:20:0.2507132838203941
0.3589140285114913:0.00026845454545454546:0.9999999279321552:2000:4.04:0.0:3.2:20:0.3508861951276168
0.30040246432317785:0.0023532727272727273:0.9999944621074718:2000:3.56:0.0:3.1:20:0.29344441592247505
0.19856831044138962:0.0009221818181818182:0.999999149580699:2000:1.88:0.0:3.9000000000000004:20:0.1939388191718864
1.9166254373424596:0.426502:0.8180960439959978:2000:1.88:0.0:2.8:20:1.87394301413621
0.3279679569981449:0.00016754545454545453:0.9999999719285203:2000:3.8:0.0:3.2:20:0.320636806019496
0.31555697556215256:1.4818181818181819e-05:0.9999999997804233:2000:3.08:0.0:3.4000000000000004:20:0.30843903766325875
1.2193938506421667:0.2709271818181818:0.9265984621520614:2000:2.6:0.0:2.9:20:1.1925449272338806
2.6181842936350037:0.6453889090909091:0.5834731560224475:2000:1.4:0.0:2.4:20:2.5596931844016866
0.17290210497025202:0.29627936363636365:0.9122185386832322:2000:1.64:0.0:3.3:20:0.17231044357692643
0.41455534503006974:0.00047172727272727275:0.9999997774733784:2000:4.76:0.0:3.3:20:0.40516691099923396
3.4153523001364725:0.39065645454545456:0.8473875345219722:2000:5.0:0.0:2.0:20:3.339062786178792
2.191350101520442:0.45904136363636366:0.7892810264708676:2000:1.64:0.0:2.8:20:2.142506757429513
0.9756825136740715:0.2881609090909091:0.9169632904719017:2000:1.64:0.0:3.6:20:0.9542043928261417
1.3909240508658047:0.21377272727272728:0.95430122107438:2000:3.56:0.0:2.7:20:1.360455391901039
2.8163058490043573:0.5309527272727272:0.7180892014016519:2000:1.88:0.0:2.4:20:2.753437959929654
1.82778571895254:0.29568545454545453:0.9125701119702471:2000:2.3600000000000003:0.0:2.9:20:1.787165327738042
0.3783408935582552:0.00016527272727272728:0.9999999726849275:2000:5.0:0.0:2.8:20:0.3698336399198813
0.29857946117470174:0.00038727272727272726:0.9999998500198363:2000:3.3200000000000003:0.0:3.2:20:0.29179036831363125
2.1450719677078247:0.5480113636363636:0.6996835453254115:2000:0.6799999999999999:0.0:3.6:20:2.0971832903595815
2.312890777738113:0.7058529090909091:0.5017716707278999:2000:1.4:0.0:2.2:20:2.2612100252283853
2.75334117789403:0.42730036363636364:0.8174143992362304:2000:2.3600000000000003:0.0:2.5:20:2.691902792632526
0.439174708360903:0.00018527272727272728:0.9999999656740168:2000:4.28:0.0:4.0:20:0.4293164733957319
1.2429412832753721:0.16476663636363637:0.9728519555414151:2000:3.3200000000000003:0.0:3.0:20:1.2158218077700123
0.22282945020314432:8.30909090909091e-05:0.9999999930959012:2000:2.12:0.0:3.7:20:0.2176760447183349
2.5129283438491345:0.5413705454545454:0.7069179325142486:2000:1.4:0.0:2.7:20:2.456837402992527
2.5711672697146835:0.35611818181818183:0.8731798405785121:2000:3.56:0.0:2.4:20:2.513841685535197
0.3349308629291418:6.181818181818182e-05:0.9999999961785097:2000:3.3200000000000003:0.0:3.7:20:0.32732946424066944
0.42663318946917805:0.0009177272727272727:0.9999991577766536:2000:5.0:0.0:3.1:20:0.41707548261436483
1.7243911026104688:0.792297:0.3722654637909993:2000:0.44:0.0:2.3:20:1.6863473256012396
2.662516621048003:0.5662616363636364:0.6793477591827786:2000:2.6:0.0:2.1:20:2.6030738006285805
0.5205423134389328:4.745454545454545e-05:0.9999999977480637:2000:5.0:0.0:3.7:20:0.5088490777497102
1.795160423573571:0.3939132727272727:0.8448323335692923:2000:3.3200000000000003:0.0:2.5:20:1.7552374575320944
0.23714692323492992:0.001209818181818182:0.999998536339966:2000:2.3600000000000003:0.0:3.3:20:0.23169786272381687
2.117883385180541:0.7445949090909091:0.44557842135590164:2000:1.16:0.0:2.2:20:2.0705580970471935
0.23919537429719845:0.07810218181818182:0.9939000491952406:2000:2.6:0.0:3.2:20:0.23470734446876063
2.823825078255088:0.6966392727272728:0.5146937236940164:2000:0.6799999999999999:0.0:2.9:20:2.760731006555056
0.30292549816520103:0.000451:0.9999997965989985:2000:3.3200000000000003:0.0:3.4000000000000004:20:0.2959954239442422
2.8236006601040473:0.3720332727272727:0.8615912439838332:2000:3.08:0.0:2.4:20:2.760605248381801
1.773090999593015:0.2888835454545455:0.9165462971656118:2000:2.84:0.0:2.7:20:1.733724914244101
0.28004776554751515:0.0007641818181818181:0.9999994160261513:2000:2.84:0.0:3.4000000000000004:20:0.2737473647189662
0.2977171108352531:0.006330181818181818:0.9999599287981482:2000:4.04:0.0:2.7:20:0.2908411381587484
0.46967549765234473:0.00011372727272727272:0.9999999870661057:2000:4.5200000000000005:0.0:3.7:20:0.4590997475703876
0.2916132452239419:0.005002272727272728:0.9999749772675652:2000:3.56:0.0:2.9:20:0.28495094929244197
0.4782648382151889:0.0005041818181818182:0.9999997458006963:2000:5.0:0.0:3.5:20:0.4675570879451299
2.652381450458298:0.571925:0.6729017943749996:2000:1.4:0.0:2.6:20:2.593165698918062
2.7363687208783904:0.6533311818181818:0.5731583668640576:2000:1.4:0.0:2.3:20:2.6752351618312122
2.2276969089005405:0.16836363636363635:0.9716536859504005:2000:5.0:0.0:2.6:20:2.1784262214812915
0.5906862336223239:0.289541:0.9161660093190003:2000:1.4:0.0:3.7:20:0.578008578986893
2.5496242052619147:0.6311912727272727:0.6015975772329263:2000:0.6799999999999999:0.0:3.3:20:2.4926723809880436
0.30602925020084015:0.0003241818181818182:0.9999998949061488:2000:3.3200000000000003:0.0:3.3:20:0.299041795247629
3.315059747075793:0.3556800909090909:0.8734916729309:2000:4.5200000000000005:0.0:2.2:20:3.2410405510337768
0.32144400722128924:1.409090909090909e-05:0.9999999998014637:2000:3.08:0.0:4.0:20:0.3141569254559582
3.7570018675773107:0.7516299090909091:0.4350524797599922:2000:0.2:0.0:2.6:20:3.7265680667496337
0.1955531157539003:0.0037787272727272726:0.9999857212201964:2000:1.88:0.0:3.5:20:0.19099445112826888
1.3681457392786434:0.1278450909090909:0.9836556327304451:2000:5.0:0.0:2.7:20:1.33859707925842
1.5529960683523203:0.45764672727272726:0.790559473016561:2000:1.16:0.0:3.4000000000000004:20:1.5184335640486089
0.3340702866554072:0.0006517272727272727:0.99999957525156:2000:4.04:0.0:3.0:20:0.32658432706678003
0.2763479310244654:0.00040927272727272725:0.9999998324958356:2000:2.84:0.0:3.6:20:0.2700495609985954
0.3195429528029149:0.09950372727272727:0.9900990082588328:2000:4.04:0.0:2.8:20:0.3180254491983816
2.1981765052763884:0.748505:0.43974026497500135:2000:0.44:0.0:2.5:20:2.1493000203070745
0.45813613480261584:0.00019536363636363637:0.9999999618330503:2000:4.76:0.0:3.6:20:0.4477673072879778
0.28247566938172397:0.00011072727272727273:0.9999999877394709:2000:2.6:0.0:3.9000000000000004:20:0.2759499592954638
0.40603074582446885:6.027272727272727e-05:0.9999999963671956:2000:4.5200000000000005:0.0:3.2:20:0.39679335430853185
2.6130534743893326:0.6320293636363636:0.6005388835014133:2000:0.9199999999999999:0.0:2.8:20:2.5546902645131735
3.1718841268335725:0.4052459090909091:0.835775753165082:2000:3.56:0.0:2.3:20:3.101052362840309
2.4889569052521563:0.6129737272727273:0.6242632096733804:2000:0.9199999999999999:0.0:2.9:20:2.43337466067177
1.7350091918159496:0.8285095454545455:0.3135719330907026:2000:0.6799999999999999:0.0:2.1:20:1.696332001058043
0.2920595966219018:0.00018936363636363636:0.9999999641414122:2000:2.84:0.0:4.0:20:0.2854366944049394
1.1949524132733353:0.2884037272727273:0.9168232900952006:2000:2.12:0.0:3.1:20:1.1685858403511618
0.2881115818147829:7.927272727272727e-05:0.9999999937158354:2000:2.84:0.0:3.5:20:0.2816026517858246
3.3152917046127905:0.33874618181818184:0.8852510243036029:2000:4.76:0.0:2.2:20:3.2412895898972938
2.403250626115565:0.5392198181818182:0.7092419876799669:2000:0.6799999999999999:0.0:3.8:20:2.3495832722793897
0.20476053248898438:0.0003717272727272727:0.9999998618188382:2000:1.88:0.0:4.0:20:0.20007309757182648
1.8587050196543888:0.8024724545454546:0.35603795969579294:2000:0.9199999999999999:0.0:2.0:20:1.8171764872275191
