r_err:mag:sus:N:T:h:gamma:n
1.5155186345082092:0.0004170909090909091:0.9999998260351742:1000:4.04:0.0:4.55:20
3.2479167402845865:0.49566527272727273:0.7543159374121988:1000:3.56:0.0:2.0:20
0.8642842792613613:0.0005012727272727273:0.9999997487256542:1000:2.12:0.0:4.699999999999999:20
0.5826507381259461:6.50909090909091e-05:0.9999999957631743:1000:1.4:0.0:4.85:20
3.130607083260568:0.551558:0.6957837726360004:1000:2.84:0.0:2.0:20
1.1431228525867956:0.0004112727272727273:0.9999998308547444:1000:3.8:0.0:3.3499999999999996:20
1.307167990527242:0.00027054545454545457:0.9999999268051564:1000:4.04:0.0:4.1:20
2.5071546093020056:0.558738:0.6878118473560005:1000:1.88:0.0:2.45:20
2.895159537684946:0.4953843636363636:0.7545943322645954:1000:3.8:0.0:2.0:20
1.5181848096491455:0.0005490909090909091:0.9999996984991707:1000:4.28:0.0:4.1:20
1.4340639184893462:0.9929469090909091:0.014056435726809964:1000:0.2:0.0:2.0:20
0.5069749021016152:0.016811636363636362:0.999717368882775:1000:1.16:0.0:4.55:20
1.0540123111416475:0.0005418181818181818:0.9999997064330591:1000:4.04:0.0:2.9:20
3.017024478098684:0.7067307272727272:0.5005316791285632:1000:0.6799999999999999:0.0:2.6:20
1.3564663136110602:0.20285054545454545:0.9588516562087923:1000:3.8:0.0:2.75:20
1.885878869905534:0.0006650909090909091:0.9999995576540828:1000:5.0:0.0:4.55:20
1.424426821546618:0.4179741818181818:0.8252975833334203:1000:0.9199999999999999:0.0:4.1:20
0.9030710383712974:0.0006405454545454545:0.9999995897015211:1000:2.3600000000000003:0.0:4.55:20
1.308809440197254:8.272727272727273e-05:0.9999999931561977:1000:4.76:0.0:2.9:20
1.1789684466485317:0.00048127272727272727:0.9999997683765632:1000:3.3200000000000003:0.0:4.699999999999999:20
0.8526727195507278:0.000592:0.9999996495359994:1000:2.3600000000000003:0.0:4.4:20
1.534813272763806:0.00037945454545454545:0.9999998560142471:1000:3.8:0.0:5.0:20
2.0685824066184515:0.000412:0.9999998302559994:1000:5.0:0.0:5.0:20
1.01281533970286:0.0005430909090909091:0.9999997050522645:1000:3.08:0.0:3.8:20
2.4121498290308367:0.7520947272727273:0.434353521208562:1000:1.16:0.0:2.0:20
3.412039012490142:0.45656:0.7915529663999988:1000:4.04:0.0:2.0:20
3.1520529245282853:0.6559736363636364:0.5696985883958673:1000:0.6799999999999999:0.0:3.2:20
1.1456905478013124:2.1818181818181818e-05:0.9999999995239696:1000:3.3200000000000003:0.0:3.8:20
0.9407086492144062:0.3455850909090909:0.8805709449413575:1000:1.4:0.0:3.65:20
1.9105525405168595:0.3958730909090909:0.8432844958940817:1000:2.3600000000000003:0.0:2.75:20
2.837984546849548:0.6812618181818182:0.5358823350876039:1000:0.9199999999999999:0.0:2.6:20
0.7933405186876192:0.0007601818181818182:0.999999422123604:1000:2.3600000000000003:0.0:3.8:20
1.6777705536433196:0.00030381818181818185:0.999999907694514:1000:4.76:0.0:4.1:20
0.6735120083649936:9.545454545454546e-05:0.9999999908884322:1000:1.64:0.0:4.85:20
1.2085419847981087:0.0003996363636363636:0.9999998402907762:1000:4.04:0.0:3.2:20
1.371486824854613:0.37716:0.8577503344000006:1000:1.64:0.0:3.05:20
2.4293823857999337:0.781372:0.3894577976159998:1000:0.9199999999999999:0.0:2.15:20
16.219149185547607:0.7358538181818182:0.45851915826723955:1000:0.44:0.0:2.75:20
1.0881798779976446:0.0005407272727272727:0.999999707614017:1000:3.8:0.0:3.2:20
1.0644459373098953:0.00022563636363636365:0.9999999490882305:1000:3.08:0.0:3.95:20
0.7486435134067733:0.03680454545454546:0.9986454254338858:1000:2.6:0.0:2.9:20
3.347930581470001:0.4858890909090909:0.7639117913355387:1000:3.3200000000000003:0.0:2.15:20
2.773673140088171:0.6154801818181819:0.6211841457890576:1000:1.88:0.0:2.15:20
3.4698813062155067:0.40422163636363634:0.8366048686955048:1000:5.0:0.0:2.0:20
1.3557343502616652:0.0007401818181818182:0.9999994521308753:1000:3.8:0.0:3.95:20
1.8307591263979426:0.00016072727272727273:0.9999999741667441:1000:5.0:0.0:4.25:20
1.2987550320187529:0.0003330909090909091:0.9999998890504473:1000:3.8:0.0:4.25:20
1.6594848879887378:0.00019127272727272726:0.9999999634147438:1000:4.28:0.0:4.85:20
1.9121595919664653:0.5926394545454545:0.6487784769160662:1000:0.2:0.0:3.05:20
0.5259432159132991:0.009271636363636364:0.9999140367591395:1000:1.16:0.0:4.85:20
1.4454444050265556:0.2883490909090909:0.916854801771901:1000:2.3600000000000003:0.0:2.9:20
1.7060727708548835:0.0010178181818181818:0.9999989640461486:1000:3.3200000000000003:0.0:3.2:20
1.3115422932597096:0.00031163636363636365:0.9999999028827765:1000:3.8:0.0:4.55:20
1.0177013721597201:8.745454545454546e-05:0.9999999923517027:1000:2.6:0.0:4.699999999999999:20
0.5230513845372534:0.2513270909090909:0.9368346933751753:1000:1.16:0.0:3.95:20
0.5065374138896006:0.004354363636363636:0.9999810395173232:1000:1.16:0.0:4.25:20
1.1416442243831708:0.29661345454545457:0.91202045858261:1000:1.88:0.0:3.05:20
0.5437477414198064:0.021561090909090908:0.9995351193588091:1000:1.4:0.0:4.1:20
1.692456667644155:0.842813090909091:0.2896660937922642:1000:0.44:0.0:2.3:20
2.5130488732622913:0.3004545454545455:0.9097270661157011:1000:3.56:0.0:2.45:20
0.539857363909165:0.00015327272727272726:0.9999999765074715:1000:1.16:0.0:5.0:20
0.7320044710932623:0.0002838181818181818:0.999999919447238:1000:2.6:0.0:3.2:20
2.944625094030703:0.6992407272727272:0.5110624053231088:1000:0.6799999999999999:0.0:2.9:20
0.5783109818280959:0.004219818181818182:0.9999821931345109:1000:1.4:0.0:4.4:20
1.7648851060534358:0.0003989090909090909:0.9999998408715388:1000:4.28:0.0:5.0:20
0.9064331665049019:0.036661818181818184:0.9986559110876039:1000:3.56:0.0:2.9:20
1.5628718171130376:0.0004729090909090909:0.9999997763569929:1000:5.0:0.0:3.5:20
2.8681848202825804:0.5920941818181819:0.6494244798570569:1000:1.4:0.0:2.6:20
2.5118322202621646:0.6838501818181818:0.5323489288272388:1000:1.4:0.0:2.3:20
1.0762494555452065:0.002130909090909091:0.9999954592264457:1000:5.0:0.0:2.6:20
1.1112121742921541:0.00026945454545454543:0.9999999273942474:1000:3.08:0.0:4.55:20
0.8352217780438141:0.00029:0.9999999158999998:1000:2.12:0.0:4.85:20
1.3079935463535464:4e-06:0.9999999999839992:1000:3.56:0.0:4.55:20
0.7583241608668116:0.000552:0.9999996952960022:1000:1.88:0.0:4.699999999999999:20
2.5434788841459324:0.5225432727272727:0.7269485281274723:1000:1.4:0.0:2.75:20
2.8994180007874837:0.34741163636363637:0.8793051549191415:1000:4.76:0.0:2.15:20
1.2254359802775328:0.7686792727272728:0.409132175679472:1000:0.2:0.0:2.6:20
0.6276882752427095:0.004420727272727272:0.9999804571703803:1000:1.88:0.0:3.5:20
1.6886974538283843:0.4607009090909091:0.787754672362812:1000:0.6799999999999999:0.0:4.55:20
0.9974208561280781:0.0007272727272727272:0.9999994710743793:1000:3.08:0.0:3.65:20
1.2226428910455853:0.00011836363636363637:0.9999999859900504:1000:4.5200000000000005:0.0:3.2:20
2.85708429711545:0.7020054545454546:0.5071883417884286:1000:0.9199999999999999:0.0:2.45:20
0.6811935420444043:0.002350181818181818:0.9999944766454221:1000:2.12:0.0:3.3499999999999996:20
2.2220380090387386:0.2557745454545455:0.9345793818975189:1000:4.04:0.0:2.45:20
2.882702976159295:0.3924692727272727:0.8459678699649243:1000:3.56:0.0:2.3:20
0.700482129730241:0.04477763636363637:0.9979949632816855:1000:2.3600000000000003:0.0:3.05:20
2.737879229213474:0.6574007272727272:0.5678242837812818:1000:0.9199999999999999:0.0:2.9:20
1.0828460001950446:0.00018381818181818183:0.9999999662108778:1000:3.08:0.0:4.25:20
0.876909747039074:0.00025527272727272725:0.9999999348358319:1000:2.6:0.0:3.65:20
0.6737807995368885:0.0020950909090909093:0.9999956105940838:1000:2.12:0.0:4.1:20
0.9722909396884237:0.0004150909090909091:0.9999998276995354:1000:2.84:0.0:3.5:20
4.685639303429837:0.6391003636363637:0.5915507251998667:1000:0.44:0.0:3.3499999999999996:20
0.8834271084146335:0.0008741818181818182:0.999999235806148:1000:2.3600000000000003:0.0:5.0:20
0.7112511302167853:0.0005061818181818182:0.9999997437799649:1000:2.3600000000000003:0.0:3.3499999999999996:20
1.9099368276010436:0.48341945454545454:0.7663056309669765:1000:0.6799999999999999:0.0:3.8:20
1.454035694976338:0.44990545454545455:0.797585081970247:1000:1.4:0.0:3.05:20
0.6866833677452062:0.0012092727272727272:0.9999985376594703:1000:1.88:0.0:3.65:20
3.3353339483740143:0.5206887272727273:0.7288832492911081:1000:0.44:0.0:4.55:20
3.2896916465644073:0.7135009090909091:0.490916452726447:1000:0.6799999999999999:0.0:2.45:20
2.616128014278035:0.7888132727272728:0.37777362076928933:1000:0.9199999999999999:0.0:2.0:20
0.6929533841351225:0.0006461818181818182:0.9999995824490584:1000:1.88:0.0:4.55:20
0.5581513589326581:0.0009236363636363637:0.9999991468958667:1000:1.4:0.0:5.0:20
3.142392058947757:0.508074:0.7418608105239998:1000:3.08:0.0:2.0:20
0.8566805676241142:0.35889618181818184:0.8711935306763313:1000:0.9199999999999999:0.0:4.4:20
1.3919504992457161:0.0004987272727272728:0.9999997512711092:1000:3.8:0.0:4.699999999999999:20
1.4822050406183487:0.00012290909090909092:0.9999999848933558:1000:4.5200000000000005:0.0:3.8:20
0.7290875590547963:0.00014945454545454545:0.9999999776633365:1000:1.88:0.0:4.25:20
1.6505727448543093:0.25622072727272727:0.9343509389158356:1000:4.04:0.0:2.75:20
2.350576818615997:0.27410727272727275:0.9248652030380161:1000:4.28:0.0:2.45:20
0.5713564410553422:0.0018787272727272728:0.999996470383835:1000:1.64:0.0:3.8:20
2.1957723283471453:0.3081910909090909:0.9050182514842647:1000:3.08:0.0:2.75:20
1.2086522149439876:0.0003250909090909091:0.9999998943158993:1000:3.3200000000000003:0.0:4.25:20
0.9013926704448812:0.0006543636363636364:0.999999571808231:1000:2.84:0.0:3.2:20
0.55926940764491:0.0004127272727272727:0.9999998296561973:1000:1.16:0.0:4.699999999999999:20
2.7298648161224666:0.6361158181818182:0.5953566658588759:1000:1.16:0.0:2.6:20
1.5524224303860594:0.40757:0.8338866950999999:1000:0.9199999999999999:0.0:4.25:20
0.7651702594546591:0.0025396363636363637:0.9999935502471408:1000:2.6:0.0:3.3499999999999996:20
1.3688461767712075:0.0005285454545454545:0.9999997206397031:1000:4.04:0.0:4.699999999999999:20
0.5455688113345495:0.0026403636363636364:0.9999930284798684:1000:0.9199999999999999:0.0:5.0:20
1.0218381458237482:6.963636363636364e-05:0.9999999951507769:1000:2.84:0.0:4.85:20
2.328764540834979:0.5420894545454545:0.706139023270612:1000:1.16:0.0:2.9:20
1.5680869483887487:0.0004561818181818182:0.9999997918981524:1000:4.76:0.0:3.8:20
1.8791671533574257:0.00046818181818181816:0.9999997808057836:1000:5.0:0.0:4.85:20
7.751982589914744:0.7096241818181818:0.4964335205788764:1000:0.44:0.0:3.05:20
1.637264340207813:0.000322:0.9999998963159998:1000:4.28:0.0:4.25:20
4.000644811923174:0.5570252727272728:0.6897228455431074:1000:0.44:0.0:4.4:20
1.4293697937496586:0.00020036363636363635:0.9999999598544131:1000:4.28:0.0:3.65:20
2.9526813426565695:0.5733081818181818:0.671317728660331:1000:1.88:0.0:2.3:20
3.1689009508787356:0.6935238181818182:0.5190247136145126:1000:0.6799999999999999:0.0:3.05:20
0.8015494017037967:0.0006289090909090909:0.9999996044733555:1000:2.12:0.0:4.55:20
1.1278391454723766:0.00024054545454545455:0.999999942137885:1000:3.08:0.0:4.4:20
30.600834560593327:0.8291101818181819:0.312576306405421:1000:0.6799999999999999:0.0:2.0:20
1.464405511789886:0.0006558181818181818:0.9999995699025142:1000:3.8:0.0:4.85:20
1.871763375468546:0.00021272727272727272:0.9999999547471077:1000:4.76:0.0:4.85:20
2.707741341595991:0.4608912727272727:0.7875792347238372:1000:4.04:0.0:2.15:20
1.4313701122419693:0.21787581818181817:0.9525301278516028:1000:4.28:0.0:2.6:20
1.4554493273431435:0.30972272727272726:0.9040718322107445:1000:2.6:0.0:2.75:20
2.514999909894429:0.19984509090909092:0.9600619396395386:1000:4.04:0.0:2.6:20
1.2748278219219453:0.0002538181818181818:0.9999999355763298:1000:4.28:0.0:3.5:20
3.137983006082009:0.5024885454545455:0.747505261686974:1000:2.3600000000000003:0.0:2.3:20
1.9466047247739342:0.5137663636363636:0.7360441235958681:1000:0.9199999999999999:0.0:3.5:20
1.0338968786319216:0.35625327272727275:0.8730836056711081:1000:1.88:0.0:2.9:20
2.5253322100278837:0.6492316363636363:0.5784982823445944:1000:2.12:0.0:2.0:20
2.4125976227609436:0.7537885454545454:0.4318028287415199:1000:1.4:0.0:2.0:20
0.973844364114884:0.0059292727272727275:0.9999648437249274:1000:3.3200000000000003:0.0:3.3499999999999996:20
0.9061454512260437:0.0002589090909090909:0.9999999329660832:1000:2.84:0.0:3.65:20
0.6037217566621541:0.0007403636363636363:0.9999994518616858:1000:1.88:0.0:3.2:20
2.9142903412434378:0.45775818181818184:0.7904574469785122:1000:2.12:0.0:2.6:20
0.9045918197262799:0.00095:0.999999097500001:1000:3.08:0.0:3.3499999999999996:20
1.2592716319957813:0.00015709090909090908:0.999999975322447:1000:4.04:0.0:3.5:20
1.6490411802999356:0.6760869090909091:0.5429064913559007:1000:0.2:0.0:2.9:20
