r_err:mag:sus:N:T:h:gamma:n:no_h_err
0.3192442905624723:0.0008686545454545454:0.0:2500:4.808000000000001:0.0:3.38:50:0.31277970764922786
0.4168711517324994:0.00021032727272727274:0.0:2500:4.808000000000001:0.0:4.699999999999999:50:0.4085237863699852
1.6852817696445883:0.37291556363636363:0.0:2500:1.736:0.0:3.08:50:1.6516755221840067
0.2303542089636688:0.0003373818181818182:0.0:2500:2.8880000000000003:0.0:4.16:50:0.22563537993039198
0.0015010421593953953:1.0:0.0:2000:0.2:0.0::50:0.0014562984279796916
2.067490892209772:0.4931632:0.0:2500:0.5840000000000001:0.0:4.34:50:2.026166691242581
0.3312228670772057:4.130909090909091e-05:0.0:2500:4.6160000000000005:0.0:3.44:50:0.3245701388613178
3.2389389457392403:0.4034826181818182:0.0:2500:4.232:0.0:2.12:50:3.17419949893941
1.977860230723719:0.49109156363636364:0.0:2500:0.968:0.0:3.32:50:1.938351828116901
2.549561690590293:0.5350421090909091:0.0:2500:1.544:0.0:2.6:50:2.498624436805429
0.11739676557357218:0.004332872727272727:0.0:2500:1.256:0.0:4.82:50:0.11486302769362819
3.1050709129268195:0.4427938909090909:0.0:2500:3.2720000000000002:0.0:2.18:50:3.043015058067535
2.5134334685457738:0.4439466181818182:0.0:2500:2.4080000000000004:0.0:2.48:50:2.463226246190456
0.18010019179581965:0.0002410909090909091:0.0:2500:2.3120000000000003:0.0:4.1:50:0.17640881078136594
2.006160758149541:0.4980501090909091:0.0:2500:1.64:0.0:2.7800000000000002:50:1.9661122414360386
0.01975012822865081:1.0:0.0:2000:2.024:0.0::50:0.01929732166672389
2.346971263707041:0.6886396363636363:0.0:2500:1.448:0.0:2.12:50:2.3000406470360484
0.28400984637768484:0.0007453818181818182:0.0:2500:4.904:0.0:2.9:50:0.2782650065404096
1.1307962319512421:0.40334174545454543:0.0:2500:1.256:0.0:3.44:50:1.1082989221855521
0.24445165941236108:0.0006421090909090909:0.0:2500:2.9840000000000004:0.0:4.52:50:0.23948576741177838
3.2731926392845394:0.4051339636363636:0.0:2500:4.136:0.0:2.18:50:3.207774288285433
0.3252761594712401:5.672727272727272e-06:0.0:2500:4.6160000000000005:0.0:3.86:50:0.3187276707590951
0.34863354020318327:6.16e-05:0.0:2500:4.328:0.0:4.52:50:0.34157488305781863
0.28039050120621817:0.0005451636363636364:0.0:2500:4.904:0.0:3.02:50:0.2747296762251928
2.0512716322936595:0.5254390545454546:0.0:2500:1.256:0.0:2.9:50:2.0103087393240657
3.1718800357219807:0.43750523636363636:0.0:2500:4.424:0.0:2.0:50:3.108482731473943
0.22008553217886967:0.00010109090909090909:0.0:2500:2.6:0.0:4.16:50:0.2155892400371142
0.13742271221894814:0.0041325090909090905:0.0:2500:1.64:0.0:3.98:50:0.13457552620385246
2.783235230097125:0.7089327272727273:0.0:2500:0.776:0.0:2.66:50:2.727583577482079
1.0394469580262007:0.15209854545454546:0.0:2500:4.232:0.0:2.7199999999999998:50:1.019172660817077
2.3515200165703236:0.44729992727272727:0.0:2500:1.928:0.0:2.66:50:2.304560579026201
0.8124639084959108:0.1805610181818182:0.0:2500:2.8880000000000003:0.0:2.9:50:0.7966283593549657
0.35664164549262906:0.00017854545454545456:0.0:2500:4.136:0.0:4.76:50:0.3494594014144688
1.2265964724516896:0.3777704727272727:0.0:2500:1.64:0.0:3.26:50:1.2022021793117748
2.5685992476894843:0.6216918545454545:0.0:2500:1.16:0.0:2.7199999999999998:50:2.5172598611703876
