r_err:mag:sus:N:T:h:gamma:n:no_h_err
0.8429411692699282:0.9238572727272727:0.0:1000:0.2:0.0:2.0:50:0.8162572172165405
0.7533303824376077:0.860944:0.0:1000:0.2:0.0:2.06:50:0.7294807126094376
0.7155558300704739:0.8326749090909091:0.0:1000:0.2:0.0:2.12:50:0.6929003190478488
0.9270347223498753:0.8070652727272727:0.0:1000:0.2:0.0:2.18:50:0.8976979009241329
0.9038850897095773:0.8243912727272728:0.0:1000:0.2:0.0:2.24:50:0.8752732620270847
1.0295108107221695:0.793498:0.0:1000:0.2:0.0:2.3:50:0.9969318966563536
1.1384771392710893:0.8038703636363637:0.0:1000:0.2:0.0:2.36:50:1.1024640472640272
1.1750594088262205:0.779828:0.0:1000:0.2:0.0:2.42:50:1.1378818091576826
1.2237275424960152:0.7755432727272727:0.0:1000:0.2:0.0:2.48:50:1.1850048609634163
1.2933585761253092:0.7759436363636364:0.0:1000:0.2:0.0:2.54:50:1.2524434040313308
1.4103220461638974:0.7627798181818182:0.0:1000:0.2:0.0:2.6:50:1.3657067119979598
1.446068211765835:0.721036:0.0:1000:0.2:0.0:2.66:50:1.4003737937179392
1.4917762180213694:0.7174247272727273:0.0:1000:0.2:0.0:2.7199999999999998:50:1.444582996109209
1.5711247467732732:0.7343190909090909:0.0:1000:0.2:0.0:2.7800000000000002:50:1.5214344793942496
1.6241726678763193:0.670398:0.0:1000:0.2:0.0:2.84:50:1.5728461648071983
1.5816948723894715:0.7157761818181818:0.0:1000:0.2:0.0:2.9:50:1.5317151056425309
1.6841406940542838:0.6535114545454546:0.0:1000:0.2:0.0:2.96:50:1.6308898147045647
1.5909753955460626:0.73296:0.0:1000:0.2:0.0:3.02:50:1.540654129561012
1.6213053415544463:0.7002158181818182:0.0:1000:0.2:0.0:3.08:50:1.570044359001012
1.6483113521253523:0.7217045454545454:0.0:1000:0.2:0.0:3.1399999999999997:50:1.5961811272867585
1.7310674198812555:0.7002498181818182:0.0:1000:0.2:0.0:3.2:50:1.676303065782343
4.187707124902706:0.05024527272727273:0.0:1000:0.2:0.0:3.26:50:4.1314014987644185
1.8567295190478896:0.6687592727272728:0.0:1000:0.2:0.0:3.32:50:1.7979953483302287
1.6667620782968413:0.25469363636363634:0.0:1000:0.2:0.0:3.38:50:1.6140881617810443
1.8501863995154575:0.2664209090909091:0.0:1000:0.2:0.0:3.44:50:1.7916716168812445
2.925966766395679:0.08370836363636364:0.0:1000:0.2:0.0:3.5:50:2.866739839894736
1.941331592302009:0.6416318181818181:0.0:1000:0.2:0.0:3.56:50:1.8799444939980303
1.8969259488305894:0.5158065454545454:0.0:1000:0.2:0.0:3.62:50:1.8369194486532125
2.0172609431145214:0.14190490909090908:0.0:1000:0.2:0.0:3.6799999999999997:50:1.955000661771788
1.9776269305722947:0.1250018181818182:0.0:1000:0.2:0.0:3.74:50:1.9151569478274646
2.1740478604583697:0.2762832727272727:0.0:1000:0.2:0.0:3.8:50:2.109039693789167
2.0161855295344577:0.508271090909091:0.0:1000:0.2:0.0:3.86:50:1.9524042385576454
2.0321544109074603:0.43755163636363636:0.0:1000:0.2:0.0:3.92:50:1.967863329954203
2.460106283380395:0.43396145454545454:0.0:1000:0.2:0.0:3.98:50:2.397175750852295
2.0282561326323205:0.5546145454545455:0.0:1000:0.2:0.0:4.04:50:1.964092605797933
2.0620912495511905:0.15591818181818182:0.0:1000:0.2:0.0:4.1:50:1.9977771471591468
2.046343490274098:0.052889818181818184:0.0:1000:0.2:0.0:4.16:50:1.9817692925155177
2.031968967359167:0.2754527272727273:0.0:1000:0.2:0.0:4.22:50:1.9677190196163412
2.1663933725697166:0.4262047272727273:0.0:1000:0.2:0.0:4.279999999999999:50:2.097857290172299
2.130569252830674:0.04473509090909091:0.0:1000:0.2:0.0:4.34:50:2.063618294344877
2.136764169859745:0.097562:0.0:1000:0.2:0.0:4.4:50:2.0692668897251827
2.238017986069228:0.23686072727272728:0.0:1000:0.2:0.0:4.46:50:2.1672511522804574
2.9869943171255375:0.12455036363636364:0.0:1000:0.2:0.0:4.52:50:2.9208930968677334
2.152838620544228:0.1711970909090909:0.0:1000:0.2:0.0:4.58:50:2.0862362984875586
4.672706678076015:0.07536527272727273:0.0:1000:0.2:0.0:4.64:50:4.601184270503836
