r_err:mag:sus:N:T:h:gamma:n
3.166300588629592:0.7372452727272727:0.4564694078412884:1000:0.6799999999999999:0.0:2.7199999999999998:50
0.5916902951906339:0.000632:0.9999996005760017:1000:1.256:0.0:4.699999999999999:50
2.078104223458796:0.5453309090909091:0.7026141995900825:1000:0.8720000000000001:0.0:3.44:50
1.1137971399514037:0.001329090909090909:0.999998233517357:1000:4.232:0.0:2.7800000000000002:50
0.5337792807965682:0.0020923636363636366:0.9999956220144115:1000:1.16:0.0:4.52:50
2.8233721410138024:0.5261045454545454:0.7232140072520699:1000:2.024:0.0:2.42:50
1.4917762180213694:0.7174247272727273:0.4853017606976526:1000:0.2:0.0:2.7199999999999998:50
2.0620912495511905:0.15591818181818182:0.9756895205785128:1000:0.2:0.0:4.1:50
2.372007443338677:0.7089116363636364:0.49744429182823213:1000:1.16:0.0:2.18:50
0.6123592317529785:0.0018992727272727273:0.9999963927631097:1000:1.448:0.0:4.699999999999999:50
1.446068211765835:0.721036:0.48010708670400015:1000:0.2:0.0:2.66:50
0.9092089332859202:0.00046436363636363635:0.9999997843664138:1000:2.5040000000000004:0.0:3.74:50
1.5452850396430096:9.472727272727272e-05:0.9999999910267444:1000:4.808000000000001:0.0:3.44:50
3.1070808265720418:0.5352961818181818:0.7134579977308758:1000:2.8880000000000003:0.0:2.06:50
1.1859732756150918:0.000648:0.999999580095999:1000:3.4640000000000004:0.0:3.92:50
2.7625913318974917:0.31969709090909093:0.8977937700642654:1000:3.3680000000000003:0.0:2.42:50
0.7988656240117497:0.0005756363636363637:0.9999996686427769:1000:2.3120000000000003:0.0:4.279999999999999:50
1.181164551322355:0.000848:0.9999992808960001:1000:3.656:0.0:4.04:50
1.8501464145490099:0.5314930909090909:0.7175150943159:1000:0.776:0.0:3.8:50
1.304510562971563:0.00020581818181818182:0.9999999576388746:1000:4.328:0.0:3.02:50
0.8174451846699404:0.0005301818181818182:0.9999997189072402:1000:2.216:0.0:4.34:50
0.7607280112689085:0.001136909090909091:0.9999987074377176:1000:2.12:0.0:4.16:50
0.9375316969182135:5.8181818181818185e-06:0.999999999966148:1000:2.6:0.0:4.4:50
3.3162548253932074:0.47542581818181817:0.7739702914061503:1000:3.3680000000000003:0.0:2.06:50
1.6993752648485196:1.5636363636363636e-05:0.9999999997555032:1000:4.424:0.0:4.58:50
1.6311522010758412:3.4545454545454545e-06:0.999999999988065:1000:4.808000000000001:0.0:4.16:50
1.2486230889669117:0.00039309090909090907:0.9999998454795367:1000:3.8480000000000003:0.0:3.92:50
1.0722470040844585:0.0005283636363636364:0.9999997208318654:1000:4.04:0.0:2.7800000000000002:50
1.365223914806006:0.000613090909090909:0.9999996241195366:1000:5.0:0.0:2.96:50
2.7445849019081656:0.3706098181818182:0.86264836266724:1000:3.08:0.0:2.48:50
2.650827892812579:0.5951374545454545:0.6458114101971568:1000:2.6:0.0:2.0:50
1.538170348530312:0.00015709090909090908:0.9999999753224476:1000:4.136:0.0:4.699999999999999:50
2.0070155772058293:0.3789738181818182:0.8563788451326938:1000:1.832:0.0:2.84:50
1.0447835055627055:0.00013781818181818182:0.9999999810061481:1000:2.9840000000000004:0.0:4.279999999999999:50
1.5360124123145213:0.0003347272727272727:0.9999998879576503:1000:4.136:0.0:4.46:50
1.0543926575807854:0.0002934545454545455:0.9999999138844291:1000:3.7520000000000002:0.0:3.02:50
0.7787231599365347:0.33722745454545455:0.8862776439007927:1000:1.064:0.0:4.16:50
18.430214668099477:0.7622576363636364:0.4189632958053229:1000:0.392:0.0:2.54:50
1.1311014336611176:0.020035636363636363:0.9995985732755043:1000:4.904:0.0:2.7199999999999998:50
2.4835905133895593:0.721534:0.47938868684400043:1000:1.352:0.0:2.12:50
55.63626549734677:0.523646:0.7257948666840012:1000:0.29600000000000004:0.0:3.86:50
33.710438839301816:0.031072:0.9990345308160005:1000:0.29600000000000004:0.0:4.9399999999999995:50
0.834932222412771:0.0003036363636363636:0.9999999078049584:1000:2.4080000000000004:0.0:3.6799999999999997:50
1.514742419802368:3.509090909090909e-05:0.9999999987686283:1000:3.656:0.0:4.88:50
2.2844827290325163:0.3909192727272727:0.8471821222103809:1000:3.656:0.0:2.36:50
1.046871973245612:4.509090909090909e-05:0.9999999979668095:1000:2.9840000000000004:0.0:4.1:50
1.199937725407956:0.0010558181818181819:0.9999988852479681:1000:4.904:0.0:2.66:50
0.778499977596846:0.026717818181818183:0.999286158191603:1000:1.256:0.0:4.16:50
1.982481478206232:0.24060563636363635:0.9421089277500488:1000:4.5200000000000005:0.0:2.6:50
0.7985277676847589:0.00014272727272727272:0.9999999796289266:1000:2.3120000000000003:0.0:4.34:50
1.8961789008721526:0.5037474545454546:0.7462385020389748:1000:0.776:0.0:3.86:50
1.359670567329604:0.00042927272727272725:0.9999998157249259:1000:4.136:0.0:4.22:50
3.115500678209424:0.302776:0.9083266938239993:1000:4.712000000000001:0.0:2.24:50
1.0556106706344024:0.0012490909090909091:0.9999984397719015:1000:3.7520000000000002:0.0:2.96:50
2.521861289154625:0.5143361818181819:0.7354582920726945:1000:1.832:0.0:2.54:50
2.3963881283631614:0.22059963636363636:0.9513358004362297:1000:3.9440000000000004:0.0:2.66:50
1.429535960132265:5.436363636363636e-05:0.9999999970445943:1000:3.7520000000000002:0.0:5.0:50
3.2939963068434697:0.4806349090909091:0.768990084163174:1000:3.7520000000000002:0.0:2.0:50
1.04421254387794:0.4097616363636364:0.8320954013645953:1000:1.064:0.0:4.1:50
1.5632115818740977:0.8102647272727272:0.3434710717376521:1000:0.48800000000000004:0.0:2.12:50
3.636908195910952:0.42391:0.8203003119000012:1000:4.6160000000000005:0.0:2.06:50
0.6885818997224191:8.381818181818182e-05:0.9999999929745109:1000:2.024:0.0:4.52:50
0.8278526793689346:0.002743818181818182:0.9999924714617837:1000:3.08:0.0:2.7199999999999998:50
0.8660294715495304:3.0363636363636364e-05:0.9999999990780489:1000:2.5040000000000004:0.0:4.58:50
0.5252914795485942:0.0073065454545454545:0.9999466143935193:1000:0.968:0.0:4.58:50
2.971335430459814:0.5971718181818182:0.6433858195694212:1000:0.48800000000000004:0.0:4.04:50
1.5203370756682757:0.0003461818181818182:0.9999998801581482:1000:4.6160000000000005:0.0:4.279999999999999:50
1.2933585761253092:0.7759436363636364:0.39791147318677716:1000:0.2:0.0:2.54:50
2.4246335566991983:0.38407963636363635:0.8524828329307765:1000:2.696:0.0:2.6:50
1.7171000693602467:0.02692490909090909:0.9992750492704402:1000:4.136:0.0:2.6:50
2.9060811263772357:0.6670334545454546:0.5550663705171567:1000:0.968:0.0:2.6:50
1.4290075925364363:0.00025745454545454547:0.9999999337171553:1000:4.712000000000001:0.0:3.5:50
1.2750015804521817:0.08784727272727273:0.9922828566743789:1000:2.9840000000000004:0.0:2.9:50
2.0723866472933614:0.1115490909090909:0.9875568003173538:1000:4.328:0.0:2.66:50
0.5469061973821884:0.1932218181818182:0.9626653289785124:1000:1.352:0.0:3.56:50
1.2314585983196364:0.0012554545454545455:0.9999984238338825:1000:3.9440000000000004:0.0:3.62:50
3.039441328321451:0.8360374545454545:0.3010413745971582:1000:0.5840000000000001:0.0:2.06:50
1.0469472377514895:0.0001718181818181818:0.9999999704785115:1000:3.7520000000000002:0.0:3.08:50
1.1365494309431314:0.000436:0.9999998099040002:1000:3.2720000000000002:0.0:3.98:50
1.7596766122398841:0.46326072727272727:0.7853894985667443:1000:1.256:0.0:3.32:50
1.0941824615403422:0.00017472727272727271:0.999999969470382:1000:3.8480000000000003:0.0:3.2:50
2.56891777966784:0.7115236363636364:0.49373411489586777:1000:0.968:0.0:2.48:50
2.247204305277016:0.616060909090909:0.6204689562900815:1000:0.29600000000000004:0.0:3.62:50
1.8156333391060382:0.00016272727272727272:0.999999973519834:1000:5.0:0.0:4.1:50
1.063138832511804:4.018181818181818e-05:0.999999998385422:1000:3.656:0.0:3.2:50
2.6790592566898166:0.8066136363636364:0.34937444163223197:1000:0.8720000000000001:0.0:2.18:50
1.3386516313689367:0.06314072727272728:0.9960132485594688:1000:3.4640000000000004:0.0:2.9:50
1.160084733848818:0.25037854545454546:0.937310583976066:1000:1.928:0.0:3.2:50
2.0172609431145214:0.14190490909090908:0.9798629967759006:1000:0.2:0.0:3.6799999999999997:50
0.9895801745665406:0.0008389090909090909:0.9999992962315386:1000:3.4640000000000004:0.0:3.02:50
1.6201797659110657:0.22230963636363638:0.950578425579868:1000:3.8480000000000003:0.0:2.66:50
0.7596187364833423:0.051539636363636364:0.9973436658835064:1000:1.256:0.0:4.1:50
3.241381629955025:0.35947490909090907:0.8707777897340829:1000:4.904:0.0:2.12:50
1.3475048657672704:0.0006512727272727272:0.9999995758438353:1000:3.656:0.0:4.82:50
1.8119407993666072:0.2270010909090909:0.948470504726082:1000:3.4640000000000004:0.0:2.7199999999999998:50
0.9913640509049377:8.854545454545454e-05:0.9999999921597016:1000:3.176:0.0:3.32:50
1.60138508455953:0.36415745454545456:0.8673893482989746:1000:0.5840000000000001:0.0:4.46:50
0.6110720370523132:0.00011109090909090909:0.9999999876588107:1000:1.928:0.0:3.44:50
1.6311114009698506:0.787576909090909:0.37972261226680964:1000:0.29600000000000004:0.0:2.36:50
3.149729898273876:0.4888292727272727:0.7610459421249256:1000:3.656:0.0:2.12:50
3.3614921723467175:0.2994790909090909:0.9103122741082638:1000:4.808000000000001:0.0:2.3:50
2.2038257406760873:0.4817354545454545:0.7679309518338845:1000:0.6799999999999999:0.0:4.34:50
1.1898173552411537:0.0010418181818181817:0.9999989146148757:1000:3.7520000000000002:0.0:3.26:50
1.4131270379020926:0.00044618181818181817:0.9999998009217851:1000:4.712000000000001:0.0:3.38:50
2.339417015374125:0.286372:0.9179910776159987:1000:3.656:0.0:2.48:50
0.9546861947349115:0.0003601818181818182:0.9999998702690572:1000:2.696:0.0:4.699999999999999:50
0.56244095144019:0.00023254545454545454:0.9999999459226108:1000:0.968:0.0:4.9399999999999995:50
2.3298876639497585:0.286108:0.9181422123359994:1000:3.656:0.0:2.42:50
0.7452795890368786:5.090909090909091e-06:0.9999999999740807:1000:2.3120000000000003:0.0:3.74:50
2.107541166037088:0.4200765454545455:0.8235356959589752:1000:1.64:0.0:2.96:50
1.0134946679673147:0.00044818181818181816:0.9999997991330576:1000:2.696:0.0:4.82:50
2.435889544355576:0.4089358181818182:0.8327714966079676:1000:2.024:0.0:2.7800000000000002:50
1.964097087131734:0.4782650909090909:0.7712625028177181:1000:1.832:0.0:2.7199999999999998:50
0.9256588282563255:0.0007154545454545455:0.9999994881247944:1000:3.08:0.0:3.62:50
1.0660990050559123:0.43243054545454546:0.8130038233578843:1000:0.8720000000000001:0.0:4.16:50
2.060295253828601:0.7516790909090909:0.43497854429008226:1000:1.544:0.0:2.0:50
0.9270347223498753:0.8070652727272727:0.3486456455576531:1000:0.2:0.0:2.18:50
1.1654664429757633:0.0015096363636363636:0.9999977209980496:1000:4.808000000000001:0.0:2.7800000000000002:50
1.841247792367223:9.945454545454545e-05:0.9999999901087945:1000:4.808000000000001:0.0:5.0:50
0.9370067155383146:0.0006696363636363637:0.9999995515871408:1000:3.4640000000000004:0.0:2.96:50
2.0562488011520736:0.4451630909090909:0.8018298224922632:1000:1.544:0.0:2.9:50
2.40985165612327:0.7040003636363636:0.5043834879998671:1000:1.448:0.0:2.24:50
2.582618716179826:0.6396874545454545:0.5907999604971582:1000:1.544:0.0:2.42:50
1.2222604296769173:0.0004270909090909091:0.9999998175933548:1000:4.04:0.0:3.56:50
3.6392704754258616:0.34579854545454547:0.8804233659615192:1000:4.6160000000000005:0.0:2.18:50
3.7646173277513197:0.6479318181818182:0.5801843589876039:1000:0.48800000000000004:0.0:3.32:50
1.0447989649732632:0.0004187272727272727:0.9999998246674717:1000:3.176:0.0:4.04:50
1.1072965574164644:0.321024:0.8969435914239992:1000:1.16:0.0:3.98:50
2.460751467509087:0.2694329090909091:0.9274059074988102:1000:3.8480000000000003:0.0:2.42:50
1.054096778670892:0.3310238181818182:0.8904232317963306:1000:1.256:0.0:3.74:50
1.8028032187513636:0.00034872727272727274:0.9999998783892887:1000:4.904:0.0:4.58:50
2.4656935740298276:0.3703016363636364:0.8628766981064119:1000:2.4080000000000004:0.0:2.7199999999999998:50
1.102241269448532:0.00046527272727272726:0.9999997835212888:1000:3.7520000000000002:0.0:3.38:50
1.5216283986162271:0.00030254545454545454:0.9999999084662472:1000:4.328:0.0:5.0:50
3.1642015606308758:0.34266363636363634:0.8825816323140502:1000:4.328:0.0:2.18:50
0.939287066179872:0.0042583636363636365:0.9999818663391407:1000:3.656:0.0:2.9:50
1.6984004780187867:0.00018745454545454545:0.999999964860792:1000:4.808000000000001:0.0:4.22:50
1.230914235534168:0.3887472727272727:0.8488755579471067:1000:1.544:0.0:3.32:50
1.6376955371588755:0.0001389090909090909:0.999999980704272:1000:4.5200000000000005:0.0:4.22:50
0.6057116278515823:0.0009596363636363637:0.9999990790980494:1000:1.736:0.0:4.04:50
1.7775989793202553:0.00018363636363636363:0.9999999662776861:1000:4.904:0.0:3.98:50
2.937953637819733:0.6983456363636363:0.5123133721718673:1000:0.968:0.0:2.54:50
1.3308262384402458:0.00022090909090909092:0.999999951199175:1000:4.04:0.0:3.74:50
0.9137697116077641:0.00014854545454545453:0.9999999779342479:1000:2.4080000000000004:0.0:4.64:50
0.7462297277810119:0.35867418181818184:0.8713528312970572:1000:0.8720000000000001:0.0:4.46:50
2.32075240348218:0.7123165454545455:0.49260513907170256:1000:1.544:0.0:2.18:50
3.2305880550502364:0.3377463636363636:0.8859273938504112:1000:5.0:0.0:2.18:50
1.1735071933515284:0.0013747272727272727:0.999998110124927:1000:4.808000000000001:0.0:2.84:50
2.194066656733615:0.013280909090909091:0.9998236174537197:1000:0.2:0.0:4.88:50
1.8753209818438963:0.5076029090909091:0.742339286682446:1000:0.968:0.0:3.44:50
2.1663933725697166:0.4262047272727273:0.8183495304503805:1000:0.2:0.0:4.279999999999999:50
2.5357427700832407:0.43774636363636366:0.8083781211231393:1000:3.656:0.0:2.18:50
2.7277945574476803:0.24498036363636363:0.939984621432596:1000:4.808000000000001:0.0:2.42:50
2.317738991303109:0.4971789090909091:0.7528131323551733:1000:1.448:0.0:2.9:50
2.766014708818912:0.6255876363636363:0.6086401092289592:1000:1.928:0.0:2.18:50
0.7586108804450009:0.0012618181818181819:0.9999984078148756:1000:2.216:0.0:4.279999999999999:50
0.8649261743169184:0.0005525454545454545:0.9999996946935207:1000:3.3680000000000003:0.0:2.96:50
3.0110189145362334:0.6090414545454546:0.6290685066451566:1000:0.776:0.0:3.08:50
0.5526699550064803:7.090909090909091e-06:0.999999999949721:1000:1.256:0.0:4.88:50
1.8348779662278374:0.00037036363636363634:0.9999998628307781:1000:4.712000000000001:0.0:5.0:50
2.3594956421222837:0.43482454545454546:0.810927614670249:1000:2.216:0.0:2.54:50
1.0235435299962305:0.0005054545454545455:0.999999744515702:1000:3.08:0.0:3.86:50
19.76216644181845:0.7891118181818182:0.3773025384057851:1000:0.5840000000000001:0.0:2.18:50
0.7664053369415964:7.963636363636364e-05:0.9999999936580497:1000:1.832:0.0:4.88:50
1.923909494308679:0.47992145454545454:0.769675397466975:1000:0.776:0.0:3.98:50
0.4956335648989187:0.0061512727272727274:0.9999621618438361:1000:1.16:0.0:4.16:50
1.438808520654531:0.00044654545454545457:0.9999998005971558:1000:4.136:0.0:4.279999999999999:50
1.0558515969401712:0.0002763636363636364:0.99999992362314:1000:3.08:0.0:4.34:50
2.1892254873648507:0.3791989090909091:0.8562081873442637:1000:2.216:0.0:2.7199999999999998:50
0.8263157852131094:0.0013738181818181818:0.9999981126236023:1000:2.3120000000000003:0.0:4.16:50
0.8544534174315506:0.0008085454545454546:0.9999993462542504:1000:2.216:0.0:4.88:50
0.6127841850244644:0.0006643636363636363:0.9999995586209571:1000:1.64:0.0:4.76:50
1.4972663169995135:0.00044236363636363635:0.9999998043144138:1000:4.808000000000001:0.0:3.6799999999999997:50
1.1547076667388858:0.0009892727272727273:0.99999902133947:1000:4.5200000000000005:0.0:2.96:50
35.73473521244647:0.7571672727272727:0.42669772111074383:1000:0.48800000000000004:0.0:2.36:50
2.0762186698589686:0.5402647272727272:0.708114024464926:1000:0.968:0.0:3.26:50
2.481362450966826:0.6256258181818182:0.6085923356243295:1000:2.216:0.0:2.0:50
1.9915352025546351:0.5070038181818182:0.7429471283490586:1000:0.6799999999999999:0.0:4.1:50
1.2182800838306862:9.618181818181819e-05:0.9999999907490565:1000:4.04:0.0:3.38:50
2.8528599000022195:0.5841927272727273:0.6587188574016528:1000:1.064:0.0:2.7800000000000002:50
1.922529283040423:0.0003050909090909091:0.9999999069195394:1000:5.0:0.0:4.699999999999999:50
0.5829144355401318:0.0007823636363636364:0.9999993879071403:1000:1.544:0.0:4.46:50
1.7327144979859974:0.0002587272727272727:0.9999999330601989:1000:4.5200000000000005:0.0:4.4:50
0.5236865818530846:0.0036985454545454544:0.9999863207615203:1000:1.256:0.0:4.46:50
1.9714592200243568:0.4789861818181818:0.7705722376272387:1000:0.776:0.0:4.46:50
3.1075272939543543:0.45209218181818184:0.7956126591388771:1000:2.7920000000000003:0.0:2.36:50
0.7044168739426747:0.00010745454545454545:0.9999999884535198:1000:1.832:0.0:4.9399999999999995:50
1.35501724191736:0.3964072727272727:0.8428612741289251:1000:0.776:0.0:4.34:50
2.459916520672332:0.5511778181818182:0.6962030127443293:1000:0.5840000000000001:0.0:3.98:50
78.43194948239332:0.540973090909091:0.7073481149122658:1000:0.29600000000000004:0.0:4.1:50
3.3705207339326417:0.46894636363636366:0.7800893080322304:1000:3.4640000000000004:0.0:2.18:50
0.8283866346530674:0.0007281818181818181:0.9999994697512392:1000:2.3120000000000003:0.0:4.04:50
1.729719913935311:0.44852945454545456:0.7988213284051567:1000:0.5840000000000001:0.0:4.58:50
1.8205878913145306:0.24463454545454547:0.9401539391702483:1000:3.656:0.0:2.54:50
1.3865761925703972:0.00039018181818181816:0.9999998477581479:1000:4.5200000000000005:0.0:3.5:50
0.8040250404544163:0.00010854545454545455:0.9999999882178852:1000:2.024:0.0:4.64:50
1.2192442413193456:0.000362:0.9999998689559999:1000:4.04:0.0:3.44:50
0.8796259042866712:0.00038872727272727274:0.9999998488911064:1000:2.5040000000000004:0.0:4.04:50
3.0845121806805316:0.5830867272727273:0.6600098684783806:1000:0.48800000000000004:0.0:3.92:50
1.7539450306167121:0.00044618181818181817:0.9999998009217841:1000:4.5200000000000005:0.0:4.64:50
0.960140083263117:0.06332545454545455:0.9959898868066102:1000:4.136:0.0:2.66:50
0.8778085318357444:6.145454545454546e-05:0.9999999962233398:1000:3.08:0.0:3.1399999999999997:50
2.9775717598334666:0.5428221818181819:0.7053440789261487:1000:3.176:0.0:2.0:50
1.5303142372440763:0.00035745454545454546:0.9999998722262478:1000:4.328:0.0:4.4:50
0.8485543840298553:0.8667603636363637:0.24872647202895845:1000:0.29600000000000004:0.0:2.06:50
0.884859342230369:0.00047654545454545454:0.9999997729044269:1000:2.5040000000000004:0.0:4.16:50
1.7088574784188661:0.390046:0.8478641178839978:1000:0.5840000000000001:0.0:4.88:50
1.1432690829693282:5.4545454545454545e-06:0.9999999999702481:1000:3.656:0.0:3.44:50
3.424655124105493:0.7802812727272728:0.39116113543110775:1000:0.776:0.0:2.18:50
1.3916006093429252:0.0005303636363636363:0.9999997187144123:1000:5.0:0.0:3.08:50
0.8724438089070758:0.00029036363636363634:0.9999999156889585:1000:2.216:0.0:4.76:50
2.6780372156497436:0.5082763636363636:0.7416551381685943:1000:1.64:0.0:2.54:50
2.721510005742135:0.36974345454545454:0.8632897778207935:1000:4.04:0.0:2.3:50
2.958138052549752:0.5612612727272728:0.6849857837365607:1000:0.5840000000000001:0.0:3.5:50
0.7970015330209532:0.00024454545454545454:0.9999999401975201:1000:1.928:0.0:4.58:50
0.968546925073528:0.008215272727272727:0.9999325092940174:1000:3.9440000000000004:0.0:2.7199999999999998:50
1.0728002712284481:0.0003012727272727273:0.999999909234742:1000:2.6:0.0:5.0:50
0.6782881710994847:0.0008494545454545455:0.9999992784269769:1000:1.928:0.0:4.46:50
2.861099371804649:0.6096538181818182:0.6283222219763297:1000:0.5840000000000001:0.0:3.38:50
1.3315520379205823:0.0006009090909090909:0.9999996389082642:1000:3.7520000000000002:0.0:4.279999999999999:50
1.1275460761789065:5.290909090909091e-05:0.9999999972006299:1000:2.8880000000000003:0.0:4.64:50
29.98912440544307:0.8115683636363636:0.34135679114459394:1000:0.5840000000000001:0.0:2.12:50
0.9555504984205532:0.0001889090909090909:0.9999999643133551:1000:2.8880000000000003:0.0:3.74:50
2.7128245194604657:0.6265025454545454:0.6074945605389757:1000:2.3120000000000003:0.0:2.0:50
1.03733254279172:8.636363636363636e-05:0.9999999925413207:1000:2.9840000000000004:0.0:3.92:50
0.7885787327046335:7.218181818181819e-05:0.9999999947897846:1000:2.4080000000000004:0.0:3.86:50
1.398678499565227:0.23573181818181818:0.944430509896696:1000:4.424:0.0:2.6:50
0.9999657119366729:0.0008754545454545455:0.9999992335793387:1000:3.4640000000000004:0.0:3.08:50
0.7324079526006738:0.0005634545454545455:0.9999996825189746:1000:1.928:0.0:4.64:50
1.5452773728161509:0.0004123636363636364:0.9999998299562309:1000:4.424:0.0:4.4:50
1.5457787216892411:9.563636363636363e-05:0.9999999908536862:1000:4.808000000000001:0.0:3.74:50
2.641962146512767:0.6601156363636363:0.5642473466282317:1000:1.64:0.0:2.12:50
2.4780210499464177:0.4807098181818182:0.7689180707036039:1000:0.48800000000000004:0.0:4.88:50
4.1461899350416695:0.6665576363636364:0.5557009174053223:1000:0.48800000000000004:0.0:3.1399999999999997:50
0.9532496644993221:0.0005047272727272727:0.9999997452503807:1000:2.696:0.0:4.52:50
0.738346329625989:0.003903090909090909:0.9999847658813575:1000:2.6:0.0:3.26:50
1.10658610344668:4.872727272727273e-05:0.9999999976256524:1000:3.7520000000000002:0.0:3.32:50
1.6443494308020452:0.21532363636363636:0.9536357316231406:1000:2.696:0.0:2.96:50
1.1025454288011562:0.00048181818181818184:0.9999997678512351:1000:3.9440000000000004:0.0:3.38:50
1.398996715844231:0.0005747272727272728:0.9999996696885615:1000:3.56:0.0:4.699999999999999:50
2.4033519426127117:0.2570021818181818:0.9339498785406936:1000:4.232:0.0:2.48:50
3.1501513031814006:0.43898345454545457:0.8072935266353388:1000:3.176:0.0:2.3:50
1.7366750490409433:0.00026636363636363636:0.9999999290504127:1000:4.328:0.0:4.58:50
13.814529436962605:0.768902:0.4087897143960005:1000:0.48800000000000004:0.0:2.54:50
1.014168556199581:0.0006341818181818181:0.9999995978134205:1000:3.08:0.0:3.5:50
0.9880217024527224:0.00028545454545454544:0.9999999185157022:1000:3.4640000000000004:0.0:3.2:50
0.5430484688167257:0.0023363636363636364:0.9999945414049575:1000:1.064:0.0:4.52:50
0.9660079272220812:0.0006774545454545454:0.9999995410553373:1000:2.6:0.0:4.76:50
1.929740871283194:0.7426145454545454:0.44852363687933905:1000:0.29600000000000004:0.0:2.7800000000000002:50
0.7247872359254938:0.0005476363636363636:0.9999997000944132:1000:1.832:0.0:5.0:50
71.41313541172198:0.5520812727272727:0.6952062683038349:1000:0.29600000000000004:0.0:3.8:50
3.1371396341351185:0.3585992727272727:0.8714065615994708:1000:3.7520000000000002:0.0:2.3:50
1.2063619024953809:0.00021581818181818182:0.9999999534225114:1000:3.3680000000000003:0.0:4.58:50
0.8840292103813812:0.006903090909090909:0.999952347335901:1000:3.3680000000000003:0.0:2.7199999999999998:50
23.69530373772122:0.7733643636363636:0.4019075610573229:1000:0.392:0.0:2.6:50
0.6670630804678865:0.0005494545454545455:0.9999996980997021:1000:2.024:0.0:3.62:50
1.84082421416765:0.00034854545454545457:0.9999998785160673:1000:4.904:0.0:4.22:50
