r_err,mag,sus,N,T,h,gamma,n,no_h_err,model
1.012228996,0.189034109,0.000272642,2500,3.08,0,2.9,50,0.992349077,SF
0.261494342,0.022170109,8.13E-05,2500,3.464,0,4.04,50,0.256215028,SF
2.405750248,0.508006182,0.060588407,2500,0.296,0,4.28,50,2.357662736,SF
0.126437692,0.045270182,0.000816774,2500,1.352,0,5,50,0.123711486,SF
2.619052426,0.370960655,0.000117952,2500,3.464,0,2.42,50,2.566739404,SF
0.149386385,0.144759927,0.001156875,2500,1.832,0,3.86,50,0.146242038,SF
1.871759403,0.155512073,0.000126264,2500,4.904,0,2.6,50,1.83463861,SF
0.333116398,0.019864436,5.78E-05,2500,3.848,0,4.94,50,0.326424395,SF
0.268499263,0.021287418,8.35E-05,2500,3.08,0,5,50,0.263087331,SF
0.271209864,0.023767127,8.35E-05,2500,3.848,0,3.38,50,0.265753986,SF
0.422109941,0.018985018,4.09E-05,2500,5,0,4.88,50,0.413652852,SF
2.13000104,0.519809382,0.002773163,2500,0.488,0,4.16,50,2.087425953,SF
0.306932951,0.021955418,6.10E-05,2500,4.616,0,3.32,50,0.300766376,SF
0.83353567,0.248307418,0.000577947,2500,1.736,0,3.56,50,0.817083421,SF
1.200664068,0.461618255,0.000754827,2500,0.872,0,3.86,50,1.176727899,SF
2.18132002,0.774455709,0.000193045,2500,0.584,0,2.48,50,2.137710027,SF
2.206784672,0.450617673,0.005065,2500,0.392,0,4.82,50,2.16267583,SF
0.330095526,0.020088291,5.38E-05,2500,4.232,0,4.28,50,0.32343617,SF
2.373743978,0.583608218,0.000275114,2500,1.16,0,2.84,50,2.326311855,SF
2.989957206,0.4920472,0.000116203,2500,2.696,0,2.24,50,2.930197211,SF
0.175923427,0.0392088,0.000330841,2500,2.504,0,3.38,50,0.172307261,SF
0.415288771,0.018750109,3.97E-05,2500,5,0,4.34,50,0.40693871,SF
0.306475755,0.020652218,6.37E-05,2500,3.848,0,3.98,50,0.300291259,SF
0.147923235,0.055834036,0.000801052,2500,1.736,0,4.1,50,0.144811408,SF
0.279871903,0.024660145,8.07E-05,2500,4.232,0,3.38,50,0.274200095,SF
0.273060243,0.022251564,8.10E-05,2500,3.56,0,3.86,50,0.267541415,SF
0.32501328,0.021325309,5.21E-05,2500,4.904,0,3.56,50,0.318494941,SF
0.183461046,0.029913964,0.000229816,2500,2.216,0,3.92,50,0.179684666,SF
0.786740468,0.371728436,0.000733771,2500,1.16,0,3.8,50,0.771160067,SF
0.375748434,0.019065309,4.60E-05,2500,4.424,0,4.28,50,0.36823826,SF
2.383362349,0.520919564,0.005460062,2500,0.392,0,4.16,50,2.335717832,SF
2.565634909,0.424745236,8.22E-05,2500,4.04,0,2.18,50,2.514383953,SF
2.287165515,0.590406182,0.000640063,2500,0.68,0,3.5,50,2.241448046,SF
0.201580635,0.024599127,0.000150732,2500,2.312,0,4.88,50,0.197471812,SF
2.440072373,0.646156,0.000115673,2500,1.832,0,2.12,50,2.391288942,SF
0.619535919,0.139693527,0.000397968,2500,2.792,0,3.08,50,0.607710506,SF
0.115692904,0.103564655,0.002785199,2500,1.256,0,4.64,50,0.113217185,SF
3.219298906,0.380820727,8.81E-05,2500,4.136,0,2.24,50,3.15496099,SF
2.463463011,0.391939418,0.000124238,2500,3.176,0,2.42,50,2.414266226,SF
0.1965652,0.028556945,0.000186088,2500,2.504,0,3.92,50,0.192583523,SF
0.314625505,0.020183055,6.44E-05,2500,3.656,0,4.76,50,0.308297487,SF
2.910725032,0.562622036,0.000148176,2500,1.832,0,2.36,50,2.852549608,SF
0.488005752,0.125562255,0.000934059,2500,1.832,0,3.62,50,0.478668896,SF
0.315812992,0.019972436,6.36E-05,2500,3.656,0,4.7,50,0.309414595,SF
2.764647795,0.480505018,0.00016157,2500,2.216,0,2.42,50,2.709411065,SF
0.323530211,0.019828873,6.10E-05,2500,3.752,0,4.7,50,0.316972761,SF
1.747698479,0.474769091,0.00066652,2500,0.872,0,3.68,50,1.712791348,SF
0.31361923,0.022028436,5.94E-05,2500,4.712,0,3.32,50,0.307307832,SF
1.978269177,0.372377091,0.000252142,2500,2.12,0,2.9,50,1.938801565,SF
2.708319053,0.687930255,0.000333367,2500,0.584,0,3.02,50,2.654166313,SF
0.159847299,0.030268727,0.000274195,2500,1.832,0,4.7,50,0.156495377,SF
0.115080499,0.235073091,0.00150316,2500,1.16,0,4.4,50,0.113852155,SF
0.200503873,0.025294255,0.000161231,2500,2.312,0,4.7,50,0.196380849,SF
0.132110098,0.131333018,0.002006861,2500,1.64,0,3.92,50,0.129311824,SF
0.293897397,0.074674982,0.000158323,2500,4.808,0,2.9,50,0.287942774,SF
0.173351466,0.075861673,0.000731179,2500,2.312,0,3.62,50,0.16990517,SF
1.731550066,0.457275782,0.001106241,2500,0.776,0,4.04,50,1.696960191,SF
2.743293789,0.639575055,0.000167555,2500,1.352,0,2.36,50,2.688447461,SF
0.34609901,0.019673818,5.28E-05,2500,4.232,0,4.58,50,0.339137679,SF
0.296571562,0.028036218,8.61E-05,2500,5,0,2.9,50,0.290574692,SF
2.652123309,0.533084873,0.000132832,2500,2.216,0,2.36,50,2.599124119,SF
1.535676136,0.153750327,0.000203288,2500,3.752,0,2.78,50,1.505265146,SF
0.220640121,0.030881091,0.000156013,2500,3.368,0,3.26,50,0.216133513,SF
0.905594153,0.225364073,0.000338153,2500,2.6,0,2.96,50,0.887786313,SF
0.174736031,0.167359418,0.000573973,2500,2.312,0,3.32,50,0.171328897,SF
0.201762909,0.0282528,0.000172348,2500,2.6,0,3.74,50,0.197622469,SF
1.633735394,0.840572655,0.000219206,2500,0.296,0,2.12,50,1.614562555,SF
2.38587596,0.533323709,0.001747653,2500,0.392,0,4.28,50,2.33818389,SF
0.186444333,0.038107709,0.000316862,2500,2.312,0,3.98,50,0.182616661,SF
2.598793603,0.5612736,0.000106077,2500,2.504,0,2.24,50,2.546871925,SF
1.573691827,0.188023564,0.000237299,2500,3.176,0,2.84,50,1.542458689,SF
2.503369009,0.724545236,0.000152778,2500,1.064,0,2.24,50,2.453310447,SF
0.241510084,0.072431564,0.00026215,2500,3.944,0,3.02,50,0.236642075,SF
0.36562087,0.019525891,5.06E-05,2500,4.328,0,4.46,50,0.358208745,SF
2.871104605,0.447834982,0.000102674,2500,3.272,0,2.24,50,2.813738275,SF
0.142981624,0.033622109,0.000419847,2500,1.544,0,4.88,50,0.139950242,SF
2.625960722,0.617731418,0.000116006,2500,1.928,0,2.24,50,2.573467262,SF
1.718712949,0.226504,0.000189966,2500,3.368,0,2.78,50,1.684527516,SF
0.260732121,0.046615418,0.000204934,2500,4.136,0,3.02,50,0.255487853,SF
2.500995691,0.615903418,0.005511837,2500,0.392,0,3.56,50,2.451002984,SF
0.197254529,0.024880218,0.000157101,2500,2.216,0,5,50,0.193223114,SF
0.17540561,0.042057527,0.000388181,2500,2.408,0,3.56,50,0.171769372,SF
0.232908495,0.023689309,0.000108043,2500,2.888,0,4.4,50,0.228133075,SF
1.805901808,0.219494691,0.03747073,2500,0.2,0,3.32,50,1.769863331,SF
1.30522983,0.209084945,0.000229237,2500,3.272,0,2.78,50,1.279388182,SF
2.26088909,0.530250182,0.000294364,2500,1.352,0,2.78,50,2.215728825,SF
3.137082604,0.397392655,6.78E-05,2500,5,0,2.06,50,3.074386977,SF
2.797302247,0.613627127,0.000127073,2500,1.832,0,2.18,50,2.74137506,SF
0.194312633,0.085893455,0.000488073,2500,3.08,0,3.02,50,0.190422284,SF
0.271636551,0.025938182,9.16E-05,2500,4.136,0,3.2,50,0.266127098,SF
1.144428274,0.292410836,0.000475464,2500,1.832,0,3.02,50,1.121698921,SF
0.2252811,0.034687636,0.000194697,2500,3.08,0,3.68,50,0.220736474,SF
0.193913214,0.035265818,0.000249705,2500,2.696,0,3.62,50,0.189934943,SF
1.535910647,0.474583564,0.001123797,2500,0.68,0,4.46,50,1.505235287,SF
0.386743957,0.019124145,4.53E-05,2500,4.616,0,4.76,50,0.378993343,SF
0.299187641,0.024653236,8.34E-05,2500,4.136,0,3.74,50,0.293088105,SF
0.277120077,0.021932073,7.40E-05,2500,3.656,0,4.1,50,0.27153027,SF
0.262210153,0.021686473,8.61E-05,2500,3.08,0,4.88,50,0.256891318,SF
1.746787258,0.491617018,0.000738731,2500,0.776,0,3.92,50,1.711892673,SF
0.248343426,0.049087564,0.000243587,2500,3.848,0,3.14,50,0.243311818,SF
2.691636753,0.681022109,0.000418265,2500,0.584,0,2.96,50,2.63781619,SF
2.538896229,0.623347636,0.000282494,2500,0.968,0,2.9,50,2.488143335,SF
0.713069798,0.364589309,0.001384309,2500,0.776,0,4.88,50,0.698925543,SF
2.190188962,0.265982182,0.000139861,2500,3.848,0,2.48,50,2.146521492,SF
2.163846511,0.306335491,0.000154291,2500,3.272,0,2.48,50,2.12069115,SF
2.326261079,0.370533455,0.086796932,2500,0.296,0,3.98,50,2.279762999,SF
0.338511997,0.020183927,5.70E-05,2500,4.04,0,4.28,50,0.331657637,SF
1.229452635,0.1500528,0.000183344,2500,4.04,0,2.72,50,1.205264467,SF
0.246802505,0.023112655,9.45E-05,2500,3.176,0,3.92,50,0.241767185,SF
3.041113812,0.442571491,7.81E-05,2500,4.04,0,2.06,50,2.980334551,SF
2.657976192,0.330452364,0.000137353,2500,3.368,0,2.48,50,2.60489787,SF
3.173399829,0.815979345,0.000389338,2500,0.2,0,2.24,50,3.154883674,SF
0.158929177,0.033792436,0.000330136,2500,1.928,0,4.16,50,0.155614591,SF
2.655955916,0.432325091,0.000150815,2500,2.6,0,2.48,50,2.602893999,SF
1.42405606,0.416342036,0.000408674,2500,1.448,0,3.08,50,1.395678255,SF
0.200166829,0.033052291,0.000230104,2500,2.6,0,3.8,50,0.1960835,SF
1.420810568,0.826617309,0.000192796,2500,0.392,0,2.24,50,1.392747122,SF
2.124571223,0.524301818,0.000313312,2500,1.256,0,3.02,50,2.082138122,SF
3.077752674,0.4696984,8.21E-05,2500,3.752,0,2.06,50,3.016234799,SF
0.179544994,0.087607491,0.000673362,2500,2.6,0,3.14,50,0.175878635,SF
0.295148404,0.022115273,6.43E-05,2500,4.328,0,3.44,50,0.28920888,SF
0.523858112,0.332140727,0.001267679,2500,0.872,0,4.58,50,0.513555115,SF
0.340802437,0.019743418,5.53E-05,2500,4.04,0,4.46,50,0.333911842,SF
2.183221023,0.685649964,0.019632125,2500,0.296,0,3.2,50,2.139672822,SF
2.372283094,0.715826182,0.000390324,2500,0.392,0,2.9,50,2.324890386,SF
1.361500029,0.456849964,0.000813041,2500,0.872,0,3.8,50,1.33433369,SF
1.593532108,0.804095855,0.000125845,2500,0.776,0,2.06,50,1.561669707,SF
2.669276558,0.549151636,9.99E-05,2500,2.6,0,2.18,50,2.615934018,SF
2.756677602,0.677078618,0.000560802,2500,0.488,0,3.02,50,2.701559604,SF
0.32663733,0.020009964,6.02E-05,2500,3.752,0,4.76,50,0.320080124,SF
2.206579428,0.355193891,0.000198442,2500,2.6,0,2.6,50,2.162543286,SF
0.339053218,0.019979273,4.93E-05,2500,4.616,0,3.62,50,0.332248428,SF
2.728492711,0.6509496,0.000298391,2500,0.872,0,2.9,50,2.67394213,SF
0.300000237,0.020871855,6.34E-05,2500,3.944,0,3.98,50,0.293949157,SF
0.968532433,0.149169236,0.000235946,2500,3.56,0,2.84,50,0.949639459,SF
0.704272728,0.293590036,0.001337294,2500,0.968,0,4.22,50,0.690331209,SF
0.258409906,0.078311055,0.000217818,2500,4.136,0,2.96,50,0.253180637,SF
2.482138215,0.333297309,0.000116234,2500,3.944,0,2.3,50,2.432588953,SF
0.194819123,0.028071127,0.000186074,2500,2.408,0,4.16,50,0.190822556,SF
0.223456567,0.0256832,0.000115041,2500,3.176,0,3.5,50,0.21890224,SF
0.479065334,0.282179055,0.000936964,2500,1.256,0,4.04,50,0.469756237,SF
0.348815746,0.0198752,5.70E-05,2500,3.944,0,4.82,50,0.341760958,SF
0.334389976,0.023316873,7.16E-05,2500,4.136,0,4.16,50,0.327581894,SF
1.487580903,0.233237818,0.000135292,2500,4.136,0,2.54,50,1.458073745,SF
0.193338561,0.079505891,0.000617437,2500,2.984,0,3.02,50,0.189387815,SF
0.13017509,0.123355927,0.001914984,2500,1.352,0,4.76,50,0.127399582,SF
0.578960163,0.357478327,0.001284488,2500,0.872,0,4.76,50,0.5675427,SF
0.282713519,0.021772291,7.47E-05,2500,3.56,0,4.16,50,0.27701057,SF
0.319090204,0.0200752,6.10E-05,2500,3.848,0,4.22,50,0.312666702,SF
0.212839927,0.024943782,0.000124883,2500,2.792,0,3.98,50,0.208480247,SF
0.203080275,0.058966836,0.000421249,2500,3.08,0,3.26,50,0.198917688,SF
1.078607628,0.217653964,0.00042629,2500,2.216,0,3.2,50,1.057252279,SF
1.979175681,0.491634909,0.066701708,2500,0.2,0,3.62,50,1.939656208,SF
3.444580365,0.428633382,6.62E-05,2500,4.712,0,2,50,3.375716961,SF
2.530698781,0.628285891,0.002150128,2500,0.392,0,3.5,50,2.480107985,SF
3.332895733,0.411975418,7.78E-05,2500,4.328,0,2.12,50,3.266271416,SF
0.417450658,0.018766545,4.20E-05,2500,4.808,0,4.94,50,0.409022893,SF
2.840968955,0.4995184,9.75E-05,2500,2.984,0,2.18,50,2.78418393,SF
0.264999582,0.021517964,8.82E-05,2500,3.08,0,4.94,50,0.25961681,SF
0.23841307,0.023335345,1.00E-04,2500,3.176,0,4.1,50,0.233538051,SF
2.054795012,0.145920073,0.009980657,2500,0.2,0,4.52,50,2.013742757,SF
0.236298866,0.023006255,0.000109792,2500,2.792,0,4.46,50,0.231481538,SF
0.365879981,0.019435564,4.84E-05,2500,4.424,0,4.22,50,0.358490538,SF
0.380340047,0.019738764,4.72E-05,2500,4.52,0,4.88,50,0.37266263,SF
0.295854203,0.040522764,0.000136824,2500,5,0,2.84,50,0.289940502,SF
0.220881916,0.023251273,0.000122235,2500,2.504,0,5,50,0.216367982,SF
2.475865624,0.581931855,0.000131922,2500,1.928,0,2.36,50,2.426401645,SF
0.25460425,0.023189527,8.63E-05,2500,3.56,0,3.74,50,0.249396782,SF
0.111859586,0.134197745,0.003061086,2500,1.256,0,4.4,50,0.109441966,SF
1.702991582,0.450255491,0.001636083,2500,0.584,0,4.76,50,1.668967542,SF
0.249094956,0.025554327,0.000105481,2500,3.464,0,3.68,50,0.244053725,SF
2.310599179,0.757907491,0.000184673,2500,0.68,0,2.42,50,2.264399732,SF
0.231641253,0.023324655,0.000117684,2500,2.696,0,4.58,50,0.226936146,SF
1.973840269,0.535708655,0.000667627,2500,0.776,0,3.68,50,1.934397523,SF
0.304415225,0.020817236,6.12E-05,2500,4.04,0,4.04,50,0.298254867,SF
2.146929666,0.783620218,0.000166232,2500,0.68,0,2.36,50,2.104005975,SF
0.629827917,0.143317164,0.000379959,2500,2.888,0,3.02,50,0.617811152,SF
1.352726844,0.390992145,0.000411562,2500,1.544,0,3.2,50,1.325791722,SF
2.615871474,0.327588073,7.88E-05,2500,4.808,0,2.36,50,2.563637469,SF
0.183572735,0.073312364,0.000628946,2500,2.504,0,3.32,50,0.179741593,SF
2.950809811,0.363508218,0.000129693,2500,3.272,0,2.36,50,2.891851861,SF
0.225838292,0.023321818,0.000119592,2500,2.6,0,4.82,50,0.22122989,SF
0.215303073,0.053696218,0.000374187,2500,3.176,0,3.26,50,0.210922007,SF
1.504233428,0.187597455,0.000215372,2500,3.368,0,2.84,50,1.474421411,SF
0.110160746,0.237578036,0.002181015,2500,1.16,0,4.34,50,0.109699453,SF
0.360707256,0.019669382,5.05E-05,2500,4.424,0,4.46,50,0.353432153,SF
0.190599402,0.026635709,0.000178517,2500,2.216,0,4.94,50,0.1866588,SF
2.066090733,0.410593673,0.000248394,2500,1.928,0,2.84,50,2.024849491,SF
0.110644003,0.070966545,0.002009111,2500,1.16,0,4.94,50,0.108234044,SF
0.285261708,0.020889164,7.48E-05,2500,3.272,0,4.76,50,0.279460445,SF
0.182755681,0.0374368,0.000328018,2500,2.408,0,3.62,50,0.179025552,SF
0.343913166,0.019834473,5.26E-05,2500,4.328,0,4.22,50,0.336979918,SF
0.199942415,0.029587927,0.000202285,2500,2.408,0,4.34,50,0.195845311,SF
0.185148375,0.027475055,0.000201341,2500,2.12,0,4.94,50,0.181315806,SF
0.252831057,0.023005455,9.11E-05,2500,3.272,0,4.22,50,0.247673085,SF
2.50313664,0.567847927,0.003695358,2500,0.392,0,4.34,50,2.453100916,SF
2.579444889,0.568839564,0.001273567,2500,0.488,0,3.86,50,2.527873202,SF
0.327960447,0.020354764,5.49E-05,2500,4.232,0,4.16,50,0.321339647,SF
0.233547654,0.022699491,0.000110023,2500,2.696,0,4.76,50,0.228789812,SF
2.398392732,0.674137309,0.000123372,2500,1.544,0,2.12,50,2.350435731,SF
1.969820319,0.4720392,0.000333939,2500,1.352,0,3.02,50,1.930494235,SF
0.753698939,0.377585964,0.001050586,2500,0.968,0,4.1,50,0.738760897,SF
2.670120856,0.651822982,0.000341275,2500,0.872,0,2.84,50,2.616736897,SF
0.387935794,0.019342764,4.38E-05,2500,4.904,0,4.04,50,0.380136493,SF
2.795775541,0.306798909,0.000105654,2500,4.232,0,2.3,50,2.739951656,SF
1.787222875,0.830742182,0.000120433,2500,0.68,0,2.12,50,1.751493353,SF
2.384554628,0.571211345,0.000731306,2500,0.584,0,3.8,50,2.336885379,SF
2.530397171,0.623740582,0.00018411,2500,1.352,0,2.54,50,2.47981654,SF
1.490960425,0.4606536,0.000599112,2500,0.968,0,3.92,50,1.461207124,SF
2.224447352,0.339175055,0.000153142,2500,2.984,0,2.66,50,2.180047518,SF
0.252169269,0.022271491,8.63E-05,2500,3.272,0,4.16,50,0.247063942,SF
0.087748857,0.319719418,0.002678669,2500,0.776,0,4.82,50,0.087532605,SF
0.274548665,0.021604945,7.93E-05,2500,3.368,0,4.34,50,0.268958648,SF
0.367134846,0.020136509,4.67E-05,2500,5,0,3.8,50,0.359758577,SF
0.294228863,0.022351855,6.18E-05,2500,4.52,0,3.26,50,0.288279798,SF
2.496737681,0.560276509,9.49E-05,2500,2.792,0,2.06,50,2.446844698,SF
2.002268235,0.787050836,0.000140939,2500,0.776,0,2.24,50,1.962231807,SF
0.119501571,0.120838836,0.00306441,2500,1.256,0,4.58,50,0.116920308,SF
0.28188772,0.021323782,7.07E-05,2500,3.656,0,3.98,50,0.276165761,SF
0.238282975,0.029314109,0.000133074,2500,3.56,0,3.32,50,0.23342248,SF
2.193199673,0.366735855,0.000176329,2500,2.792,0,2.6,50,2.149424313,SF
2.109986473,0.691237818,9.59E-05,2500,1.832,0,2.06,50,2.067803803,SF
0.846226881,0.289476655,0.000589022,2500,1.544,0,3.68,50,0.829496593,SF
2.26187115,0.652801527,0.000995881,2500,0.296,0,3.44,50,2.216690004,SF
1.588021845,0.214328,0.000138091,2500,4.232,0,2.54,50,1.556527331,SF
0.278227651,0.024759055,7.91E-05,2500,4.328,0,3.2,50,0.272603405,SF
1.273070639,0.446365818,0.000529839,2500,1.16,0,3.5,50,1.247708496,SF
0.156797182,0.136993818,0.001177625,2500,2.024,0,3.5,50,0.153523347,SF
1.489736265,0.402834327,0.000432208,2500,1.448,0,3.38,50,1.460046208,SF
1.907452292,0.779857236,0.000163634,2500,0.68,0,2.24,50,1.869312583,SF
1.150538417,0.332494182,0.000317305,2500,2.024,0,2.96,50,1.127701497,SF
0.25748106,0.024037091,8.63E-05,2500,3.848,0,3.44,50,0.252246373,SF
0.168331637,0.066563055,0.00074151,2500,2.12,0,3.8,50,0.164867286,SF
0.23073745,0.023265382,0.000109484,2500,2.792,0,4.7,50,0.226037737,SF
2.733062258,0.464068,9.41E-05,2500,3.368,0,2.18,50,2.678458373,SF
2.090157564,0.053120291,0.002400173,2500,0.2,0,4.16,50,2.048413458,SF
2.43168515,0.728774618,0.000157672,2500,0.968,0,2.24,50,2.383056888,SF
2.375331229,0.851368364,0.000205563,2500,0.296,0,2,50,2.359166162,SF
0.381986388,0.019181527,4.48E-05,2500,4.712,0,4.28,50,0.374300931,SF
0.409159252,0.018966327,4.08E-05,2500,5,0,4.4,50,0.400876942,SF
0.162954156,0.032473818,0.000302012,2500,1.928,0,4.4,50,0.15956142,SF
0.219808557,0.057648291,0.000317467,2500,3.272,0,3.2,50,0.215368316,SF
0.378747967,0.236849091,0.001140198,2500,1.352,0,4.04,50,0.371552361,SF
2.764471111,0.509050764,7.51E-05,2500,3.56,0,2,50,2.70921396,SF
0.214897576,0.025128509,0.000135425,2500,2.696,0,4.28,50,0.210529852,SF
1.921141114,0.360823055,0.000170178,2500,2.792,0,2.66,50,1.882821563,SF
2.014459828,0.553853818,0.000493682,2500,0.776,0,3.56,50,1.97420532,SF
0.184465953,0.027554909,0.000205624,2500,2.12,0,4.7,50,0.180691766,SF
0.267732976,0.0601968,0.000188759,2500,4.328,0,3.08,50,0.26232565,SF
2.253485233,0.758435273,0.000511088,2500,0.392,0,2.66,50,2.20853423,SF
2.980358421,0.302034327,9.60E-05,2500,4.52,0,2.24,50,2.9208363,SF
0.37870521,0.019437891,4.57E-05,2500,4.616,0,4.7,50,0.371034204,SF
0.104712606,0.269867782,0.001723349,2500,1.064,0,4.28,50,0.104390819,SF
0.209369835,0.037162327,0.000235045,2500,2.888,0,3.44,50,0.205097873,SF
0.241036724,0.026474909,0.000111964,2500,3.56,0,3.26,50,0.23616942,SF
2.836073417,0.5407384,0.000104055,2500,2.6,0,2.12,50,2.779380341,SF
1.229887535,0.431493745,0.000654618,2500,0.968,0,4.04,50,1.205376173,SF
0.240412421,0.024552655,0.000100618,2500,3.368,0,3.62,50,0.235541603,SF
2.678435352,0.521063927,9.46E-05,2500,2.984,0,2.12,50,2.624909442,SF
0.121280464,0.068575055,0.001637327,2500,1.352,0,4.58,50,0.118658891,SF
0.383950827,0.019406109,4.48E-05,2500,4.712,0,4.34,50,0.376217718,SF
0.104439737,0.152167418,0.00379349,2500,1.064,0,4.94,50,0.102165324,SF
0.356846097,0.019559709,4.94E-05,2500,4.424,0,4.34,50,0.349664759,SF
0.117121363,0.097871055,0.002393876,2500,1.352,0,4.16,50,0.114601825,SF
0.43176613,0.018717673,4.04E-05,2500,5,0,4.82,50,0.423064511,SF
0.191569287,0.061056145,0.000516671,2500,2.696,0,3.5,50,0.187640025,SF
0.166956685,0.031330764,0.000271546,2500,2.024,0,4.46,50,0.163503029,SF
2.32667702,0.677946182,0.000149621,2500,1.256,0,2.3,50,2.280156975,SF
0.292510791,0.028088364,8.97E-05,2500,4.712,0,3.08,50,0.286624479,SF
1.262162317,0.842188,0.000178769,2500,0.392,0,2.18,50,1.237316305,SF
0.330448407,0.019978764,5.90E-05,2500,3.848,0,4.58,50,0.323780033,SF
0.246680189,0.036543709,0.000171305,2500,3.944,0,3.08,50,0.241670646,SF
0.284132294,0.021121745,7.92E-05,2500,3.272,0,4.7,50,0.278413445,SF
0.333522176,0.020916655,5.06E-05,2500,4.808,0,3.56,50,0.32679303,SF
3.211528091,0.355046909,7.14E-05,2500,5,0,2.24,50,3.147346047,SF
0.409504466,0.018692364,4.19E-05,2500,4.616,0,5,50,0.401205566,SF
1.975404315,0.237715927,0.000138205,2500,3.944,0,2.54,50,1.936072188,SF
0.397987431,0.020016436,4.71E-05,2500,4.808,0,4.52,50,0.390013112,SF
1.440353313,0.208489818,0.000156879,2500,3.752,0,2.72,50,1.411830043,SF
2.60335868,0.460567709,0.000157471,2500,2.312,0,2.42,50,2.551352784,SF
2.55200845,0.432920218,0.000101972,2500,3.368,0,2.3,50,2.501044208,SF
0.29742701,0.020642036,7.20E-05,2500,3.368,0,4.88,50,0.291373891,SF
0.312037759,0.020776655,6.16E-05,2500,4.04,0,4.1,50,0.305722979,SF
1.949234727,0.394671491,0.000201225,2500,2.216,0,2.78,50,1.910341869,SF
2.502072432,0.484884073,0.000183013,2500,2.024,0,2.54,50,2.452101036,SF
2.506529679,0.639602545,0.001259222,2500,0.392,0,3.44,50,2.456429312,SF
0.200882704,0.025420509,0.000153514,2500,2.408,0,4.46,50,0.196785923,SF
2.691808135,0.645813382,0.000118573,2500,1.736,0,2.12,50,2.637989831,SF
0.163573485,0.043638836,0.00047714,2500,2.12,0,3.62,50,0.160194017,SF
0.251349813,0.022391636,9.58E-05,2500,2.984,0,4.82,50,0.246222229,SF
2.632409751,0.724625018,0.000184292,2500,0.872,0,2.48,50,2.579771857,SF
1.027019439,0.377919273,0.000512323,2500,1.352,0,3.44,50,1.006620301,SF
2.724344744,0.630786618,0.000192308,2500,1.256,0,2.6,50,2.66988422,SF
0.128933999,0.055662036,0.001088665,2500,1.448,0,4.76,50,0.126194208,SF
2.271719885,0.748021818,0.000364817,2500,0.392,0,2.72,50,2.226382745,SF
2.708380933,0.628486327,0.000353513,2500,0.776,0,3.02,50,2.65423022,SF
0.220905123,0.0299288,0.000167195,2500,2.888,0,3.62,50,0.216385964,SF
2.804009163,0.307855855,9.24E-05,2500,4.616,0,2.3,50,2.748014975,SF
2.296480111,0.453220945,0.001658404,2500,0.488,0,4.58,50,2.250571871,SF
0.215620364,0.067821455,0.000462243,2500,3.368,0,3.02,50,0.211224616,SF
2.268177166,0.302788509,0.000140466,2500,3.56,0,2.48,50,2.222921819,SF
2.422004116,0.394948727,0.00017789,2500,2.504,0,2.54,50,2.373637219,SF
1.710369425,0.221973018,0.000120491,2500,4.712,0,2.54,50,1.676404338,SF
0.211744216,0.024097745,0.000134162,2500,2.504,0,4.46,50,0.207401615,SF
0.261383122,0.022849818,9.32E-05,2500,3.176,0,4.22,50,0.256085828,SF
0.214086723,0.025717309,0.00012966,2500,2.888,0,3.56,50,0.209704451,SF
0.659790451,0.844651564,0.000336595,2500,0.2,0,2,50,0.646609268,SF
2.793267219,0.421613455,0.000171971,2500,2.408,0,2.42,50,2.737461515,SF
2.824295237,0.661360655,0.000242165,2500,0.968,0,2.72,50,2.767825237,SF
0.145922809,0.055051491,0.000877786,2500,1.64,0,4.64,50,0.142826208,SF
2.162386513,0.682428945,0.001061533,2500,0.296,0,3.08,50,2.119210473,SF
1.318897425,0.449205382,0.000639148,2500,1.064,0,3.62,50,1.292598561,SF
2.685208998,0.592449309,0.000275057,2500,1.064,0,2.84,50,2.631535394,SF
1.311958142,0.122396436,0.00018601,2500,4.04,0,2.9,50,1.286130419,SF
0.380701057,0.019183709,4.86E-05,2500,4.328,0,4.94,50,0.373045971,SF
2.788729898,0.303555927,9.55E-05,2500,4.328,0,2.42,50,2.733038158,SF
2.893896234,0.305524364,0.000109399,2500,4.04,0,2.42,50,2.836106132,SF
0.230483962,0.088311782,0.000257064,2500,3.56,0,3.08,50,0.226142116,SF
0.26259976,0.022317818,8.21E-05,2500,3.464,0,3.86,50,0.257286796,SF
0.238967121,0.030793018,0.000151,2500,3.368,0,3.5,50,0.234122587,SF
0.349271863,0.020117891,5.33E-05,2500,4.424,0,3.86,50,0.342180577,SF
2.760132178,0.715197891,0.000226165,2500,0.68,0,2.6,50,2.70494294,SF
1.358415981,0.306917382,0.000256733,2500,2.408,0,2.84,50,1.331418229,SF
0.33560164,0.020681018,5.01E-05,2500,4.904,0,3.38,50,0.328827156,SF
0.245982603,0.0255152,0.0001042,2500,3.464,0,3.5,50,0.240993361,SF
2.169864236,0.501841964,0.000603588,2500,0.872,0,3.62,50,2.126502353,SF
0.178711388,0.059593527,0.000582049,2500,2.504,0,3.44,50,0.175047162,SF
0.14821178,0.043982618,0.000590311,2500,1.736,0,4.16,50,0.145141017,SF
0.344954559,0.019832655,5.25E-05,2500,4.328,0,4.34,50,0.338001369,SF
0.233641882,0.024543055,0.000105562,2500,3.272,0,3.62,50,0.228906755,SF
2.940466279,0.392235855,0.000101718,2500,3.656,0,2.24,50,2.88171214,SF
