r_err,mag,sus,N,T,h,gamma,n,no_h_err,model
1.841669432,0.755834182,0.000104878,2500,1.256,0,2,50,1.804841476,SF
0.25278151,0.056491782,0.000254728,2500,4.04,0,3.08,50,0.247625433,SF
0.252403137,0.112910255,0.000170048,2500,4.904,0,2.54,50,0.247830589,SF
0.262481617,0.021741309,8.69E-05,2500,3.08,0,4.64,50,0.25715069,SF
2.80855232,0.462301309,0.000134625,2500,2.6,0,2.42,50,2.752426782,SF
0.776841332,0.275967855,0.000977756,2500,1.352,0,3.8,50,0.761476224,SF
1.052229017,0.321605455,0.000499839,2500,1.64,0,3.38,50,1.031341661,SF
0.240661542,0.022376364,9.98E-05,2500,2.888,0,4.94,50,0.23575925,SF
0.270662348,0.022557018,7.73E-05,2500,3.752,0,3.92,50,0.265205106,SF
0.19778046,0.025494836,0.000168172,2500,2.216,0,4.7,50,0.193713118,SF
1.361396295,0.391243127,0.000336891,2500,1.736,0,3.02,50,1.334295323,SF
0.462830765,0.192302836,0.000788052,2500,1.832,0,3.5,50,0.454015082,SF
0.331020391,0.019917382,5.65E-05,2500,4.04,0,4.76,50,0.324334805,SF
2.714339968,0.451113236,0.0002051,2500,2.024,0,2.6,50,2.660112406,SF
0.233762866,0.076638473,0.000290121,2500,3.464,0,3.14,50,0.229110704,SF
3.04212492,0.470945236,0.000116255,2500,2.792,0,2.18,50,2.981326449,SF
2.900765065,0.497248364,9.40E-05,2500,3.08,0,2.18,50,2.842782022,SF
0.325575809,0.021116727,5.19E-05,2500,4.808,0,3.62,50,0.318966935,SF
0.297254377,0.020117745,6.68E-05,2500,3.464,0,4.88,50,0.291284714,SF
2.131144822,0.064297818,0.002647476,2500,0.2,0,4.4,50,2.088560678,SF
0.201383319,0.029230545,0.000177663,2500,2.696,0,3.98,50,0.197245135,SF
0.57788364,0.309801891,0.002192278,2500,0.872,0,4.82,50,0.566472112,SF
0.211718973,0.078243345,0.000436109,2500,2.984,0,3.26,50,0.207395809,SF
0.372914371,0.160429818,0.002346158,2500,1.256,0,4.22,50,0.365789556,SF
1.977203504,0.7927496,0.000174865,2500,0.584,0,2.24,50,1.937680893,SF
0.280661511,0.021555636,7.60E-05,2500,3.464,0,4.1,50,0.274978868,SF
2.796036382,0.256159564,0.000109143,2500,4.424,0,2.48,50,2.740230239,SF
1.882846172,0.416173891,0.000307599,2500,1.736,0,2.96,50,1.845277484,SF
1.691353152,0.285678036,9.08E-05,2500,4.424,0,2.24,50,1.657674556,SF
1.218222081,0.191341091,0.00012769,2500,4.904,0,2.48,50,1.194295988,SF
0.321640203,0.021620291,5.76E-05,2500,4.616,0,3.38,50,0.315156446,SF
0.364162343,0.019443418,5.25E-05,2500,4.04,0,4.94,50,0.356795813,SF
1.045602601,0.835540073,0.000181573,2500,0.392,0,2.06,50,1.025052319,SF
0.261186621,0.024898909,9.53E-05,2500,3.656,0,3.5,50,0.255915379,SF
2.63678014,0.617478909,0.000186156,2500,1.352,0,2.6,50,2.584071239,SF
0.192060422,0.027012073,0.000172181,2500,2.312,0,4.4,50,0.18814674,SF
0.405387101,0.019061527,4.21E-05,2500,5,0,4.28,50,0.397236291,SF
2.296871263,0.576020073,0.00034168,2500,0.968,0,3.08,50,2.25097141,SF
2.630670665,0.478059418,0.000126705,2500,2.6,0,2.3,50,2.57811239,SF
1.964950479,0.290130545,0.000134866,2500,3.752,0,2.48,50,1.925799736,SF
2.668168377,0.598289964,0.001647969,2500,0.488,0,3.68,50,2.614822616,SF
0.247475038,0.023083636,9.31E-05,2500,3.272,0,3.74,50,0.242451725,SF
0.196873983,0.031310836,0.00019172,2500,2.792,0,3.5,50,0.192840075,SF
0.410672023,0.018644073,4.01E-05,2500,4.904,0,4.82,50,0.402417892,SF
0.151581857,0.122765382,0.001014718,2500,1.832,0,3.74,50,0.149622588,SF
1.945475988,0.795811782,0.000211051,2500,0.488,0,2.3,50,1.906621577,SF
0.207418951,0.028146618,0.000151006,2500,2.888,0,3.68,50,0.203166963,SF
0.299054204,0.020768873,6.77E-05,2500,3.56,0,5,50,0.293010033,SF
0.202913072,0.024316,0.000152638,2500,2.216,0,4.82,50,0.198726821,SF
0.226770861,0.023422909,0.0001188,2500,2.6,0,4.88,50,0.222113389,SF
0.319582535,0.019971709,5.91E-05,2500,3.848,0,4.7,50,0.313147672,SF
2.642590687,0.694765309,0.000306298,2500,0.584,0,2.9,50,2.589752051,SF
0.303419138,0.040330327,0.000130812,2500,4.808,0,3.08,50,0.297330206,SF
0.938938187,0.230463055,0.000251453,2500,2.792,0,2.9,50,0.920473366,SF
0.295961703,0.021413236,6.80E-05,2500,3.848,0,4.1,50,0.289959878,SF
0.317641591,0.0202304,5.92E-05,2500,3.944,0,4.28,50,0.311205845,SF
0.152965451,0.039614764,0.000443858,2500,1.928,0,3.92,50,0.149782821,SF
2.727873563,0.486784655,0.000101086,2500,3.08,0,2.24,50,2.67335831,SF
0.386459536,0.019351127,4.38E-05,2500,4.904,0,4.1,50,0.378657541,SF
0.291908712,0.021448436,7.27E-05,2500,3.752,0,4.1,50,0.285986359,SF
2.869353181,0.413130618,0.000105663,2500,3.56,0,2.24,50,2.812028676,SF
0.150897853,0.0363816,0.000427922,2500,1.736,0,4.94,50,0.147726526,SF
0.32460186,0.020824145,5.13E-05,2500,4.808,0,3.2,50,0.3180279,SF
0.211408313,0.031480873,0.000181543,2500,2.984,0,3.56,50,0.207108144,SF
0.81815677,0.166075418,0.000374016,2500,2.6,0,3.5,50,0.802199752,SF
0.193188165,0.039646473,0.000317207,2500,2.504,0,3.68,50,0.189209368,SF
1.315412173,0.467456582,0.000771216,2500,0.872,0,3.98,50,1.289171613,SF
0.192413979,0.0513528,0.000436199,2500,2.696,0,3.38,50,0.188479158,SF
2.645036821,0.5194664,0.000170199,2500,1.928,0,2.48,50,2.592189856,SF
1.305066061,0.312025964,0.000280763,2500,2.312,0,3.02,50,1.279125123,SF
2.328662001,0.225007709,0.000106628,2500,4.904,0,2.42,50,2.282262462,SF
2.65430526,0.707662909,0.000172891,2500,0.968,0,2.36,50,2.60122784,SF
0.847696651,0.249858618,0.000327409,2500,2.408,0,3.08,50,0.831033925,SF
0.283966492,0.023805309,7.39E-05,2500,4.424,0,3.26,50,0.278229467,SF
0.375201057,0.019704945,4.49E-05,2500,4.904,0,4.16,50,0.367658393,SF
0.133886301,0.112007345,0.001860711,2500,1.544,0,3.98,50,0.131055469,SF
2.89646565,0.469190473,9.84E-05,2500,3.176,0,2.18,50,2.838589519,SF
0.206575737,0.027163055,0.000146987,2500,2.792,0,3.68,50,0.202324687,SF
0.37974606,0.018940727,4.58E-05,2500,4.424,0,4.82,50,0.372094324,SF
0.262787976,0.021817309,8.61E-05,2500,3.08,0,4.52,50,0.257455241,SF
0.325804394,0.020479127,5.92E-05,2500,4.04,0,4.52,50,0.319228566,SF
1.54094064,0.484901382,0.000502704,2500,1.064,0,3.38,50,1.510194177,SF
1.335079536,0.420150618,0.000381172,2500,1.544,0,3.02,50,1.308498039,SF
0.242996698,0.024481309,0.000100336,2500,3.464,0,3.56,50,0.238090625,SF
0.254025808,0.021629309,9.10E-05,2500,2.984,0,4.58,50,0.248848292,SF
2.175423483,0.754709236,0.00015011,2500,0.872,0,2.3,50,2.131921096,SF
0.349508447,0.019622109,5.45E-05,2500,4.04,0,5,50,0.342455089,SF
3.023838164,0.524236364,9.86E-05,2500,2.888,0,2.12,50,2.963396007,SF
1.566372666,0.299376364,0.000260093,2500,2.408,0,2.9,50,1.535187214,SF
2.287554657,0.434880582,0.029892671,2500,0.392,0,4.76,50,2.241829536,SF
0.161468752,0.0326048,0.000336144,2500,1.832,0,4.28,50,0.158093471,SF
0.240834615,0.022895273,0.000105516,2500,2.792,0,4.58,50,0.235932631,SF
0.290892157,0.0212392,7.07E-05,2500,3.656,0,4.28,50,0.284998075,SF
2.842203271,0.610697527,0.002241729,2500,0.488,0,3.5,50,2.785373207,SF
0.125084013,0.043891055,0.000777688,2500,1.352,0,4.82,50,0.122416048,SF
2.188311062,0.318763127,0.000167704,2500,3.08,0,2.54,50,2.144651516,SF
0.249261693,0.025177164,9.92E-05,2500,3.656,0,3.26,50,0.244205073,SF
2.321280817,0.519051636,0.004302443,2500,0.296,0,4.64,50,2.274882707,SF
0.855988843,0.389274473,0.000760648,2500,1.064,0,3.92,50,0.839008998,SF
0.210569349,0.0363992,0.000227952,2500,2.984,0,3.44,50,0.206287889,SF
0.139138099,0.044302836,0.000648275,2500,1.64,0,4.22,50,0.136208682,SF
0.21421536,0.025269891,0.000136617,2500,2.696,0,4.04,50,0.209828259,SF
0.554612234,0.328526764,0.001315071,2500,0.968,0,4.46,50,0.543696895,SF
2.656592112,0.658158473,0.000184541,2500,1.16,0,2.48,50,2.603478197,SF
2.615520193,0.476240727,7.39E-05,2500,3.944,0,2,50,2.56326603,SF
0.806331725,0.329988291,0.000565462,2500,1.544,0,3.38,50,0.790397119,SF
2.452418893,0.559758982,0.000299198,2500,1.16,0,3.02,50,2.403409817,SF
0.136443922,0.050978691,0.000830262,2500,1.544,0,4.28,50,0.13355258,SF
0.855196,0.351484436,0.001099816,2500,0.968,0,4.28,50,0.838207786,SF
0.216439777,0.024275491,0.000130553,2500,2.6,0,4.34,50,0.212008703,SF
0.195275506,0.116136364,0.00046616,2500,2.888,0,3.14,50,0.191301987,SF
3.242192908,0.369494473,9.83E-05,2500,3.944,0,2.24,50,3.177395511,SF
1.757811472,0.408239127,0.000255087,2500,2.024,0,2.84,50,1.722761075,SF
2.12044555,0.180245455,0.000156402,2500,4.04,0,2.66,50,2.078261383,SF
1.4020337,0.201167491,0.00018202,2500,3.656,0,2.66,50,1.374276781,SF
0.114638222,0.126257309,0.002759638,2500,1.16,0,4.58,50,0.112177859,SF
2.900267175,0.3397704,0.000113173,2500,3.848,0,2.36,50,2.842332629,SF
0.34886902,0.020200073,4.91E-05,2500,4.712,0,3.74,50,0.341841573,SF
0.396738776,0.0190624,4.40E-05,2500,4.712,0,4.7,50,0.388764847,SF
0.133961503,0.085685745,0.001710249,2500,1.544,0,4.34,50,0.131126219,SF
2.471228106,0.765504727,0.000212221,2500,0.584,0,2.54,50,2.421822648,SF
0.26543834,0.028493527,0.000101548,2500,4.136,0,3.32,50,0.260044983,SF
1.974500242,0.503150909,0.000834025,2500,0.68,0,3.98,50,1.93503988,SF
0.289195592,0.021822255,6.91E-05,2500,3.848,0,3.8,50,0.283333069,SF
0.155902061,0.068569018,0.000768126,2500,1.832,0,4.34,50,0.152667208,SF
1.024510706,0.321499709,0.000463564,2500,1.736,0,3.2,50,1.00419415,SF
0.219068375,0.025793455,0.000136705,2500,2.792,0,4.22,50,0.214624759,SF
0.221976134,0.045465673,0.000270972,2500,3.368,0,3.2,50,0.217445491,SF
0.30615633,0.020400291,6.50E-05,2500,3.656,0,5,50,0.299960487,SF
0.213127512,0.029289964,0.000174073,2500,2.696,0,3.92,50,0.208778345,SF
0.143979115,0.051054545,0.000806417,2500,1.64,0,4.7,50,0.140928441,SF
2.577813642,0.4328848,0.000174751,2500,2.312,0,2.54,50,2.526322933,SF
0.197176404,0.028482982,0.000169056,2500,2.696,0,3.68,50,0.193131338,SF
1.616870855,0.178324509,0.000230097,2500,3.176,0,2.96,50,1.584779118,SF
0.374554203,0.0194888,4.98E-05,2500,4.52,0,4.34,50,0.367020972,SF
2.364894472,0.358092727,0.000177527,2500,2.696,0,2.66,50,2.317676144,SF
2.635085248,0.713137382,0.000183421,2500,0.872,0,2.42,50,2.582393173,SF
3.293704353,0.419030545,8.60E-05,2500,3.848,0,2.18,50,3.227866168,SF
0.170748457,0.028267273,0.000240634,2500,1.928,0,4.82,50,0.167206131,SF
2.392506229,0.406989455,0.000147045,2500,2.792,0,2.48,50,2.344725805,SF
0.289283591,0.0209368,7.24E-05,2500,3.464,0,4.94,50,0.283399847,SF
2.961265734,0.431006545,8.24E-05,2500,3.944,0,2.18,50,2.902096257,SF
2.460314495,0.468284509,0.019575413,2500,0.392,0,4.58,50,2.411129504,SF
0.249108898,0.024330327,9.72E-05,2500,3.368,0,3.86,50,0.244080278,SF
2.489946032,0.507125091,0.000175792,2500,1.928,0,2.54,50,2.440199744,SF
1.951576162,0.145975273,0.000125814,2500,4.712,0,2.72,50,1.912871564,SF
2.700972151,0.571598255,0.000102973,2500,2.408,0,2.18,50,2.646984226,SF
11.3355929,0.905152436,0.000131615,2500,0.296,0,2.3,50,11.30826683,SF
0.345446443,0.020110836,5.92E-05,2500,3.848,0,4.46,50,0.338458514,SF
0.237927285,0.025393818,0.000115701,2500,3.08,0,3.92,50,0.233106715,SF
2.554583589,0.502228582,0.000200784,2500,1.832,0,2.6,50,2.503552756,SF
2.103036869,0.856178327,9.78E-05,2500,0.872,0,2.24,50,2.060989462,SF
0.765182803,0.343589164,0.000951052,2500,1.064,0,3.98,50,0.750021861,SF
2.518678288,0.592764073,0.000290666,2500,1.064,0,2.96,50,2.468339688,SF
0.653730177,0.170486109,0.000245091,2500,3.368,0,2.9,50,0.641309886,SF
2.267305438,0.5219936,0.000609607,2500,0.776,0,3.74,50,2.221989177,SF
2.286257669,0.519162545,0.00026547,2500,1.352,0,2.84,50,2.240590288,SF
0.281912798,0.022340509,7.84E-05,2500,3.656,0,3.8,50,0.276229133,SF
2.199948243,0.427053091,0.000202285,2500,2.12,0,2.78,50,2.15602455,SF
3.021245207,0.3153552,8.06E-05,2500,4.904,0,2.36,50,2.960886582,SF
0.175408961,0.149939855,0.000487958,2500,2.504,0,3.14,50,0.171788398,SF
2.44850815,0.614821673,0.000253264,2500,1.16,0,2.78,50,2.399576447,SF
0.152121058,0.033415636,0.000363096,2500,1.736,0,4.52,50,0.148935555,SF
0.228134882,0.024115855,0.000112983,2500,2.984,0,3.98,50,0.22350554,SF
2.406245654,0.562102691,0.002232259,2500,0.392,0,3.8,50,2.35814645,SF
2.766040585,0.641302691,0.000520143,2500,0.584,0,3.08,50,2.710734047,SF
1.270674689,0.826441745,0.000257965,2500,0.296,0,2.18,50,1.249511861,SF
2.944152379,0.454849164,7.63E-05,2500,3.848,0,2.06,50,2.885307405,SF
0.23028654,0.028513745,0.000144548,2500,3.176,0,3.68,50,0.225595047,SF
0.933446541,0.362160727,0.000493054,2500,1.544,0,3.26,50,0.914952022,SF
2.23955664,0.653633382,9.15E-05,2500,2.12,0,2.06,50,2.194783696,SF
0.215555469,0.039024073,0.000251284,2500,2.888,0,3.5,50,0.211159218,SF
0.188599222,0.0262888,0.000181386,2500,2.12,0,4.88,50,0.184654499,SF
0.343956781,0.019773091,5.61E-05,2500,3.944,0,4.88,50,0.337033517,SF
0.212747066,0.025873891,0.000139315,2500,2.696,0,4.1,50,0.208402924,SF
2.603992211,0.571370182,9.08E-05,2500,2.696,0,2.06,50,2.551933911,SF
2.668261239,0.610021891,0.002749813,2500,0.488,0,3.62,50,2.614914605,SF
0.270787388,0.022376436,8.35E-05,2500,3.368,0,4.1,50,0.265300009,SF
1.74050182,0.4684328,0.000433491,2500,1.16,0,3.32,50,1.70576182,SF
0.131302697,0.038737236,0.000570231,2500,1.448,0,4.94,50,0.128501927,SF
0.740698771,0.292254473,0.000612766,2500,1.448,0,3.68,50,0.726106138,SF
0.343549847,0.019575273,5.07E-05,2500,4.232,0,4.34,50,0.336639926,SF
0.354652847,0.020214909,4.77E-05,2500,4.904,0,3.74,50,0.347487435,SF
2.869813264,0.373820073,7.96E-05,2500,4.52,0,2.18,50,2.812473999,SF
2.100149263,0.727450545,0.000106065,2500,1.544,0,2.06,50,2.058169269,SF
2.556739807,0.582944873,0.000109173,2500,2.216,0,2.24,50,2.505634696,SF
2.39784187,0.419869818,0.000190866,2500,2.312,0,2.6,50,2.34995817,SF
2.595680693,0.590877964,0.000127958,2500,1.928,0,2.3,50,2.543797731,SF
2.939091141,0.414763418,0.00012403,2500,3.08,0,2.36,50,2.880367313,SF
1.843243012,0.350469891,0.000267283,2500,2.12,0,2.96,50,1.806484166,SF
2.649054732,0.713427855,0.000196383,2500,0.872,0,2.54,50,2.596085178,SF
2.097777033,0.059724436,0.004847948,2500,0.2,0,4.58,50,2.055872572,SF
2.784348491,0.665290255,0.000263844,2500,0.872,0,2.78,50,2.728677119,SF
2.86519177,0.625914764,0.000194821,2500,1.256,0,2.48,50,2.807908932,SF
0.392130547,0.019276291,4.91E-05,2500,4.424,0,4.76,50,0.384235519,SF
0.146161523,0.038034545,0.000463505,2500,1.736,0,4.4,50,0.143103135,SF
1.748208374,0.783397091,0.000100775,2500,1.352,0,2,50,1.71328012,SF
0.185028508,0.110576582,0.000616311,2500,2.696,0,3.14,50,0.181240364,SF
0.155223356,0.036607636,0.000387088,2500,1.928,0,4.1,50,0.151995908,SF
0.238412398,0.022598618,0.000101055,2500,2.888,0,4.52,50,0.233535595,SF
0.631534313,0.135782764,0.000347782,2500,2.984,0,3.14,50,0.619470802,SF
0.312485564,0.020160364,6.64E-05,2500,3.56,0,4.76,50,0.306203563,SF
3.016763441,0.399938182,8.09E-05,2500,4.232,0,2.18,50,2.956479778,SF
1.705469102,0.458793964,0.000373433,2500,1.448,0,3.14,50,1.67144765,SF
1.244298501,0.380179345,0.002010238,2500,0.584,0,4.82,50,1.219460525,SF
1.996632433,0.482515564,0.000273603,2500,1.544,0,2.84,50,1.956771765,SF
2.660986995,0.618067782,0.000184065,2500,1.352,0,2.48,50,2.607787014,SF
2.645138817,0.587075273,0.000153827,2500,1.736,0,2.36,50,2.592267126,SF
2.535162878,0.610022982,0.000111226,2500,2.024,0,2.12,50,2.484482773,SF
0.21276577,0.023934036,0.000133232,2500,2.504,0,4.76,50,0.208422187,SF
0.307322606,0.024539345,7.15E-05,2500,4.424,0,3.44,50,0.301077716,SF
0.283470763,0.026296727,8.43E-05,2500,4.52,0,3.08,50,0.27775382,SF
0.200946643,0.026281891,0.000166163,2500,2.408,0,4.1,50,0.196845468,SF
2.104501335,0.467957309,0.000325661,2500,1.448,0,3.02,50,2.062476544,SF
2.002993064,0.762512509,0.000118278,2500,1.064,0,2.12,50,1.962936518,SF
0.208599411,0.072909091,0.00039528,2500,3.08,0,3.2,50,0.20432772,SF
0.156031106,0.042205018,0.000532901,2500,1.832,0,4.22,50,0.152770433,SF
2.051830153,0.767856073,0.000219373,2500,0.488,0,2.42,50,2.010823463,SF
2.539206252,0.282271636,9.81E-05,2500,4.712,0,2.3,50,2.488540396,SF
0.187653611,0.030188727,0.00019864,2500,2.6,0,3.62,50,0.183785321,SF
0.375649293,0.019329455,4.53E-05,2500,4.712,0,4.22,50,0.368099764,SF
0.345657668,0.019990036,4.95E-05,2500,4.52,0,4.1,50,0.338723301,SF
2.127752817,0.271932945,0.00011956,2500,4.04,0,2.54,50,2.085335662,SF
1.120276735,0.138798545,0.000141624,2500,4.616,0,2.66,50,1.098396448,SF
2.377259515,0.474030255,0.00013061,2500,2.6,0,2.36,50,2.329780779,SF
1.676024969,0.338997236,0.000256331,2500,2.312,0,2.78,50,1.64262529,SF
0.212800884,0.026234036,0.00013849,2500,2.792,0,3.74,50,0.208484818,SF
0.184531753,0.0285112,0.00018943,2500,2.408,0,3.98,50,0.180744709,SF
1.935138295,0.290686618,9.16E-05,2500,4.616,0,2.42,50,1.896581733,SF
1.98976907,0.526235564,0.000345614,2500,1.16,0,3.08,50,1.950028072,SF
0.348674561,0.019837309,5.26E-05,2500,4.232,0,4.1,50,0.341649192,SF
2.494746606,0.494910109,0.000104435,2500,2.888,0,2.24,50,2.444910667,SF
1.088661822,0.1362168,0.000171016,2500,4.328,0,2.72,50,1.067414621,SF
2.843243369,0.645271636,0.000321563,2500,0.776,0,2.84,50,2.78639155,SF
0.286444124,0.020887055,7.00E-05,2500,3.56,0,4.82,50,0.280652716,SF
0.249944705,0.085921091,0.000227837,2500,3.752,0,3.2,50,0.246129352,SF
0.288637072,0.023254473,7.19E-05,2500,4.328,0,3.38,50,0.282810838,SF
0.263432773,0.022030255,8.30E-05,2500,3.272,0,4.28,50,0.258092871,SF
0.273971677,0.020971127,7.98E-05,2500,3.176,0,4.64,50,0.268408859,SF
0.298294715,0.021545673,6.62E-05,2500,4.04,0,3.68,50,0.292264754,SF
0.131476525,0.1164088,0.001685501,2500,1.448,0,4.34,50,0.128807583,SF
0.166454543,0.080615709,0.000920058,2500,2.216,0,3.38,50,0.16305724,SF
0.119493256,0.125885382,0.002141147,2500,1.256,0,4.76,50,0.117163008,SF
0.237677863,0.037038836,0.000198645,2500,3.464,0,3.26,50,0.232836945,SF
0.250200129,0.038707782,0.000177077,2500,4.232,0,2.9,50,0.245125949,SF
0.388075759,0.019416364,4.37E-05,2500,4.904,0,4.88,50,0.380292682,SF
2.531998696,0.390331709,0.000207486,2500,2.312,0,2.66,50,2.48142955,SF
2.175144489,0.540606691,0.000836713,2500,0.584,0,4.22,50,2.131668997,SF
0.281672559,0.021324436,7.54E-05,2500,3.368,0,4.7,50,0.275961176,SF
1.585858098,0.422971055,0.000350413,2500,1.64,0,2.9,50,1.55424497,SF
1.259924754,0.840526764,0.000174417,2500,0.392,0,2.12,50,1.235277307,SF
2.39023896,0.424783855,0.000161891,2500,2.504,0,2.6,50,2.342505186,SF
2.088861883,0.201761964,0.000105,2500,5,0,2.48,50,2.047317068,SF
0.326288346,0.020652073,5.48E-05,2500,4.424,0,3.74,50,0.319673244,SF
0.168478149,0.029816291,0.000257864,2500,1.928,0,4.7,50,0.164986639,SF
1.086877559,0.316392727,0.000437462,2500,1.736,0,3.32,50,1.065301957,SF
0.337676047,0.0213816,5.21E-05,2500,5,0,3.44,50,0.330866842,SF
0.408640501,0.019025964,4.08E-05,2500,5,0,4.46,50,0.400460767,SF
0.355084992,0.019726909,5.30E-05,2500,4.232,0,4.52,50,0.347929153,SF
1.845265193,0.537229236,0.122004814,2500,0.2,0,3.38,50,1.808658068,SF
0.182166822,0.045862909,0.000441354,2500,2.216,0,3.8,50,0.178433774,SF
0.28232253,0.026073309,8.49E-05,2500,4.328,0,3.32,50,0.276619626,SF
2.656999276,0.388787709,0.000146072,2500,2.888,0,2.48,50,2.603925358,SF
2.488019969,0.326148073,0.000110134,2500,4.04,0,2.36,50,2.438356082,SF
1.60873408,0.429729164,0.001756553,2500,0.68,0,4.28,50,1.57659828,SF
0.415166074,0.0184896,3.96E-05,2500,5,0,4.64,50,0.406787218,SF
1.595185987,0.790790764,0.000237191,2500,0.392,0,2.42,50,1.563438474,SF
1.539316747,0.183419491,0.000145345,2500,4.328,0,2.54,50,1.508864877,SF
1.730336114,0.467949455,0.000502329,2500,1.064,0,3.5,50,1.695791053,SF
0.255694897,0.021802327,9.10E-05,2500,2.984,0,4.34,50,0.250465346,SF
0.140701884,0.047666764,0.000743877,2500,1.64,0,4.34,50,0.137710916,SF
2.569137026,0.574342982,0.000177431,2500,1.64,0,2.42,50,2.517786303,SF
0.145666833,0.036035491,0.000450083,2500,1.64,0,4.88,50,0.142610734,SF
1.852910241,0.799559855,0.000241553,2500,0.392,0,2.48,50,1.816090355,SF
0.234892133,0.026630327,0.000122992,2500,3.272,0,3.5,50,0.230148053,SF
0.214691129,0.027963418,0.000157027,2500,2.696,0,3.8,50,0.210342918,SF
0.278936771,0.021560582,6.97E-05,2500,3.752,0,3.62,50,0.273281105,SF
0.232793456,0.023182182,0.000118271,2500,2.6,0,4.94,50,0.228079413,SF
0.105665363,0.243362473,0.002263288,2500,1.064,0,4.22,50,0.10346605,SF
2.395513395,0.608316291,0.000111585,2500,2.12,0,2.24,50,2.347656589,SF
0.197722071,0.029322255,0.000179126,2500,2.696,0,3.74,50,0.193656048,SF
0.150691475,0.039428655,0.000499484,2500,1.736,0,4.58,50,0.147511569,SF
1.975606041,0.736192,0.000536457,2500,0.296,0,2.84,50,1.936348863,SF
0.309088355,0.0205256,6.46E-05,2500,3.752,0,4.4,50,0.30283921,SF
0.210316504,0.024570836,0.000139509,2500,2.504,0,4.52,50,0.206026182,SF
0.244761505,0.022292436,0.000100778,2500,2.792,0,5,50,0.23979967,SF
2.551337924,0.691573236,0.000163878,2500,1.16,0,2.3,50,2.500326108,SF
0.271003692,0.029157527,0.000107001,2500,4.328,0,3.14,50,0.265572274,SF
2.126177778,0.467960073,0.005038493,2500,0.488,0,4.94,50,2.083679187,SF
2.148009773,0.0970216,0.003901398,2500,0.296,0,4.34,50,2.10507472,SF
0.324007524,0.020361673,5.89E-05,2500,3.944,0,4.64,50,0.317450892,SF
0.306443714,0.021092509,5.78E-05,2500,4.328,0,3.56,50,0.300258219,SF
2.698996144,0.528108218,0.000148095,2500,2.12,0,2.36,50,2.645063583,SF
0.354455913,0.019915273,4.88E-05,2500,4.616,0,4.04,50,0.347282289,SF
1.362721373,0.253544945,0.000247283,2500,2.696,0,2.9,50,1.335668233,SF
2.195169911,0.313562909,0.000182433,2500,2.888,0,2.72,50,2.151373131,SF
0.295966084,0.0206104,6.89E-05,2500,3.464,0,5,50,0.289996303,SF
2.055990984,0.771779709,0.000197742,2500,0.584,0,2.36,50,2.0148873,SF
0.275205692,0.021157309,8.00E-05,2500,3.176,0,4.94,50,0.269637769,SF
2.605490384,0.438112727,9.07E-05,2500,3.464,0,2,50,2.553423135,SF
0.307916075,0.0210688,5.69E-05,2500,4.424,0,3.5,50,0.301711861,SF
1.893101138,0.332383782,0.00016412,2500,3.176,0,2.54,50,1.855362024,SF
1.420198664,0.452552291,0.000380421,2500,1.352,0,3.08,50,1.391892891,SF
1.108145978,0.363850764,0.00180599,2500,0.68,0,4.94,50,1.086043435,SF
0.189698451,0.028315345,0.000187413,2500,2.408,0,4.04,50,0.185817686,SF
1.109981143,0.852580509,0.000128091,2500,0.488,0,2,50,1.087890381,SF
1.85849264,0.592784218,0.057526525,2500,0.2,0,3.26,50,1.82146431,SF
2.670447127,0.701750618,0.000157404,2500,1.16,0,2.36,50,2.617055463,SF
0.263758435,0.022054691,8.25E-05,2500,3.368,0,4.04,50,0.258451252,SF
0.388014023,0.018974691,4.50E-05,2500,4.52,0,4.7,50,0.380217419,SF
1.740371256,0.2518224,0.000132986,2500,3.944,0,2.6,50,1.705751048,SF
0.945553359,0.391017382,0.000831616,2500,0.968,0,4.16,50,0.926747819,SF
0.362676249,0.019975491,5.03E-05,2500,4.616,0,3.8,50,0.355360093,SF
2.312174979,0.7513168,0.000167891,2500,0.776,0,2.36,50,2.265939575,SF
0.289541031,0.027031055,8.67E-05,2500,4.712,0,3.02,50,0.283695121,SF
2.132674159,0.687070327,0.00287244,2500,0.296,0,3.14,50,2.090090614,SF
2.680519807,0.550238545,9.48E-05,2500,2.696,0,2.12,50,2.626938986,SF
0.322587049,0.021384582,5.18E-05,2500,5,0,3.2,50,0.316102945,SF
0.312000654,0.020685236,5.92E-05,2500,4.136,0,3.92,50,0.305715276,SF
0.896331932,0.370863855,0.00143791,2500,0.776,0,4.52,50,0.878494908,SF
2.727465737,0.614509091,0.000132462,2500,1.736,0,2.24,50,2.672936067,SF
0.322971865,0.020229527,5.92E-05,2500,3.848,0,4.76,50,0.316437014,SF
1.169523238,0.411008145,0.00069634,2500,1.064,0,3.8,50,1.14622964,SF
0.322185039,0.021376509,5.62E-05,2500,4.616,0,3.5,50,0.315730359,SF
0.318510371,0.020267782,5.84E-05,2500,3.944,0,4.46,50,0.312057165,SF
2.363607684,0.725304655,0.000134676,2500,1.16,0,2.24,50,2.316350787,SF
0.288811412,0.041082109,0.00014289,2500,4.616,0,3.08,50,0.28297333,SF
0.914637085,0.108763855,0.000136537,2500,5,0,2.78,50,0.897120527,SF
2.294796829,0.280319564,0.000145011,2500,3.56,0,2.6,50,2.249020105,SF
2.706600385,0.725951491,0.000212097,2500,0.776,0,2.54,50,2.652480839,SF
0.319564458,0.0206872,6.20E-05,2500,3.944,0,4.34,50,0.313146193,SF
